k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.7562538473330768, 0.0444319060964563]                                        |  0.9835470318794250|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[0.7562538473330768, 0.0444319060964563]                                        |  0.9835470318794250|      0.25000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.5062997341511634, 0.049221614171352]                                         |  0.1983894258737564|      0.50000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       6|[0.5062997341511634, 0.049221614171352]                                         |  0.1983894258737564|      0.25000000|[42, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.5062997341511634, 0.049221614171352]                                         |  0.1983894258737564|      0.12500000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.3831518212009039, 0.0706597002798482]                                        |  0.0661961287260056|      0.25000000|[55, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[0.3831518212009039, 0.0706597002798482]                                        |  0.0661961287260056|      0.12500000|[63, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.3831518212009039, 0.0706597002798482]                                        |  0.0661961287260056|      0.06250000|[71, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.3208407102239778, 0.0658042447068664]                                        |  0.0327369123697281|      0.12500000|[77, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[0.3208407102239778, 0.0658042447068664]                                        |  0.0327369123697281|      0.06250000|[84, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.3208407102239778, 0.0658042447068664]                                        |  0.0327369123697281|      0.03125000|[91, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2898069775902347, 0.0621341031813457]                                        |  0.0218552071601152|      0.06250000|[96, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.2898069775902347, 0.0621341031813457]                                        |  0.0218552071601152|      0.03125000|[102, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2585602196412503, 0.0625842339152217]                                        |  0.0139778517186642|      0.06250000|[107, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.2585602196412503, 0.0625842339152217]                                        |  0.0139778517186642|      0.03125000|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.2585602196412503, 0.0625842339152217]                                        |  0.0139778517186642|      0.01562500|[122, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.2431112945225857, 0.0602451448451149]                                        |  0.0109480768442154|      0.03125000|[127, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.2431112945225857, 0.0602451448451149]                                        |  0.0109480768442154|      0.01562500|[135, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.2275580997273391, 0.0587488973184289]                                        |  0.0084375273436308|      0.03125000|[141, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.2275580997273391, 0.0587488973184289]                                        |  0.0084375273436308|      0.01562500|[148, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
