k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[46, 14, 0, 2]                                                             |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[91, 28, 0, 4]                                                             |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       3|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.12500000|[136, 42, 0, 6]                                                            |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       4|[1.0043180992733962, 0.9666428895866868, 0.954740342640089, 0.9587404085000183, 0.979573515310674, 0.9726980715890466, 0.9926725001414887, 0.9538750686959002, 0.9820927901603591, 0.9816843347417504, 1.0117903733160447, 0.9298341237443868, 0.9726105106540218, 0.9864141950221178, 0.999243763671234, 1.0035148074610127, 1.0034037299189384, 0.9812396698734939, 1.0016015895363022, 1.0032640094308798, 1.018598611171405, 1.0032073706797047]|  1.4938859939575195|      0.25000000|[181, 56, 0, 8]                                                            |  | trying linear partial model with 26 points | iterate success | actual_k=7
       5|[1.0043180992733962, 0.9666428895866868, 0.954740342640089, 0.9587404085000183, 0.979573515310674, 0.9726980715890466, 0.9926725001414887, 0.9538750686959002, 0.9820927901603591, 0.9816843347417504, 1.0117903733160447, 0.9298341237443868, 0.9726105106540218, 0.9864141950221178, 0.999243763671234, 1.0035148074610127, 1.0034037299189384, 0.9812396698734939, 1.0016015895363022, 1.0032640094308798, 1.018598611171405, 1.0032073706797047]|  1.4938859939575195|      0.12500000|[227, 70, 0, 10]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       6|[1.0043180992733962, 0.9666428895866868, 0.954740342640089, 0.9587404085000183, 0.979573515310674, 0.9726980715890466, 0.9926725001414887, 0.9538750686959002, 0.9820927901603591, 0.9816843347417504, 1.0117903733160447, 0.9298341237443868, 0.9726105106540218, 0.9864141950221178, 0.999243763671234, 1.0035148074610127, 1.0034037299189384, 0.9812396698734939, 1.0016015895363022, 1.0032640094308798, 1.018598611171405, 1.0032073706797047]|  1.4938859939575195|      0.06250000|[271, 84, 0, 12]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       7|[0.9964255635154927, 0.9494503210172212, 0.9458222967343006, 0.9550859875068746, 0.9504008635889856, 0.9615132029251715, 0.9813959624655344, 0.9457618981035134, 0.9623949946838627, 0.9726950647530916, 1.0155734889041026, 0.8977993101160812, 0.9542143145711601, 0.9758680011945424, 1.0009360922096495, 1.0055944655524898, 1.0122799294808646, 0.9706171264169018, 0.996751516949369, 0.9970860633193699, 1.0107815920482, 1.0056062202537608]|  1.4775495529174805|      0.12500000|[316, 98, 0, 14]                                                           |  | trying linear partial model with 26 points | iterate success | actual_k=7
       8|[0.961522598740558, 0.9408578639514256, 0.9164609587809737, 0.9230771238745089, 0.9113945719297142, 0.9555451396581998, 0.9568341846883496, 0.934829020989617, 0.9565592486735491, 0.9462238636730306, 1.0544215807926733, 0.8225688585343403, 0.9445793570818265, 0.9482961361782187, 1.0002896719320673, 0.9974652619928152, 1.0107202395717811, 0.9599757233723956, 0.9806239696890712, 0.9705701959872214, 1.0089201231276816, 0.9894526975817607]|  1.4442291259765625|      0.25000000|[363, 112, 0, 16]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
       9|[0.961522598740558, 0.9408578639514256, 0.9164609587809737, 0.9230771238745089, 0.9113945719297142, 0.9555451396581998, 0.9568341846883496, 0.934829020989617, 0.9565592486735491, 0.9462238636730306, 1.0544215807926733, 0.8225688585343403, 0.9445793570818265, 0.9482961361782187, 1.0002896719320673, 0.9974652619928152, 1.0107202395717811, 0.9599757233723956, 0.9806239696890712, 0.9705701959872214, 1.0089201231276816, 0.9894526975817607]|  1.4442291259765625|      0.12500000|[408, 126, 0, 18]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      10|[0.9501754419892638, 0.9171596133176976, 0.8963963575246582, 0.8784700718092875, 0.8611982600002162, 0.9517634977169862, 0.9443266748317687, 0.8921805842326378, 0.9407907571810006, 0.9311623931035061, 1.0789609292836466, 0.7546381555178324, 0.9201446877988666, 0.9589326729910586, 0.9989636907937018, 0.9926322479615924, 0.9937320615432065, 0.9531397421094134, 0.9624819999966853, 0.9444190986884938, 0.9989572619166206, 1.0020146739275055]|  1.4118356704711914|      0.25000000|[452, 140, 0, 20]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
      11|[0.9501754419892638, 0.9171596133176976, 0.8963963575246582, 0.8784700718092875, 0.8611982600002162, 0.9517634977169862, 0.9443266748317687, 0.8921805842326378, 0.9407907571810006, 0.9311623931035061, 1.0789609292836466, 0.7546381555178324, 0.9201446877988666, 0.9589326729910586, 0.9989636907937018, 0.9926322479615924, 0.9937320615432065, 0.9531397421094134, 0.9624819999966853, 0.9444190986884938, 0.9989572619166206, 1.0020146739275055]|  1.4118356704711914|      0.12500000|[497, 154, 0, 22]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      12|[0.9160294021388562, 0.8905152898368318, 0.8629754373922334, 0.8525037432215901, 0.8115474672292211, 0.9375877295346812, 0.9211032563505921, 0.8655418204412803, 0.9082165903337615, 0.9120480894707388, 1.0873663620144611, 0.6900209852229532, 0.9234641255245145, 0.9562205796650614, 0.9775185584248582, 0.967646115959413, 0.978156230634536, 0.9718591263755824, 0.949832512049791, 0.9450989926360022, 0.9926188825339658, 0.9802406281391389]|  1.3781081438064575|      0.25000000|[541, 168, 0, 24]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
      13|[0.9160294021388562, 0.8905152898368318, 0.8629754373922334, 0.8525037432215901, 0.8115474672292211, 0.9375877295346812, 0.9211032563505921, 0.8655418204412803, 0.9082165903337615, 0.9120480894707388, 1.0873663620144611, 0.6900209852229532, 0.9234641255245145, 0.9562205796650614, 0.9775185584248582, 0.967646115959413, 0.978156230634536, 0.9718591263755824, 0.949832512049791, 0.9450989926360022, 0.9926188825339658, 0.9802406281391389]|  1.3781081438064575|      0.12500000|[585, 182, 0, 26]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      14|[0.8959947442790992, 0.8660906356793034, 0.842540403187291, 0.8463809293371113, 0.7729737173962066, 0.9052276752346956, 0.9029284396457569, 0.8487605205080847, 0.8725732668834512, 0.8662205451464504, 1.075828966764535, 0.6082688125080425, 0.9170982469883227, 0.9383698897725525, 0.9744869048116424, 0.9542869534998517, 0.9783834538046853, 0.9713365746132805, 0.9543310186242274, 0.9302423588593974, 0.9996553156131267, 0.979834982486136]|  1.3436883687973022|      0.25000000|[629, 196, 0, 28]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
      15|[0.8959947442790992, 0.8660906356793034, 0.842540403187291, 0.8463809293371113, 0.7729737173962066, 0.9052276752346956, 0.9029284396457569, 0.8487605205080847, 0.8725732668834512, 0.8662205451464504, 1.075828966764535, 0.6082688125080425, 0.9170982469883227, 0.9383698897725525, 0.9744869048116424, 0.9542869534998517, 0.9783834538046853, 0.9713365746132805, 0.9543310186242274, 0.9302423588593974, 0.9996553156131267, 0.979834982486136]|  1.3436883687973022|      0.12500000|[676, 210, 0, 30]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      16|[0.8959947442790992, 0.8660906356793034, 0.842540403187291, 0.8463809293371113, 0.7729737173962066, 0.9052276752346956, 0.9029284396457569, 0.8487605205080847, 0.8725732668834512, 0.8662205451464504, 1.075828966764535, 0.6082688125080425, 0.9170982469883227, 0.9383698897725525, 0.9744869048116424, 0.9542869534998517, 0.9783834538046853, 0.9713365746132805, 0.9543310186242274, 0.9302423588593974, 0.9996553156131267, 0.979834982486136]|  1.3436883687973022|      0.06250000|[720, 224, 0, 32]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      17|[0.8847802404822422, 0.8474487948095877, 0.8194340851953208, 0.8343162281702513, 0.7689191399758853, 0.8959195410545748, 0.8903177341436123, 0.8421997717304739, 0.858065024211509, 0.8539509711154873, 1.0826740081783768, 0.5671413105207234, 0.9066785083410009, 0.9281098407881362, 0.9773724065283568, 0.9468053102360235, 0.9739772104641685, 0.9721528761098537, 0.9533849560850616, 0.933622442746207, 1.0001319890169333, 0.9860177548616772]|  1.3266438245773315|      0.12500000|[766, 238, 0, 34]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
      18|[0.8847802404822422, 0.8474487948095877, 0.8194340851953208, 0.8343162281702513, 0.7689191399758853, 0.8959195410545748, 0.8903177341436123, 0.8421997717304739, 0.858065024211509, 0.8539509711154873, 1.0826740081783768, 0.5671413105207234, 0.9066785083410009, 0.9281098407881362, 0.9773724065283568, 0.9468053102360235, 0.9739772104641685, 0.9721528761098537, 0.9533849560850616, 0.933622442746207, 1.0001319890169333, 0.9860177548616772]|  1.3266438245773315|      0.06250000|[811, 252, 0, 36]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
