k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.12500000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0705085709971562, 0.8967840060071164]                                        |  5.1565546989440918|      0.25000000|[26, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.0705085709971562, 0.8967840060071164]                                        |  5.1565546989440918|      0.12500000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.1356172515755507, 0.7900794619926247]                                        |  4.4179368019104004|      0.25000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.2663196435005448, 0.5769670861317066]                                        |  3.2043030261993408|      0.50000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[1.2663196435005448, 0.5769670861317066]                                        |  3.2043030261993408|      0.25000000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.3774167872659926, 0.3530085528110058]                                        |  2.2665441036224365|      0.50000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[1.3774167872659926, 0.3530085528110058]                                        |  2.2665441036224365|      0.25000000|[65, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      11|[1.4816816782421096, 0.125788763818633]                                         |  1.5403051376342773|      0.50000000|[70, 25, 0, 25]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[1.4816816782421096, 0.125788763818633]                                         |  1.5403051376342773|      0.25000000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.4816816782421096, 0.125788763818633]                                         |  1.5403051376342773|      0.12500000|[85, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.5289202938769861, 0.010058416921631]                                         |  1.2421565055847168|      0.25000000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.5289202938769861, 0.010058416921631]                                         |  1.2421565055847168|      0.12500000|[97, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.5289202938769861, 0.010058416921631]                                         |  1.2421565055847168|      0.06250000|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.5551691231683586, -0.046662381387564]                                        |  1.1071579456329346|      0.12500000|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.6163822394652045, -0.1556484098188672]                                       |  0.8636574149131775|      0.25000000|[113, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[1.6163822394652045, -0.1556484098188672]                                       |  0.8636574149131775|      0.12500000|[120, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.6163822394652045, -0.1556484098188672]                                       |  0.8636574149131775|      0.06250000|[126, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.6431153630567354, -0.2121425697209308]                                       |  0.7538180351257324|      0.12500000|[131, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.6431153630567354, -0.2121425697209308]                                       |  0.7538180351257324|      0.06250000|[137, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.6733524945942297, -0.2668414351240109]                                       |  0.6518175005912781|      0.12500000|[143, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.7293482419811699, -0.3785977605583146]                                       |  0.4698928296566010|      0.25000000|[148, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[1.7293482419811699, -0.3785977605583146]                                       |  0.4698928296566010|      0.12500000|[156, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.775873974794988, -0.4946165357032736]                                        |  0.3179340660572052|      0.25000000|[161, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[1.775873974794988, -0.4946165357032736]                                        |  0.3179340660572052|      0.12500000|[167, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.775873974794988, -0.4946165357032736]                                        |  0.3179340660572052|      0.06250000|[175, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.8102455430601225, -0.5468165864215938]                                       |  0.2521482706069946|      0.12500000|[181, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[1.8102455430601225, -0.5468165864215938]                                       |  0.2521482706069946|      0.06250000|[187, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.8393319079345458, -0.6021359625785239]                                       |  0.1934694349765778|      0.12500000|[194, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
