k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.25000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.12500000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.06250000|[466, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.03125000|[583, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.606561016717203, 0.5836647139643555, -1.8473193005981032, 0.0137918123721942, -0.0124244187420915, -0.0007535749402787, -0.0338227019661811, -0.1105024073500045, 1.115690622776733, 0.0001296656178921, 0.0003242667421025, 399.749610638604, 0.0126138230010077, -0.025222128813003, -0.0080479760737127, -0.0076924356125355, -0.1206413678339675, 0.7174590121400275, 0.0004219027347542, 0.0004353029121133, 402.01771054039506, 0.0157061521756272, -0.0186427366926714, -0.0013559436213736, -0.0220098524561877, -0.1127789049572704, 0.9217342529885444, 0.0003992965474251, -0.0014616160653323, 400.3998376516634, 0.0317773758759633, -1.21755760811259, 0.0095390767226652, -1.416539626736129, -0.103367180703132, 0.4453860459248238, 0.0020543742369743, -0.0019284525993325, 407.0342252563014, 0.0316661911420357, -1.233239798271814, 0.0104311010139602, -1.0497634151035113, -0.1253971235750952, 0.3369140215845621, 0.0022139125275497, -0.003763879991422, 405.9174067621919, 0.0213988307572796, -1.2474487953304092, 0.012691148019973, -0.862585482674765, -0.1249171662429187, 0.2845068992760184, -0.0036133248210017, -0.0026660720116891, 404.73623780024747]|111909.9218750000000000|      0.06250000|[699, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[-0.6050119768795115, 0.602802473872694, -1.8579524900240463, 0.0193659954481406, -0.0138646809146194, 0.0010312919104777, -0.0339730161327387, -0.1103227929584392, 1.1117992825768548, 0.0023606545442471, -0.0069468387307648, 399.74500636327826, 0.0162837637705461, -0.0170301459419707, -0.0108183507038197, -0.0066438470628868, -0.1233077153242257, 0.7148428518602937, -0.0012699719478746, 0.0077229769618122, 402.0229948753316, 0.0106347257962863, -0.0055557859285713, -0.00066228903569, -0.0314562157363874, -0.1295816602514605, 0.9312219999223366, -0.0068139533953672, -0.0129471207209561, 400.4121652087455, 0.0545106899893363, -1.212362574735331, -0.0026125408255391, -1.4114532195301799, -0.0910806178146047, 0.4452681936892255, 0.0056847708875548, 0.0019844914721569, 407.0490427291231, 0.0391553132884021, -1.2346959835355005, 0.0071090869357167, -1.0525586948943333, -0.1095445451503737, 0.3299524692059817, 0.0061381488655474, -0.0060143019709592, 405.9108447558336, 0.0338286428012599, -1.2491350535673453, 0.0054276444509676, -0.8641524809480551, -0.1111692329413928, 0.2826750473938915, -0.007697071625971, -0.0036572132407828, 404.74774920399557]|90107.8750000000000000|      0.12500000|[815, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[-0.6050119768795115, 0.602802473872694, -1.8579524900240463, 0.0193659954481406, -0.0138646809146194, 0.0010312919104777, -0.0339730161327387, -0.1103227929584392, 1.1117992825768548, 0.0023606545442471, -0.0069468387307648, 399.74500636327826, 0.0162837637705461, -0.0170301459419707, -0.0108183507038197, -0.0066438470628868, -0.1233077153242257, 0.7148428518602937, -0.0012699719478746, 0.0077229769618122, 402.0229948753316, 0.0106347257962863, -0.0055557859285713, -0.00066228903569, -0.0314562157363874, -0.1295816602514605, 0.9312219999223366, -0.0068139533953672, -0.0129471207209561, 400.4121652087455, 0.0545106899893363, -1.212362574735331, -0.0026125408255391, -1.4114532195301799, -0.0910806178146047, 0.4452681936892255, 0.0056847708875548, 0.0019844914721569, 407.0490427291231, 0.0391553132884021, -1.2346959835355005, 0.0071090869357167, -1.0525586948943333, -0.1095445451503737, 0.3299524692059817, 0.0061381488655474, -0.0060143019709592, 405.9108447558336, 0.0338286428012599, -1.2491350535673453, 0.0054276444509676, -0.8641524809480551, -0.1111692329413928, 0.2826750473938915, -0.007697071625971, -0.0036572132407828, 404.74774920399557]|90107.8750000000000000|      0.06250000|[931, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.5931694469347295, 0.6164113796965619, -1.865054776108306, 0.0078832061135761, -0.0200803265510451, 0.0058469496704763, -0.050685153580184, -0.1077553760188441, 1.1205876086395268, -0.010135938175958, -0.0001392179442249, 399.7527936067089, 0.0104615245531266, -0.0239565387778594, -0.0075404629008079, -0.0080180951155154, -0.1261840718462083, 0.7094969296211747, -0.0046569614097783, 0.0174983058220896, 402.0343772898256, 0.0119044567015165, -0.009860774021005, 0.0023584533943696, -0.0212789679790897, -0.1336937863717269, 0.9288440196870652, -0.0129570605336887, -0.0057963317488275, 400.4168687955056, 0.0667246933021421, -1.2047565605917725, -0.0095858812631069, -1.4063735443718974, -0.0693364024253492, 0.4507730664548661, 0.0142416877112021, 0.0180522090084607, 407.0450885449809, 0.0480010203740472, -1.2382004364312076, 0.0079098634006649, -1.058382180333194, -0.0990765000920673, 0.3385950807159555, 0.0096461286725859, -0.0056032170883478, 405.9035787333323, 0.0531830064292531, -1.245181600686997, 0.0032641583756418, -0.8654569482655403, -0.1033599052648025, 0.2849700055431782, -0.0121327352856204, -0.0006853863100545, 404.7388914314652]|70754.8906250000000000|      0.12500000|[1047, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[-0.5931694469347295, 0.6164113796965619, -1.865054776108306, 0.0078832061135761, -0.0200803265510451, 0.0058469496704763, -0.050685153580184, -0.1077553760188441, 1.1205876086395268, -0.010135938175958, -0.0001392179442249, 399.7527936067089, 0.0104615245531266, -0.0239565387778594, -0.0075404629008079, -0.0080180951155154, -0.1261840718462083, 0.7094969296211747, -0.0046569614097783, 0.0174983058220896, 402.0343772898256, 0.0119044567015165, -0.009860774021005, 0.0023584533943696, -0.0212789679790897, -0.1336937863717269, 0.9288440196870652, -0.0129570605336887, -0.0057963317488275, 400.4168687955056, 0.0667246933021421, -1.2047565605917725, -0.0095858812631069, -1.4063735443718974, -0.0693364024253492, 0.4507730664548661, 0.0142416877112021, 0.0180522090084607, 407.0450885449809, 0.0480010203740472, -1.2382004364312076, 0.0079098634006649, -1.058382180333194, -0.0990765000920673, 0.3385950807159555, 0.0096461286725859, -0.0056032170883478, 405.9035787333323, 0.0531830064292531, -1.245181600686997, 0.0032641583756418, -0.8654569482655403, -0.1033599052648025, 0.2849700055431782, -0.0121327352856204, -0.0006853863100545, 404.7388914314652]|70754.8906250000000000|      0.06250000|[1163, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
