k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.8011460644042752, 0.0786198152933296]                                        |  1.2439057826995850|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.8011460644042752, 0.0786198152933296]                                        |  1.2439057826995850|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.6047020516378638, 0.0410731796487068]                                        |  0.4023740589618683|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.6047020516378638, 0.0410731796487068]                                        |  0.4023740589618683|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4079735539054385, 0.0050468256846553]                                        |  0.0831177309155464|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.4079735539054385, 0.0050468256846553]                                        |  0.0831177309155464|      0.20000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2216990327488789, -0.0677666536161887]                                       |  0.0077620018273592|      1.00000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2216990327488789, -0.0677666536161887]                                       |  0.0077620018273592|      0.20000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0384676443645971, 0.0123972928358695]                                        |  0.0000070947880886|      1.00000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.0384676443645971, 0.0123972928358695]                                        |  0.0000070947880886|      0.20000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.0384676443645971, 0.0123972928358695]                                        |  0.0000070947880886|      0.04000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.0384676443645971, 0.0123972928358695]                                        |  0.0000070947880886|      0.00800000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.0384676443645971, 0.0123972928358695]                                        |  0.0000070947880886|      0.00160000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.0384676443645971, 0.0123972928358695]                                        |  0.0000070947880886|      0.00032000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.0381503931842873, 0.0123554396568736]                                        |  0.0000068693084359|      0.00160000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.0381503931842873, 0.0123554396568736]                                        |  0.0000068693084359|      0.00032000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.0378335829882334, 0.0123103697148245]                                        |  0.0000066492821134|      0.00160000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.0378335829882334, 0.0123103697148245]                                        |  0.0000066492821134|      0.00032000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.037516350229066, 0.0122683771379683]                                         |  0.0000064346209001|      0.00160000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.037516350229066, 0.0122683771379683]                                         |  0.0000064346209001|      0.00032000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.0371991774268926, 0.0122259340753851]                                        |  0.0000062252352109|      0.00160000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.0371991774268926, 0.0122259340753851]                                        |  0.0000062252352109|      0.00032000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.0368824945869954, 0.0121799778036187]                                        |  0.0000060210354604|      0.00160000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.0368824945869954, 0.0121799778036187]                                        |  0.0000060210354604|      0.00032000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.0365658131934624, 0.0121340115661174]                                        |  0.0000058219338825|      0.00160000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.0365658131934624, 0.0121340115661174]                                        |  0.0000058219338825|      0.00032000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.0362490872928553, 0.01208835300849]                                          |  0.0000056278440752|      0.00160000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.0362490872928553, 0.01208835300849]                                          |  0.0000056278440752|      0.00032000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.0359323551267267, 0.0120427379348906]                                        |  0.0000054386814554|      0.00160000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.0359323551267267, 0.0120427379348906]                                        |  0.0000054386814554|      0.00032000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
