k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      5.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      1.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[23.387597408152512, 38.03692373151119, 42.09490509203315, 39.344367131389]     |729.9310302734375000|      5.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[23.387597408152512, 38.03692373151119, 42.09490509203315, 39.344367131389]     |729.9310302734375000|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[22.570210234903747, 37.55781194556132, 42.369593270651734, 39.50830770019223]  |655.6052246093750000|      5.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[22.570210234903747, 37.55781194556132, 42.369593270651734, 39.50830770019223]  |655.6052246093750000|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[21.752709627062522, 37.07940340929613, 42.650281632565544, 39.663330511719984] |587.0968017578125000|      5.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[21.752709627062522, 37.07940340929613, 42.650281632565544, 39.663330511719984] |587.0968017578125000|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[20.917239463791653, 36.622008473059935, 42.91352929540699, 39.81656284054833]  |524.0092163085937500|      5.00000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[20.917239463791653, 36.622008473059935, 42.91352929540699, 39.81656284054833]  |524.0092163085937500|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[20.0775907915332, 36.16557860900096, 43.16801762239869, 39.96454114231817]     |466.0178527832031250|      5.00000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
