k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      1.11111111|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      1.23456790|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      1.11111111|[351, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      1.00000000|[468, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      0.90000000|[585, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      0.81000000|[701, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       7|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      0.72900000|[818, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.2855138751994943, 0.1135119182433313, 0.2901852701042982, 1.6449139008990366, -0.0096711870785619, 0.0053509124209439, 0.0112524954807553, -0.0005163975673269, 0.0014602108784415, -2.53317939194e-05, -0.0010216100314532, -0.0055900326601627, 0.0027625319616623, -0.0045816805379295, -0.0017513444900592, 0.0013235296058445, 0.0134332177344108, 0.0058562017489882, -0.0039002447974995, -0.004596423360204, 0.0055546781136625, 0.0074261051764079]| 12.2025718688964844|      0.65610000|[934, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.6834075557956956, 0.1584965129364404, 0.3953217833775328, 2.1465934292459607, -0.0233076915105351, -0.0196051548364728, 0.0057250476437976, -0.020853997366109, 0.0408381543656167, 0.0155823759110201, -0.0146793727285071, -0.0434965977584778, 0.0149622290663878, -0.0321049503941159, -0.007413463641316, 0.0120759061212093, 0.0292841235076147, -0.0211483902655897, -0.0222761055554472, -0.0190113502834978, 0.0005284480432482, 0.0180243841041681]| 12.1868772506713867|      0.72900000|[1050, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[1.6834075557956956, 0.1584965129364404, 0.3953217833775328, 2.1465934292459607, -0.0233076915105351, -0.0196051548364728, 0.0057250476437976, -0.020853997366109, 0.0408381543656167, 0.0155823759110201, -0.0146793727285071, -0.0434965977584778, 0.0149622290663878, -0.0321049503941159, -0.007413463641316, 0.0120759061212093, 0.0292841235076147, -0.0211483902655897, -0.0222761055554472, -0.0190113502834978, 0.0005284480432482, 0.0180243841041681]| 12.1868772506713867|      0.65610000|[1166, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.6834075557956956, 0.1584965129364404, 0.3953217833775328, 2.1465934292459607, -0.0233076915105351, -0.0196051548364728, 0.0057250476437976, -0.020853997366109, 0.0408381543656167, 0.0155823759110201, -0.0146793727285071, -0.0434965977584778, 0.0149622290663878, -0.0321049503941159, -0.007413463641316, 0.0120759061212093, 0.0292841235076147, -0.0211483902655897, -0.0222761055554472, -0.0190113502834978, 0.0005284480432482, 0.0180243841041681]| 12.1868772506713867|      0.59049000|[1282, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      12|[1.6834075557956956, 0.1584965129364404, 0.3953217833775328, 2.1465934292459607, -0.0233076915105351, -0.0196051548364728, 0.0057250476437976, -0.020853997366109, 0.0408381543656167, 0.0155823759110201, -0.0146793727285071, -0.0434965977584778, 0.0149622290663878, -0.0321049503941159, -0.007413463641316, 0.0120759061212093, 0.0292841235076147, -0.0211483902655897, -0.0222761055554472, -0.0190113502834978, 0.0005284480432482, 0.0180243841041681]| 12.1868772506713867|      0.53144100|[1399, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.3640116595755472, 0.1255146540218763, 0.3186161168190083, 1.7309497700798537, -0.0175178263675069, -0.0181429010882959, -0.0033435671222979, -0.0155872053087178, 0.0449175434986962, 0.0256435414002988, -0.0224360865124206, -0.0502727401378887, 0.0123109461933956, -0.0292301254504548, -0.0110311937966313, 0.0211200212677302, 0.0336183459999005, -0.0248993784793698, -0.0195892264500798, -0.0086441581853436, 0.003782564129155, 0.0248561413273509]| 12.1698446273803711|      0.59049000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      14|[1.3640116595755472, 0.1255146540218763, 0.3186161168190083, 1.7309497700798537, -0.0175178263675069, -0.0181429010882959, -0.0033435671222979, -0.0155872053087178, 0.0449175434986962, 0.0256435414002988, -0.0224360865124206, -0.0502727401378887, 0.0123109461933956, -0.0292301254504548, -0.0110311937966313, 0.0211200212677302, 0.0336183459999005, -0.0248993784793698, -0.0195892264500798, -0.0086441581853436, 0.003782564129155, 0.0248561413273509]| 12.1698446273803711|      0.53144100|[1631, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.3640116595755472, 0.1255146540218763, 0.3186161168190083, 1.7309497700798537, -0.0175178263675069, -0.0181429010882959, -0.0033435671222979, -0.0155872053087178, 0.0449175434986962, 0.0256435414002988, -0.0224360865124206, -0.0502727401378887, 0.0123109461933956, -0.0292301254504548, -0.0110311937966313, 0.0211200212677302, 0.0336183459999005, -0.0248993784793698, -0.0195892264500798, -0.0086441581853436, 0.003782564129155, 0.0248561413273509]| 12.1698446273803711|      0.47829690|[1747, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.3640116595755472, 0.1255146540218763, 0.3186161168190083, 1.7309497700798537, -0.0175178263675069, -0.0181429010882959, -0.0033435671222979, -0.0155872053087178, 0.0449175434986962, 0.0256435414002988, -0.0224360865124206, -0.0502727401378887, 0.0123109461933956, -0.0292301254504548, -0.0110311937966313, 0.0211200212677302, 0.0336183459999005, -0.0248993784793698, -0.0195892264500798, -0.0086441581853436, 0.003782564129155, 0.0248561413273509]| 12.1698446273803711|      0.43046721|[1863, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      17|[1.3640116595755472, 0.1255146540218763, 0.3186161168190083, 1.7309497700798537, -0.0175178263675069, -0.0181429010882959, -0.0033435671222979, -0.0155872053087178, 0.0449175434986962, 0.0256435414002988, -0.0224360865124206, -0.0502727401378887, 0.0123109461933956, -0.0292301254504548, -0.0110311937966313, 0.0211200212677302, 0.0336183459999005, -0.0248993784793698, -0.0195892264500798, -0.0086441581853436, 0.003782564129155, 0.0248561413273509]| 12.1698446273803711|      0.38742049|[1979, 136, 0, 34]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      18|[1.5978998801660578, 0.1454323512893849, 0.3754997484329153, 2.0337415299083386, -0.0182220067363789, -0.0158047781032632, -0.0026060350282469, -0.011974053948059, 0.0451950996759758, 0.0235010339600354, -0.0228797965182416, -0.0523068952458663, 0.0152011089600041, -0.0308662268790581, -0.0117208556480717, 0.0217043452012895, 0.0289175280983729, -0.0242638547803397, -0.0172804609251264, -0.0080168610168102, 0.0029800450999292, 0.0273747791844523]| 12.1560916900634766|      0.43046721|[2095, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      19|[1.5978998801660578, 0.1454323512893849, 0.3754997484329153, 2.0337415299083386, -0.0182220067363789, -0.0158047781032632, -0.0026060350282469, -0.011974053948059, 0.0451950996759758, 0.0235010339600354, -0.0228797965182416, -0.0523068952458663, 0.0152011089600041, -0.0308662268790581, -0.0117208556480717, 0.0217043452012895, 0.0289175280983729, -0.0242638547803397, -0.0172804609251264, -0.0080168610168102, 0.0029800450999292, 0.0273747791844523]| 12.1560916900634766|      0.38742049|[2211, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      20|[1.5978998801660578, 0.1454323512893849, 0.3754997484329153, 2.0337415299083386, -0.0182220067363789, -0.0158047781032632, -0.0026060350282469, -0.011974053948059, 0.0451950996759758, 0.0235010339600354, -0.0228797965182416, -0.0523068952458663, 0.0152011089600041, -0.0308662268790581, -0.0117208556480717, 0.0217043452012895, 0.0289175280983729, -0.0242638547803397, -0.0172804609251264, -0.0080168610168102, 0.0029800450999292, 0.0273747791844523]| 12.1560916900634766|      0.34867844|[2328, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
