k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.1672362355239001, 9.538230339345015, 1.0938126965094481]                     |  0.8576459288597107|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.1672362355239001, 9.538230339345015, 1.0938126965094481]                     |  0.8576459288597107|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.3860451712148155, 9.095559716316508, 1.0152928317021148]                     |  0.4694279432296753|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[0.3860451712148155, 9.095559716316508, 1.0152928317021148]                     |  0.4694279432296753|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.3860451712148155, 9.095559716316508, 1.0152928317021148]                     |  0.4694279432296753|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.4826070834286325, 9.118402966171416, 1.2447573889776935]                     |  0.1020509898662567|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[0.4826070834286325, 9.118402966171416, 1.2447573889776935]                     |  0.1020509898662567|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.4826070834286325, 9.118402966171416, 1.2447573889776935]                     |  0.1020509898662567|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.5537366538941175, 9.018255909028781, 1.2679123269189896]                     |  0.0785212963819504|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.5537366538941175, 9.018255909028781, 1.2679123269189896]                     |  0.0785212963819504|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.637174150449647, 9.016769395550698, 1.174847970443347]                       |  0.0468975193798542|      0.25000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.637174150449647, 9.016769395550698, 1.174847970443347]                       |  0.0468975193798542|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.637174150449647, 9.016769395550698, 1.174847970443347]                       |  0.0468975193798542|      0.06250000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.637174150449647, 9.016769395550698, 1.174847970443347]                       |  0.0468975193798542|      0.03125000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
