k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.215698828078022, -0.5985301861067014, -0.1256240585307743, 0.7867271652385325, 0.0735047518199876, 0.2147203833674372, -0.2856003715102058]|75844.3359375000000000|     10.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.215698828078022, -0.5985301861067014, -0.1256240585307743, 0.7867271652385325, 0.0735047518199876, 0.2147203833674372, -0.2856003715102058]|75844.3359375000000000|      1.00000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.285272769605367, -0.3585071088920282, -0.3604194941192301, 0.4661190734365823, 0.2316398651526925, -0.5168441560123777, 0.1828401846075796]|39849.0664062500000000|     10.00000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[10.285272769605367, -0.3585071088920282, -0.3604194941192301, 0.4661190734365823, 0.2316398651526925, -0.5168441560123777, 0.1828401846075796]|39849.0664062500000000|      1.00000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.285272769605367, -0.3585071088920282, -0.3604194941192301, 0.4661190734365823, 0.2316398651526925, -0.5168441560123777, 0.1828401846075796]|39849.0664062500000000|      0.10000000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[10.291278747123666, -0.361953405988581, -0.3629791279345341, 0.4969523615535425, 0.2375991492275137, -0.5127846046741947, 0.0882737272072503]|25148.6347656250000000|      1.00000000|[158, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[10.291278747123666, -0.361953405988581, -0.3629791279345341, 0.4969523615535425, 0.2375991492275137, -0.5127846046741947, 0.0882737272072503]|25148.6347656250000000|      0.10000000|[185, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.291278747123666, -0.361953405988581, -0.3629791279345341, 0.4969523615535425, 0.2375991492275137, -0.5127846046741947, 0.0882737272072503]|25148.6347656250000000|      0.01000000|[211, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.291295532399328, -0.3619569389671554, -0.3629880370825561, 0.4987276505720227, 0.2375962281940338, -0.5127625702971955, 0.0784326154177052]|22458.2578125000000000|      0.10000000|[237, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[10.291295532399328, -0.3619569389671554, -0.3629880370825561, 0.4987276505720227, 0.2375962281940338, -0.5127625702971955, 0.0784326154177052]|22458.2578125000000000|      0.01000000|[263, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[10.291325266280916, -0.3619859471551657, -0.3630451877492447, 0.5003355087912276, 0.2376225893132301, -0.5127433287452086, 0.0685630290523291]|19513.1738281250000000|      0.10000000|[289, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[10.291325266280916, -0.3619859471551657, -0.3630451877492447, 0.5003355087912276, 0.2376225893132301, -0.5127433287452086, 0.0685630290523291]|19513.1738281250000000|      0.01000000|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[10.291326392262368, -0.3619895260794589, -0.3630488703857611, 0.5017704573588395, 0.2376174165281666, -0.5126612997147244, 0.0586668611348766]|16620.7070312500000000|      0.10000000|[342, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[10.291326392262368, -0.3619895260794589, -0.3630488703857611, 0.5017704573588395, 0.2376174165281666, -0.5126612997147244, 0.0586668611348766]|16620.7070312500000000|      0.01000000|[368, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[10.29203433569132, -0.3614947197375898, -0.3630544322545607, 0.5031586333321665, 0.238115583030884, -0.5120918550445192, 0.0488304755069496]|15195.8691406250000000|      0.10000000|[394, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      16|[10.29203433569132, -0.3614947197375898, -0.3630544322545607, 0.5031586333321665, 0.238115583030884, -0.5120918550445192, 0.0488304755069496]|15195.8691406250000000|      0.01000000|[421, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[10.29203433569132, -0.3614947197375898, -0.3630544322545607, 0.5031586333321665, 0.238115583030884, -0.5120918550445192, 0.0488304755069496]|15195.8691406250000000|      0.00100000|[447, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[10.292170962595858, -0.361434536604361, -0.3630673060586098, 0.5033735611417268, 0.2381263667290263, -0.5117114211427636, 0.0497173267568937]|15144.3222656250000000|      0.01000000|[473, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[10.292170962595858, -0.361434536604361, -0.3630673060586098, 0.5033735611417268, 0.2381263667290263, -0.5117114211427636, 0.0497173267568937]|15144.3222656250000000|      0.00100000|[500, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[10.292205250338297, -0.3613443742033983, -0.3630295958629892, 0.503953325377551, 0.2382206289100844, -0.5110314648169485, 0.0501438481518819]|15118.7695312500000000|      0.01000000|[526, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      21|[10.292205250338297, -0.3613443742033983, -0.3630295958629892, 0.503953325377551, 0.2382206289100844, -0.5110314648169485, 0.0501438481518819]|15118.7695312500000000|      0.00100000|[552, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
