k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      0.50000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9230490627299783, 2.0032843982782627]                                        |105.8310623168945312|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.9230490627299783, 2.0032843982782627]                                        |105.8310623168945312|      0.50000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8125789107848196, 1.5156407317253027]                                        | 26.7882442474365234|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      2.00000000|[44, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       8|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      1.00000000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.50000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.25000000|[62, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.12500000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.06250000|[76, 27, 0, 27]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.03125000|[83, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.01562500|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.00781250|[96, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.9471319580304169, 1.0232964080376206]                                        |  0.0035156649537385|      0.01562500|[101, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.9471319580304169, 1.0232964080376206]                                        |  0.0035156649537385|      0.00781250|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.9471319580304169, 1.0232964080376206]                                        |  0.0035156649537385|      0.00390625|[114, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.9502849044899687, 1.0256024257491094]                                        |  0.0029513970948756|      0.00781250|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.9502849044899687, 1.0256024257491094]                                        |  0.0029513970948756|      0.00390625|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.9541777915689134, 1.0252795956806744]                                        |  0.0025583906099200|      0.00781250|[133, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.9541777915689134, 1.0252795956806744]                                        |  0.0025583906099200|      0.00390625|[139, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.9541777915689134, 1.0252795956806744]                                        |  0.0025583906099200|      0.00195312|[145, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.9553087634460754, 1.0236872389748155]                                        |  0.0024002299178392|      0.00390625|[150, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.9591971833351974, 1.0240600389592316]                                        |  0.0021285922266543|      0.00781250|[155, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.9591971833351974, 1.0240600389592316]                                        |  0.0021285922266543|      0.00390625|[161, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.9591971833351974, 1.0240600389592316]                                        |  0.0021285922266543|      0.00195312|[167, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.9591971833351974, 1.0240600389592316]                                        |  0.0021285922266543|      0.00195312|[170, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      28|[0.9598683298752592, 1.022225847151544]                                         |  0.0019675355870277|      0.00390625|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.9598683298752592, 1.022225847151544]                                         |  0.0019675355870277|      0.00195312|[182, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00390625|[187, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00390625|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[201, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[207, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[213, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[216, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[219, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      31|[0.9613785769825931, 1.0209873597917318]                                        |  0.0018086534691975|      0.00195312|[222, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
