k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[156, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[309, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 105 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[464, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[616, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 105 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[770, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[0.6008678779077249, 0.0208565860191865, 1.8885394185960154, 0.6538965911085579, 0.0185612551830223, 1.9999591204071696, 1.2977140989948739, 0.0208481240645905, 2.1158694916739695, -0.0178688830385653, 0.0196467766915697, 2.159789559509059, 1.2293212783780825, 0.0252106810135668, 2.2176322258535492, 0.2182850048117326, 0.0215298250336284, 2.2820702226197174, 1.336486123449765, 0.0256193105387916, 2.3896341575043927, 4.50031518618093, 0.0323933760181591, 2.4895332382546007, 0.6645928069859797, 0.0180075403379977, 2.559196225187692, 4.38664579449265, 0.0304916690836663, 2.7070590348716306, 0.2236013906588492, 0.0211709013872917, 2.9404302295758376, 0.2391391895229491, 0.0254706341691429, 2.9678712735536106, 0.7095356354548807, 0.0189581712440501, 3.122705672245199, 0.2061707763735447, 0.0204152561399692, 3.229724653526489, -0.0653394707228673, 0.0251139308447985, 3.2568827623590186, 1.3768290619743713, 0.016064691572218, 3.378698278962254, 0.2429939176248123, 0.016961991901056, 3.6697682163722978, 0.0597148291513036, 0.0202615212133163, 3.7234778167536167, 0.0198763504607924, 0.020635756516286, 3.8296764046427363, 0.4179219858781736, 0.0234668777330579, 3.9543383918545447, 0.2705068218478618, 0.0226871524016619, 4.0539857765221985, 0.8228197054955337, 0.0230871405553523, 4.173593379945825, 0.9689985280386093, 0.0246390514509429, 4.427882248967723, 0.745442001899753, 0.0171320082833131, 4.560393263096108, 0.2167887944303848, 0.0209278300348648, 4.6052992293578745, 0.5065403529469213, 0.0200972675962554, 4.706357833269964, 0.0467950017526723, 0.020150461636265, 4.803165556672645, 0.3672910608242564, 0.0176648401223588, 4.965598233175008, 0.1640920389096185, 0.0227142546544416, 5.3960310576974235, 0.2905380280783499, 0.0183031405634173, 5.422409733792165, 0.100765050382626, 0.0229921232157816, 2.5872669974755635, -0.0024777367187765, 0.0179805435588024, 3.8601253959503437, 0.1539606062202042, 0.021734438753732, 5.195602345516393]|376717.7812500000000000|      0.06250000|[876, 136, 0, 17]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6008678779077249, 0.0208565860191865, 1.8885394185960154, 0.6538965911085579, 0.0185612551830223, 1.9999591204071696, 1.2977140989948739, 0.0208481240645905, 2.1158694916739695, -0.0178688830385653, 0.0196467766915697, 2.159789559509059, 1.2293212783780825, 0.0252106810135668, 2.2176322258535492, 0.2182850048117326, 0.0215298250336284, 2.2820702226197174, 1.336486123449765, 0.0256193105387916, 2.3896341575043927, 4.50031518618093, 0.0323933760181591, 2.4895332382546007, 0.6645928069859797, 0.0180075403379977, 2.559196225187692, 4.38664579449265, 0.0304916690836663, 2.7070590348716306, 0.2236013906588492, 0.0211709013872917, 2.9404302295758376, 0.2391391895229491, 0.0254706341691429, 2.9678712735536106, 0.7095356354548807, 0.0189581712440501, 3.122705672245199, 0.2061707763735447, 0.0204152561399692, 3.229724653526489, -0.0653394707228673, 0.0251139308447985, 3.2568827623590186, 1.3768290619743713, 0.016064691572218, 3.378698278962254, 0.2429939176248123, 0.016961991901056, 3.6697682163722978, 0.0597148291513036, 0.0202615212133163, 3.7234778167536167, 0.0198763504607924, 0.020635756516286, 3.8296764046427363, 0.4179219858781736, 0.0234668777330579, 3.9543383918545447, 0.2705068218478618, 0.0226871524016619, 4.0539857765221985, 0.8228197054955337, 0.0230871405553523, 4.173593379945825, 0.9689985280386093, 0.0246390514509429, 4.427882248967723, 0.745442001899753, 0.0171320082833131, 4.560393263096108, 0.2167887944303848, 0.0209278300348648, 4.6052992293578745, 0.5065403529469213, 0.0200972675962554, 4.706357833269964, 0.0467950017526723, 0.020150461636265, 4.803165556672645, 0.3672910608242564, 0.0176648401223588, 4.965598233175008, 0.1640920389096185, 0.0227142546544416, 5.3960310576974235, 0.2905380280783499, 0.0183031405634173, 5.422409733792165, 0.100765050382626, 0.0229921232157816, 2.5872669974755635, -0.0024777367187765, 0.0179805435588024, 3.8601253959503437, 0.1539606062202042, 0.021734438753732, 5.195602345516393]|376717.7812500000000000|      0.03125000|[1033, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[0.5979263101077855, 0.0176224385585229, 1.891038580164583, 0.654979580278531, 0.0217959621284798, 2.001193034505481, 1.295980381703204, 0.023621843041583, 2.1173541682841797, -0.0166643777632364, 0.014949347542878, 2.1568443406430498, 1.2298116278948938, 0.0269924956728433, 2.2147978823353713, 0.2207608532393796, 0.0174145210163938, 2.2847151475329035, 1.3378346466279019, 0.0272479733272836, 2.3862850181869906, 4.499796909118434, 0.0414859601299184, 2.487913236138871, 0.6646807859293392, 0.0188922873158946, 2.559086590919168, 4.387680528680001, 0.0432816220303649, 2.7083176276413976, 0.2195700276521966, 0.0206058960357863, 2.940189277303669, 0.2340726352261492, 0.0210047147516183, 2.9694623152795128, 0.7121882256382485, 0.0131910860134416, 3.1216533090577694, 0.2050170285578874, 0.0215796393843073, 3.2302828529860763, -0.0680861542837096, 0.0238810708978012, 3.2580949391482874, 1.3787857985059924, 0.0249704429625656, 3.378929423649529, 0.2418476047855841, 0.0135520646926716, 3.6737221506817597, 0.061265709351694, 0.0203304829955069, 3.7239487452929887, 0.0161786747639606, 0.0219389346774079, 3.8276881562177847, 0.4155619510101402, 0.0279384347482385, 3.955791177197619, 0.2689550995611348, 0.0227817382540948, 4.0560961869612076, 0.8235881398140169, 0.0239727960692707, 4.171948572878297, 0.9727524543724031, 0.0288618496317582, 4.432360432309008, 0.7459581714177568, 0.023320149159054, 4.557142816603739, 0.2171679693425094, 0.0226829280512134, 4.6035134233286135, 0.5054365011134244, 0.0208757355379425, 4.708751472791657, 0.0479313966771017, 0.0235354946129988, 4.804637902705409, 0.3652388209422464, 0.0163431382663544, 4.961822370119596, 0.1692524488977538, 0.0256183961180575, 5.3976659014374, 0.291571591370779, 0.0178911149186791, 5.42649275259423, 0.1036332006643897, 0.0242787069078499, 2.5909722034956673, -0.001770011965488, 0.0143697857878702, 3.8584481678612397, 0.152123215287843, 0.0200724073961298, 5.201858023478562]|324478.9062500000000000|      0.06250000|[1138, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.5979263101077855, 0.0176224385585229, 1.891038580164583, 0.654979580278531, 0.0217959621284798, 2.001193034505481, 1.295980381703204, 0.023621843041583, 2.1173541682841797, -0.0166643777632364, 0.014949347542878, 2.1568443406430498, 1.2298116278948938, 0.0269924956728433, 2.2147978823353713, 0.2207608532393796, 0.0174145210163938, 2.2847151475329035, 1.3378346466279019, 0.0272479733272836, 2.3862850181869906, 4.499796909118434, 0.0414859601299184, 2.487913236138871, 0.6646807859293392, 0.0188922873158946, 2.559086590919168, 4.387680528680001, 0.0432816220303649, 2.7083176276413976, 0.2195700276521966, 0.0206058960357863, 2.940189277303669, 0.2340726352261492, 0.0210047147516183, 2.9694623152795128, 0.7121882256382485, 0.0131910860134416, 3.1216533090577694, 0.2050170285578874, 0.0215796393843073, 3.2302828529860763, -0.0680861542837096, 0.0238810708978012, 3.2580949391482874, 1.3787857985059924, 0.0249704429625656, 3.378929423649529, 0.2418476047855841, 0.0135520646926716, 3.6737221506817597, 0.061265709351694, 0.0203304829955069, 3.7239487452929887, 0.0161786747639606, 0.0219389346774079, 3.8276881562177847, 0.4155619510101402, 0.0279384347482385, 3.955791177197619, 0.2689550995611348, 0.0227817382540948, 4.0560961869612076, 0.8235881398140169, 0.0239727960692707, 4.171948572878297, 0.9727524543724031, 0.0288618496317582, 4.432360432309008, 0.7459581714177568, 0.023320149159054, 4.557142816603739, 0.2171679693425094, 0.0226829280512134, 4.6035134233286135, 0.5054365011134244, 0.0208757355379425, 4.708751472791657, 0.0479313966771017, 0.0235354946129988, 4.804637902705409, 0.3652388209422464, 0.0163431382663544, 4.961822370119596, 0.1692524488977538, 0.0256183961180575, 5.3976659014374, 0.291571591370779, 0.0178911149186791, 5.42649275259423, 0.1036332006643897, 0.0242787069078499, 2.5909722034956673, -0.001770011965488, 0.0143697857878702, 3.8584481678612397, 0.152123215287843, 0.0200724073961298, 5.201858023478562]|324478.9062500000000000|      0.03125000|[1291, 200, 0, 25]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[0.593261787709064, 0.0178208589769733, 1.8901292207440015, 0.6508366904548224, 0.0263066385679242, 2.0000947144822616, 1.2944559646090774, 0.0154277250851502, 2.112991988958425, -0.0143176938421459, 0.0166052052575278, 2.1610826720470433, 1.2290491669468504, 0.0238282502477449, 2.2120712032335423, 0.2224980689042712, 0.017308933117476, 2.2821439231907186, 1.3372996397522274, 0.0311026362021302, 2.3839095824400784, 4.49830989304421, 0.0459289280306141, 2.4899512156453287, 0.6621283586508991, 0.0252775596973888, 2.557118529990848, 4.388943552390708, 0.0533361799104583, 2.7138636028127237, 0.2214116399247975, 0.0196462178911018, 2.938245288920565, 0.2302758074584528, 0.0247609249386176, 2.971611400657859, 0.7111067300651823, 0.0174381573063498, 3.1224299022756647, 0.2027849286919123, 0.0201632076062457, 3.2336835899169136, -0.0703364079564263, 0.0225473119598771, 3.258208381279388, 1.3836857284731183, 0.0322011196236111, 3.3848126065440933, 0.2399995542928534, 0.0165343929298693, 3.6750763944497757, 0.0618434530751744, 0.020964014655179, 3.725240235423467, 0.0136570459893981, 0.0223217675960348, 3.829225754040435, 0.4173507745441016, 0.0327544181966447, 3.953689125956288, 0.2670339724565393, 0.0242097596435816, 4.058552133683323, 0.8256402124962929, 0.0254666212591301, 4.172734749208218, 0.9761681137518244, 0.0311606641334836, 4.432271178692082, 0.748345542058141, 0.0223999769997802, 4.557337707692754, 0.2195048785439555, 0.0245408762816927, 4.602954876010826, 0.5080134286789838, 0.02067494145742, 4.706025305506818, 0.050161939763249, 0.0185712295442341, 4.802263015343671, 0.3649019843099696, 0.0230022727161502, 4.961464799118703, 0.1735376408352407, 0.0280554591259038, 5.3985759299495175, 0.2879281009336036, 0.0196965889844653, 5.4269157070331815, 0.1013305179451843, 0.0263356367084517, 2.586436130963392, -0.0024639471213432, 0.0182330932327062, 3.853191447603632, 0.1538074553933352, 0.0232835848724591, 5.205609023435203]|306443.7500000000000000|      0.06250000|[1396, 216, 0, 27]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
