k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      1.23456790|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      1.11111111|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      0.90000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      0.81000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.90000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.81000000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.72900000|[60, 21, 0, 21]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.65610000|[66, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.59049000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.53144100|[80, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.47829690|[87, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.43046721|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.38742049|[101, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.34867844|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.31381060|[116, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.8491852523739986, -0.5087025339218257]                                       |  1.6266084909439087|      0.28242954|[123, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.31381060|[128, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.28242954|[136, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.25418658|[142, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.22876792|[149, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.20589113|[155, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.18530202|[163, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.16677182|[169, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.15009464|[175, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.13508517|[181, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.5932239255927558, -0.6280769125349035]                                       |  1.1069908142089844|      0.12157665|[187, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.481069722601611, -0.6750057703183152]                                        |  0.9549020528793335|      0.13508517|[192, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.481069722601611, -0.6750057703183152]                                        |  0.9549020528793335|      0.12157665|[199, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.481069722601611, -0.6750057703183152]                                        |  0.9549020528793335|      0.10941899|[207, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
