k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.20000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.04000000|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.00800000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0947144503266243, 0.0043903217056291, 0.0178565275639882]                    |2269.9746093750000000|      0.04000000|[39, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.0947144503266243, 0.0043903217056291, 0.0178565275639882]                    |2269.9746093750000000|      0.00800000|[49, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0947144503266243, 0.0043903217056291, 0.0178565275639882]                    |2269.9746093750000000|      0.00160000|[59, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0951194860324628, 0.0028601723373477, 0.0180901704276584]                    |974.0413208007812500|      0.00800000|[64, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.0951194860324628, 0.0028601723373477, 0.0180901704276584]                    |974.0413208007812500|      0.00160000|[74, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.0951194860324628, 0.0028601723373477, 0.0180901704276584]                    |974.0413208007812500|      0.00032000|[85, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0951524897216499, 0.0026810141717155, 0.017827086585153]                     |797.3991088867187500|      0.00160000|[91, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.0951524897216499, 0.0026810141717155, 0.017827086585153]                     |797.3991088867187500|      0.00032000|[101, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.095145653044765, 0.0024660301735294, 0.0175901580297338]                     |719.8816528320312500|      0.00160000|[110, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
      13|[0.095145653044765, 0.0024660301735294, 0.0175901580297338]                     |719.8816528320312500|      0.00032000|[120, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0951230193432867, 0.0025098825130661, 0.0172739861020195]                    |697.5938720703125000|      0.00160000|[125, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.0951230193432867, 0.0025098825130661, 0.0172739861020195]                    |697.5938720703125000|      0.00032000|[136, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.095164544992579, 0.0028047230693989, 0.0171567484511037]                     |671.3811035156250000|      0.00160000|[145, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      17|[0.095164544992579, 0.0028047230693989, 0.0171567484511037]                     |671.3811035156250000|      0.00032000|[156, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.094967004580067, 0.0028095494960519, 0.0169050452706901]                     |648.2582397460937500|      0.00160000|[162, 63, 0, 63]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.094967004580067, 0.0028095494960519, 0.0169050452706901]                     |648.2582397460937500|      0.00032000|[172, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.09488943205745, 0.0029682642743571, 0.016638226750189]                       |624.3432006835937500|      0.00160000|[177, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.09488943205745, 0.0029682642743571, 0.016638226750189]                       |624.3432006835937500|      0.00032000|[187, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.09488943205745, 0.0029682642743571, 0.016638226750189]                       |624.3432006835937500|      0.00006400|[197, 77, 0, 77]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.094879561662199, 0.0030305892397408, 0.0166275415273317]                     |619.9882812500000000|      0.00032000|[202, 79, 0, 79]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0948186551980446, 0.0032390705704153, 0.0163925395329053]                    |601.8655395507812500|      0.00160000|[213, 83, 0, 83]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
      25|[0.0948186551980446, 0.0032390705704153, 0.0163925395329053]                    |601.8655395507812500|      0.00032000|[223, 87, 0, 87]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.0948186551980446, 0.0032390705704153, 0.0163925395329053]                    |601.8655395507812500|      0.00006400|[234, 91, 0, 91]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.0948157336423022, 0.0032265486716081, 0.0163298445046949]                    |597.0629272460937500|      0.00032000|[244, 95, 0, 95]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      28|[0.0948991557466993, 0.003389527775252, 0.0160673972447104]                     |580.9631347656250000|      0.00160000|[253, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      29|[0.0948991557466993, 0.003389527775252, 0.0160673972447104]                     |580.9631347656250000|      0.00032000|[263, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.0948991557466993, 0.003389527775252, 0.0160673972447104]                     |580.9631347656250000|      0.00006400|[274, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.0948968946394688, 0.00340803774212, 0.0160061741402429]                      |577.9873046875000000|      0.00032000|[281, 109, 0, 109]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      32|[0.0948968946394688, 0.00340803774212, 0.0160061741402429]                      |577.9873046875000000|      0.00006400|[292, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.0948640603548917, 0.0034470026685886, 0.015967448899616]                     |575.6961059570312500|      0.00032000|[298, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.0948640603548917, 0.0034470026685886, 0.015967448899616]                     |575.6961059570312500|      0.00006400|[308, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.094861902701451, 0.003466389786115, 0.0159064941278122]                      |573.0722045898437500|      0.00032000|[317, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      36|[0.0948046171593549, 0.0036301649803271, 0.0156376148753074]                    |562.3634033203125000|      0.00160000|[327, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      37|[0.0948046171593549, 0.0036301649803271, 0.0156376148753074]                    |562.3634033203125000|      0.00032000|[338, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.0948046171593549, 0.0036301649803271, 0.0156376148753074]                    |562.3634033203125000|      0.00006400|[350, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.0948250495502881, 0.0036541904530641, 0.0155819256118851]                    |560.9415893554687500|      0.00032000|[360, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      40|[0.0948250495502881, 0.0036541904530641, 0.0155819256118851]                    |560.9415893554687500|      0.00006400|[370, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.0948232260042411, 0.003695747777431, 0.0155332875252525]                     |559.2369995117187500|      0.00032000|[375, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
