k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[2.18416687281535, 0.3803730360097939, -8.142063864268586]                      |  6.0456876754760742|      1.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[1.1912817097885078, 0.4426044836401128, -8.243583812884589]                    |  2.8263125419616699|      2.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[1.1912817097885078, 0.4426044836401128, -8.243583812884589]                    |  2.8263125419616699|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[1.1912817097885078, 0.4426044836401128, -8.243583812884589]                    |  2.8263125419616699|      0.50000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.7349034405751036, 0.2510869726553693, -8.314576195405435]                    |  1.6382719278335571|      1.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.7349034405751036, 0.2510869726553693, -8.314576195405435]                    |  1.6382719278335571|      0.50000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.2812728157840174, 0.2720471298409879, -8.105339659249813]                    |  1.1982659101486206|      1.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.2812728157840174, 0.2720471298409879, -8.105339659249813]                    |  1.1982659101486206|      0.50000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
