k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8183433685707113, 399999.64058713097, 24999.084673141537]                    |3735952337928192.0000000000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.4605738578682441, 400000.27727997856, 25000.407958512747]                    |238140065316864.0000000000000000|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.4605738578682441, 400000.27727997856, 25000.407958512747]                    |238140065316864.0000000000000000|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.4605738578682441, 400000.27727997856, 25000.407958512747]                    |238140065316864.0000000000000000|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.4605738578682441, 400000.27727997856, 25000.407958512747]                    |238140065316864.0000000000000000|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.0228759000608371, 400000.4046625685, 25000.400886926014]                    |672470007808.0000000000000000|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.0228759000608371, 400000.4046625685, 25000.400886926014]                    |672470007808.0000000000000000|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.0228759000608371, 400000.4046625685, 25000.400886926014]                    |672470007808.0000000000000000|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0228759000608371, 400000.4046625685, 25000.400886926014]                    |672470007808.0000000000000000|      0.12500000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.0228759000608371, 400000.4046625685, 25000.400886926014]                    |672470007808.0000000000000000|      0.06250000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.005943916161596, 400000.4600926425, 25000.399105049157]                      |23736885248.0000000000000000|      0.12500000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.005943916161596, 400000.4600926425, 25000.399105049157]                      |23736885248.0000000000000000|      0.06250000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.005943916161596, 400000.4600926425, 25000.399105049157]                      |23736885248.0000000000000000|      0.03125000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.005943916161596, 400000.4600926425, 25000.399105049157]                      |23736885248.0000000000000000|      0.01562500|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.005943916161596, 400000.4600926425, 25000.399105049157]                      |23736885248.0000000000000000|      0.00781250|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.005943916161596, 400000.4600926425, 25000.399105049157]                      |23736885248.0000000000000000|      0.00390625|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.0023177018318845, 400000.4615331106, 25000.398919548785]                     |2132542976.0000000000000000|      0.00781250|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.0023177018318845, 400000.4615331106, 25000.398919548785]                     |2132542976.0000000000000000|      0.00390625|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.0023177018318845, 400000.4615331106, 25000.398919548785]                     |2132542976.0000000000000000|      0.00195312|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.0023177018318845, 400000.4615331106, 25000.398919548785]                     |2132542976.0000000000000000|      0.00097656|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.0023177018318845, 400000.4615331106, 25000.398919548785]                     |2132542976.0000000000000000|      0.00048828|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.0019993012527515, 400000.46190313756, 25000.398908609128]                    |1654770304.0000000000000000|      0.00097656|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.0019993012527515, 400000.46190313756, 25000.398908609128]                    |1654770304.0000000000000000|      0.00048828|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
