k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.1100344285297112, 0.8329897472065266]                                        |  4.7014636993408203|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.1100344285297112, 0.8329897472065266]                                        |  4.7014636993408203|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.2232771947906909, 0.6681380687511309]                                        |  3.6553003787994385|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.2232771947906909, 0.6681380687511309]                                        |  3.6553003787994385|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.3149422903286299, 0.4903811834835821]                                        |  2.8033955097198486|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.3149422903286299, 0.4903811834835821]                                        |  2.8033955097198486|      0.20000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.4117574348917563, 0.315375961323725]                                         |  2.1106600761413574|      1.00000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.4117574348917563, 0.315375961323725]                                         |  2.1106600761413574|      0.20000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.4903858348182417, 0.1314804074758935]                                        |  1.5444440841674805|      1.00000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.4903858348182417, 0.1314804074758935]                                        |  1.5444440841674805|      0.20000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.5574641321690883, -0.0569353615682908]                                       |  1.0858438014984131|      1.00000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.5574641321690883, -0.0569353615682908]                                       |  1.0858438014984131|      0.20000000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.6411043827100174, -0.2386062411540147]                                       |  0.7158598303794861|      1.00000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.6411043827100174, -0.2386062411540147]                                       |  0.7158598303794861|      0.20000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.6411043827100174, -0.2386062411540147]                                       |  0.7158598303794861|      0.04000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.6597973346118557, -0.2739696904936302]                                       |  0.6515450477600098|      0.20000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.6597973346118557, -0.2739696904936302]                                       |  0.6515450477600098|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.6779608837320044, -0.3096079491963215]                                       |  0.5902916193008423|      0.20000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[1.6779608837320044, -0.3096079491963215]                                       |  0.5902916193008423|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.6980248480910511, -0.3442119566838786]                                       |  0.5320512056350708|      0.20000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.6980248480910511, -0.3442119566838786]                                       |  0.5320512056350708|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.7159240030155072, -0.3799837368043914]                                       |  0.4767712950706482|      0.20000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.7159240030155072, -0.3799837368043914]                                       |  0.4767712950706482|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.734928505477403, -0.4151807379007318]                                        |  0.4243880510330200|      0.20000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.734928505477403, -0.4151807379007318]                                        |  0.4243880510330200|      0.04000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.7537206479126286, -0.450491577351164]                                        |  0.3749222159385681|      0.20000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[1.7537206479126286, -0.450491577351164]                                        |  0.3749222159385681|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.7732179520549638, -0.4854180018916359]                                       |  0.3283432424068451|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.7732179520549638, -0.4854180018916359]                                       |  0.3283432424068451|      0.04000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
