k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.20000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.04000000|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0261662073817315, 10.013552946825756, 1.0270489782356826]                    |  1.6452871561050415|      0.20000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.0261662073817315, 10.013552946825756, 1.0270489782356826]                    |  1.6452871561050415|      0.04000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0590806865230686, 10.015216602586143, 1.0497176639577401]                    |  1.4101873636245728|      0.20000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.0590806865230686, 10.015216602586143, 1.0497176639577401]                    |  1.4101873636245728|      0.04000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0844209547176319, 10.023050133744274, 1.0796593839721649]                    |  1.2052406072616577|      0.20000000|[59, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.2776093890198104, 10.068860665775972, 1.0555840022130805]                    |  0.6454553008079529|      1.00000000|[65, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2776093890198104, 10.068860665775972, 1.0555840022130805]                    |  0.6454553008079529|      0.20000000|[75, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.3955058551464472, 10.213979435105724, 0.9845842412059528]                    |  0.5374332666397095|      1.00000000|[81, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.3955058551464472, 10.213979435105724, 0.9845842412059528]                    |  0.5374332666397095|      0.20000000|[93, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.3955058551464472, 10.213979435105724, 0.9845842412059528]                    |  0.5374332666397095|      0.04000000|[104, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.4024051055878538, 10.248227011273846, 1.004065100272108]                     |  0.4813690483570099|      0.20000000|[109, 41, 0, 41]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.4024051055878538, 10.248227011273846, 1.004065100272108]                     |  0.4813690483570099|      0.04000000|[119, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.4127573460468986, 10.260243649847741, 1.0407860958313582]                    |  0.3893329501152039|      0.20000000|[124, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.4127573460468986, 10.260243649847741, 1.0407860958313582]                    |  0.3893329501152039|      0.04000000|[135, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.4404097865113527, 10.260998080407582, 1.069678540706969]                     |  0.2946192622184753|      0.20000000|[145, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      18|[0.4404097865113527, 10.260998080407582, 1.069678540706969]                     |  0.2946192622184753|      0.04000000|[156, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.4690584342602498, 10.260244453367985, 1.0975835049327982]                    |  0.2154483348131180|      0.20000000|[165, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      20|[0.4690584342602498, 10.260244453367985, 1.0975835049327982]                    |  0.2154483348131180|      0.04000000|[177, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.4983523203180057, 10.25640672755521, 1.1245490403478642]                     |  0.1516545563936234|      0.20000000|[182, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.4983523203180057, 10.25640672755521, 1.1245490403478642]                     |  0.1516545563936234|      0.04000000|[192, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.5262587474891071, 10.257002589384035, 1.1531999787482896]                    |  0.1023083031177521|      0.20000000|[200, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      24|[0.5262587474891071, 10.257002589384035, 1.1531999787482896]                    |  0.1023083031177521|      0.04000000|[212, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.5579475052644759, 10.25775753087798, 1.1775977797556487]                     |  0.0670410767197609|      0.20000000|[222, 85, 0, 85]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      26|[0.5579475052644759, 10.25775753087798, 1.1775977797556487]                     |  0.0670410767197609|      0.04000000|[233, 89, 0, 89]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
