k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4980033113474904, 0.2140185818806627, -0.0027164695336919, 0.6175791367459821, 0.2542754042280811, 0.0677289815056797, -0.0413612198666759, -0.0871196806384704, -0.08830080084793, -0.0503449473178893, -0.0505958149821465, 0.2145202723585628, 0.136339809964868, -0.0304852676980941, -0.121747437645349, -0.0842058230172757, 0.0675124134634633, 0.3004720150609064, 0.1290094661191727, 0.0852545985181584, -0.1538938461429587, 0.0587847575409721]| 13.4524440765380859|     10.00000000|[46, 14, 0, 2]                                                             |  | trying linear partial model with 26 points | iterate success | actual_k=7
       2|[0.4980033113474904, 0.2140185818806627, -0.0027164695336919, 0.6175791367459821, 0.2542754042280811, 0.0677289815056797, -0.0413612198666759, -0.0871196806384704, -0.08830080084793, -0.0503449473178893, -0.0505958149821465, 0.2145202723585628, 0.136339809964868, -0.0304852676980941, -0.121747437645349, -0.0842058230172757, 0.0675124134634633, 0.3004720150609064, 0.1290094661191727, 0.0852545985181584, -0.1538938461429587, 0.0587847575409721]| 13.4524440765380859|      1.00000000|[91, 28, 0, 4]                                                             |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       3|[0.8598439433963352, -0.0650848424364502, 0.1603490813503025, 1.3474795712199619, 0.0853475798942536, -0.0152034543389519, 0.0725877218350225, -0.1659252787422745, -0.1478156346274888, -0.0917132489125526, -0.2876666949690301, 0.2293324753645667, 0.134523659483226, -0.2459757729855932, -0.0680378567853056, -0.0978768261972014, 0.1613409919475087, 0.2006964739708663, 0.0980780093353206, 0.2041646043369715, -0.3225644263302851, -0.0022647157927829]| 12.5001239776611328|     10.00000000|[136, 42, 0, 6]                                                            |  | trying linear partial model with 26 points | iterate success | actual_k=7
       4|[0.8598439433963352, -0.0650848424364502, 0.1603490813503025, 1.3474795712199619, 0.0853475798942536, -0.0152034543389519, 0.0725877218350225, -0.1659252787422745, -0.1478156346274888, -0.0917132489125526, -0.2876666949690301, 0.2293324753645667, 0.134523659483226, -0.2459757729855932, -0.0680378567853056, -0.0978768261972014, 0.1613409919475087, 0.2006964739708663, 0.0980780093353206, 0.2041646043369715, -0.3225644263302851, -0.0022647157927829]| 12.5001239776611328|      1.00000000|[181, 56, 0, 8]                                                            |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       5|[0.8598439433963352, -0.0650848424364502, 0.1603490813503025, 1.3474795712199619, 0.0853475798942536, -0.0152034543389519, 0.0725877218350225, -0.1659252787422745, -0.1478156346274888, -0.0917132489125526, -0.2876666949690301, 0.2293324753645667, 0.134523659483226, -0.2459757729855932, -0.0680378567853056, -0.0978768261972014, 0.1613409919475087, 0.2006964739708663, 0.0980780093353206, 0.2041646043369715, -0.3225644263302851, -0.0022647157927829]| 12.5001239776611328|      0.10000000|[227, 70, 0, 10]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       6|[0.9176456463986461, -0.0665495929124301, 0.1643563160970707, 1.4086803782230728, 0.0629440160802573, -0.0343809612215608, 0.0569335174798205, -0.1753759247678498, -0.1373418266887423, -0.0978453417315632, -0.3012223794648754, 0.2386315531995235, 0.1372078736962064, -0.2572544966657772, -0.0673248992225523, -0.1023172083576195, 0.1618505770210563, 0.181000227471022, 0.1110571064209915, 0.1924167868007233, -0.3143858715368876, 0.0166409542653702]| 12.4351024627685547|      1.00000000|[271, 84, 0, 12]                                                           |  | trying linear partial model with 26 points | iterate success | actual_k=7
       7|[0.9176456463986461, -0.0665495929124301, 0.1643563160970707, 1.4086803782230728, 0.0629440160802573, -0.0343809612215608, 0.0569335174798205, -0.1753759247678498, -0.1373418266887423, -0.0978453417315632, -0.3012223794648754, 0.2386315531995235, 0.1372078736962064, -0.2572544966657772, -0.0673248992225523, -0.1023172083576195, 0.1618505770210563, 0.181000227471022, 0.1110571064209915, 0.1924167868007233, -0.3143858715368876, 0.0166409542653702]| 12.4351024627685547|      0.10000000|[316, 98, 0, 14]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       8|[0.9685993541882792, -0.0548141300340857, 0.1668770511571762, 1.4820878513217075, 0.0594412248592528, -0.0332990929571825, 0.0682599996018735, -0.1654786879438747, -0.1416934555480141, -0.1031832243848615, -0.3031101022415673, 0.2451058032851875, 0.1261035286725045, -0.2461658944436276, -0.0832818088421972, -0.0929727181364421, 0.1861894114000792, 0.1716785925730424, 0.1182283353903083, 0.2055443507300024, -0.3081212333686047, 0.0194535827475943]| 12.3727874755859375|      1.00000000|[363, 112, 0, 16]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
       9|[0.9685993541882792, -0.0548141300340857, 0.1668770511571762, 1.4820878513217075, 0.0594412248592528, -0.0332990929571825, 0.0682599996018735, -0.1654786879438747, -0.1416934555480141, -0.1031832243848615, -0.3031101022415673, 0.2451058032851875, 0.1261035286725045, -0.2461658944436276, -0.0832818088421972, -0.0929727181364421, 0.1861894114000792, 0.1716785925730424, 0.1182283353903083, 0.2055443507300024, -0.3081212333686047, 0.0194535827475943]| 12.3727874755859375|      0.10000000|[408, 126, 0, 18]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      10|[1.0306249170613144, -0.0568258611974991, 0.1808846204788752, 1.5492564823469066, 0.0676736796940748, -0.0415880255497777, 0.0835543620735256, -0.1628073451234292, -0.1557141472973848, -0.1052846441514204, -0.3054037587811165, 0.2453256425883572, 0.1322014400464038, -0.2635973792623518, -0.0833145065354476, -0.0967842939598097, 0.1758828040375496, 0.1894091409853722, 0.1204521475684486, 0.2050254354279671, -0.3008235611840616, 0.0147135689026846]| 12.3164291381835938|      1.00000000|[452, 140, 0, 20]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
      11|[1.0306249170613144, -0.0568258611974991, 0.1808846204788752, 1.5492564823469066, 0.0676736796940748, -0.0415880255497777, 0.0835543620735256, -0.1628073451234292, -0.1557141472973848, -0.1052846441514204, -0.3054037587811165, 0.2453256425883572, 0.1322014400464038, -0.2635973792623518, -0.0833145065354476, -0.0967842939598097, 0.1758828040375496, 0.1894091409853722, 0.1204521475684486, 0.2050254354279671, -0.3008235611840616, 0.0147135689026846]| 12.3164291381835938|      0.10000000|[497, 154, 0, 22]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
