k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12500000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06250000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03125000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01562500|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00781250|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.2422479543741921, 0.3893418764959773, 0.4155696926646362, 0.3895719011951593]|  0.0044430992566049|      0.01562500|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[0.2422479543741921, 0.3893418764959773, 0.4155696926646362, 0.3895719011951593]|  0.0044430992566049|      0.00781250|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[0.2346162972270355, 0.3900215785849963, 0.4158836174971089, 0.3880777721150617]|  0.0038894696626812|      0.01562500|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[0.2346162972270355, 0.3900215785849963, 0.4158836174971089, 0.3880777721150617]|  0.0038894696626812|      0.00781250|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[0.2346162972270355, 0.3900215785849963, 0.4158836174971089, 0.3880777721150617]|  0.0038894696626812|      0.00390625|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[0.2309655444316754, 0.3909329659704666, 0.4159302758436887, 0.3870299223538981]|  0.0037199745420367|      0.00781250|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[0.2309655444316754, 0.3909329659704666, 0.4159302758436887, 0.3870299223538981]|  0.0037199745420367|      0.00390625|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[0.2309655444316754, 0.3909329659704666, 0.4159302758436887, 0.3870299223538981]|  0.0037199745420367|      0.00195312|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[0.2295205463711393, 0.3916965980581134, 0.4158754424601522, 0.3859619629888293]|  0.0036514999810606|      0.00390625|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[0.2295205463711393, 0.3916965980581134, 0.4158754424601522, 0.3859619629888293]|  0.0036514999810606|      0.00195312|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[0.2281936549141691, 0.3925830450477595, 0.4158656072694512, 0.3848358318549841]|  0.0035907055716962|      0.00390625|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[0.2281936549141691, 0.3925830450477595, 0.4158656072694512, 0.3848358318549841]|  0.0035907055716962|      0.00195312|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      20|[0.2272651116292503, 0.3936148808819475, 0.4156502424485075, 0.3834788361148129]|  0.0035329067613930|      0.00390625|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[0.2272651116292503, 0.3936148808819475, 0.4156502424485075, 0.3834788361148129]|  0.0035329067613930|      0.00195312|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[0.2267170860834096, 0.3947974193605429, 0.4154652873780009, 0.3820360056898265]|  0.0034765731543303|      0.00390625|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
