k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      5.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1477033748643349, 0.5418513569174009, 4.900138929449987, 5.5050642950214765, 5.913671573182657, 7.900702047813514]|120.9489593505859375|      5.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.1477033748643349, 0.5418513569174009, 4.900138929449987, 5.5050642950214765, 5.913671573182657, 7.900702047813514]|120.9489593505859375|      1.00000000|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.6565710362741203, 0.5912750502024106, 4.289695089948542, 5.732424026873397, 5.50981725623205, 8.289518924428611]| 74.3535766601562500|      5.00000000|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-0.6565710362741203, 0.5912750502024106, 4.289695089948542, 5.732424026873397, 5.50981725623205, 8.289518924428611]| 74.3535766601562500|      1.00000000|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-1.0250812161474356, 0.6641666005530606, 3.5722061787303816, 5.595343603874113, 4.942541779729306, 8.230322447463198]| 45.1477050781250000|      5.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[-1.0250812161474356, 0.6641666005530606, 3.5722061787303816, 5.595343603874113, 4.942541779729306, 8.230322447463198]| 45.1477050781250000|      1.00000000|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-1.3741620923964248, 1.0182622926069456, 2.912096891585224, 5.775665257917762, 4.410402540505192, 8.266742811159546]| 27.2915019989013672|      5.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-1.3741620923964248, 1.0182622926069456, 2.912096891585224, 5.775665257917762, 4.410402540505192, 8.266742811159546]| 27.2915019989013672|      1.00000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-1.422468812011634, 1.6269761923482435, 2.241173944018855, 5.661556688190652, 4.021022691113902, 8.155572605018405]| 14.7652044296264648|      5.00000000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[-1.422468812011634, 1.6269761923482435, 2.241173944018855, 5.661556688190652, 4.021022691113902, 8.155572605018405]| 14.7652044296264648|      1.00000000|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[-1.0085681279940628, 2.277319115707067, 1.8912419391634427, 5.864621896171359, 3.596892981738624, 8.404904529804927]|  8.4216852188110352|      5.00000000|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[-1.0085681279940628, 2.277319115707067, 1.8912419391634427, 5.864621896171359, 3.596892981738624, 8.404904529804927]|  8.4216852188110352|      1.00000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-1.0085681279940628, 2.277319115707067, 1.8912419391634427, 5.864621896171359, 3.596892981738624, 8.404904529804927]|  8.4216852188110352|      0.20000000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[-0.9935220170624292, 2.3524980840659264, 1.7735881316219781, 5.848257519824845, 3.478830953791223, 8.326975821506487]|  7.3392381668090820|      1.00000000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[-0.9935220170624292, 2.3524980840659264, 1.7735881316219781, 5.848257519824845, 3.478830953791223, 8.326975821506487]|  7.3392381668090820|      0.20000000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[-0.9668991515114782, 2.4227515280633347, 1.6508759573556386, 5.807829244834614, 3.351354538020838, 8.289389694719643]|  6.3954463005065918|      1.00000000|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[-0.9668991515114782, 2.4227515280633347, 1.6508759573556386, 5.807829244834614, 3.351354538020838, 8.289389694719643]|  6.3954463005065918|      0.20000000|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      20|[-0.8844851411413819, 2.509428440929299, 1.5438180271470614, 5.793579047651763, 3.2444270232714776, 8.238428123708005]|  5.5840635299682617|      1.00000000|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[-0.8844851411413819, 2.509428440929299, 1.5438180271470614, 5.793579047651763, 3.2444270232714776, 8.238428123708005]|  5.5840635299682617|      0.20000000|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[-0.87821121742029, 2.5907500514695956, 1.4078082476433718, 5.75484738003555, 3.1362168420253345, 8.197941236720043]|  4.9912419319152832|      1.00000000|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[-0.87821121742029, 2.5907500514695956, 1.4078082476433718, 5.75484738003555, 3.1362168420253345, 8.197941236720043]|  4.9912419319152832|      0.20000000|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-0.8117809000918378, 2.7013966986520934, 1.4574029462348723, 5.699301571405476, 3.0372769799817814, 8.108441152245417]|  4.4708452224731445|      1.00000000|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[-0.8117809000918378, 2.7013966986520934, 1.4574029462348723, 5.699301571405476, 3.0372769799817814, 8.108441152245417]|  4.4708452224731445|      0.20000000|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[-0.6693681756938807, 2.719523414236031, 1.489250108644072, 5.668234427389755, 2.9517679208417746, 8.007948218534285]|  4.0948657989501953|      1.00000000|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
