k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.25000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.12500000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[1.0695156902734129, 0.8961127110479298]                                        |  5.1562981605529785|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[1.0695156902734129, 0.8961127110479298]                                        |  5.1562981605529785|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[1.1359693474243182, 0.790240564327133]                                         |  4.4177150726318359|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[1.1359693474243182, 0.790240564327133]                                         |  4.4177150726318359|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[1.1996445361946393, 0.6826744435684853]                                        |  3.7704956531524658|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[1.1996445361946393, 0.6826744435684853]                                        |  3.7704956531524658|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[1.1996445361946393, 0.6826744435684853]                                        |  3.7704956531524658|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.2299411469500119, 0.6280085000868492]                                        |  3.4772746562957764|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[1.2299411469500119, 0.6280085000868492]                                        |  3.4772746562957764|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[1.259492938174662, 0.5729363507242657]                                         |  3.2024788856506348|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[1.259492938174662, 0.5729363507242657]                                         |  3.2024788856506348|      0.06250000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[1.2884117158263786, 0.5175291824233087]                                        |  2.9448738098144531|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[1.2884117158263786, 0.5175291824233087]                                        |  2.9448738098144531|      0.06250000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.316660556913876, 0.4617774741336669]                                         |  2.7033183574676514|      0.12500000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[1.316660556913876, 0.4617774741336669]                                         |  2.7033183574676514|      0.06250000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.3443548710703705, 0.4057482410191454]                                        |  2.4767689704895020|      0.12500000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[1.3443548710703705, 0.4057482410191454]                                        |  2.4767689704895020|      0.06250000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.371541560928352, 0.349470946356325]                                          |  2.2642683982849121|      0.12500000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[1.371541560928352, 0.349470946356325]                                          |  2.2642683982849121|      0.06250000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.398352958627056, 0.2930138922935956]                                         |  2.0649425983428955|      0.12500000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[1.398352958627056, 0.2930138922935956]                                         |  2.0649425983428955|      0.06250000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.4247879686240659, 0.2363796248713187]                                        |  1.8779908418655396|      0.12500000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[1.4247879686240659, 0.2363796248713187]                                        |  1.8779908418655396|      0.06250000|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.4510125647064098, 0.1796476183818782]                                        |  1.7026824951171875|      0.12500000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[1.4510125647064098, 0.1796476183818782]                                        |  1.7026824951171875|      0.06250000|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.4771327074338583, 0.1228674445190084]                                        |  1.5383486747741699|      0.12500000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[1.4771327074338583, 0.1228674445190084]                                        |  1.5383486747741699|      0.06250000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.5031986124805325, 0.0660623514894415]                                        |  1.3843777179718018|      0.12500000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[1.5031986124805325, 0.0660623514894415]                                        |  1.3843777179718018|      0.06250000|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.5031986124805325, 0.0660623514894415]                                        |  1.3843777179718018|      0.03125000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.516281159016365, 0.037682614419874]                                          |  1.3111014366149902|      0.06250000|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      35|[1.516281159016365, 0.037682614419874]                                          |  1.3111014366149902|      0.03125000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.5294096186417516, 0.0093240875211687]                                        |  1.2402096986770630|      0.06250000|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      37|[1.5294096186417516, 0.0093240875211687]                                        |  1.2402096986770630|      0.03125000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.5425944228365303, -0.0190082868647762]                                       |  1.1716401576995850|      0.06250000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      39|[1.5425944228365303, -0.0190082868647762]                                       |  1.1716401576995850|      0.03125000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.5558481349080577, -0.0473084920994569]                                       |  1.1053334474563599|      0.06250000|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      41|[1.5558481349080577, -0.0473084920994569]                                       |  1.1053334474563599|      0.03125000|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.56918621138185, -0.0755690337782582]                                         |  1.0412330627441406|      0.06250000|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      43|[1.56918621138185, -0.0755690337782582]                                         |  1.0412330627441406|      0.03125000|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.5826177457455481, -0.1037852770547256]                                       |  0.9792852401733398|      0.06250000|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      45|[1.5826177457455481, -0.1037852770547256]                                       |  0.9792852401733398|      0.03125000|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      46|[1.5961563434273407, -0.1319503063075164]                                       |  0.9194394946098328|      0.06250000|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      47|[1.5961563434273407, -0.1319503063075164]                                       |  0.9194394946098328|      0.03125000|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      48|[1.6098067091649955, -0.1600613364421142]                                       |  0.8616483807563782|      0.06250000|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      49|[1.6098067091649955, -0.1600613364421142]                                       |  0.8616483807563782|      0.03125000|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[1.623574968173171, -0.1881148129447474]                                        |  0.8058675527572632|      0.06250000|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      51|[1.623574968173171, -0.1881148129447474]                                        |  0.8058675527572632|      0.03125000|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.6374685425829705, -0.2161064383016174]                                       |  0.7520561814308167|      0.06250000|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      53|[1.6374685425829705, -0.2161064383016174]                                       |  0.7520561814308167|      0.03125000|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.6514976369696743, -0.2440303887866214]                                       |  0.7001766562461853|      0.06250000|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      55|[1.6514976369696743, -0.2440303887866214]                                       |  0.7001766562461853|      0.03125000|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.6656606462541985, -0.2718866568067005]                                       |  0.6501951217651367|      0.06250000|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      57|[1.6656606462541985, -0.2718866568067005]                                       |  0.6501951217651367|      0.03125000|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.6799598825619595, -0.299673242437447]                                        |  0.6020814776420593|      0.06250000|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      59|[1.6799598825619595, -0.299673242437447]                                        |  0.6020814776420593|      0.03125000|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.6943956939681692, -0.3273891196388697]                                       |  0.5558096766471863|      0.06250000|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      61|[1.6943956939681692, -0.3273891196388697]                                       |  0.5558096766471863|      0.03125000|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.708968626715131, -0.355033144873132]                                         |  0.5113577246665955|      0.06250000|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      63|[1.708968626715131, -0.355033144873132]                                         |  0.5113577246665955|      0.03125000|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.7236749984075885, -0.3826064132982441]                                       |  0.4687078595161438|      0.06250000|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      65|[1.7236749984075885, -0.3826064132982441]                                       |  0.4687078595161438|      0.03125000|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.7384929798957347, -0.4101198631840173]                                       |  0.4278468787670135|      0.06250000|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      67|[1.7384929798957347, -0.4101198631840173]                                       |  0.4278468787670135|      0.03125000|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.753429606877378, -0.4375690831075643]                                        |  0.3887660801410675|      0.06250000|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      69|[1.753429606877378, -0.4375690831075643]                                        |  0.3887660801410675|      0.03125000|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.753429606877378, -0.4375690831075643]                                        |  0.3887660801410675|      0.01562500|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.7609426305981832, -0.4512692692220162]                                       |  0.3698917627334595|      0.03125000|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      72|[1.7609426305981832, -0.4512692692220162]                                       |  0.3698917627334595|      0.01562500|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.7684762957876496, -0.4649581155507986]                                       |  0.3514613211154938|      0.03125000|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      74|[1.7684762957876496, -0.4649581155507986]                                       |  0.3514613211154938|      0.01562500|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.7760272875852428, -0.4786374118730764]                                       |  0.3334749341011047|      0.03125000|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[1.7760272875852428, -0.4786374118730764]                                       |  0.3334749341011047|      0.01562500|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.7835946297467573, -0.4923076700129421]                                       |  0.3159331381320953|      0.03125000|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      78|[1.7835946297467573, -0.4923076700129421]                                       |  0.3159331381320953|      0.01562500|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.7911747460991654, -0.5059708490384821]                                       |  0.2988367080688477|      0.03125000|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      80|[1.7911747460991654, -0.5059708490384821]                                       |  0.2988367080688477|      0.01562500|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
