k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.038828561420693, -0.0969820252674024, 0.1451380419638985, -0.0341293205563137, -0.0671987130279712, 0.0371085257049033, 0.1056453091040805, -0.0492787077659134, 0.1593075919551574, 0.1015072033088833, 0.1866665478090272, 0.0961071242587744, 0.0881360187203914, 0.0416553771696134, 0.1647759401915307, 0.0920459804215415, 0.0720312315426807, 0.2057591744279105, 0.1682285704466986, 0.1832523009933942, 0.294751865743613, 0.205376402432166, 0.0328567384972521, 0.4892410400908782, 0.4133325411319105, 0.2985380926947581, 0.3873176217926397, 0.4546718736572434, 0.3115842061457946, 0.2239414292213637, 0.4857461225301295, 0.3675531626338404, 0.379159631681565, 0.2683625109279891, 0.2713858973485143, 0.3852566588583672, 0.3179886706996051, 0.4176659224930347, 0.3698216617418828, 0.4653135477217497, 0.3844773902803966, 0.4563749872698717, 0.5044744846101289, 0.3495193330261957, 0.4449605022835569, 0.4354655145970928, 0.498603946059476, 0.5276831295424401, 0.4690992286395406, 0.602610274520117, 0.4114185213002117, 0.4579515353669166, 0.4721253347619111, 0.5243584444893381, 0.6549539974329257, 0.5373290774934971, 0.7332909717310166, 0.7264020626739303, 0.5985381802281177, 0.7738929072683707, 0.7564277268511499, 0.7229066563528872, 0.5584785280070911, 0.6470628002069956, 0.6277860053148955, 0.6811552668529683, 0.6703318292201527, 0.7696427417252931, 0.7776655589811091, 0.5826628363165848, 0.7828570132332797, 0.6146566576660597, 0.757277875143403, 0.8251528049519575, 0.7007049562189102, 0.8008107794564945, 0.7557879497252303, 0.8433320144808553, 0.9840209019278426, 0.8397763168656667, 0.8220441297072671, 0.8320080963864511, 0.9337118066043915, 0.8762399021203681, 0.7501593536817349, 0.7060328819026118, 0.946681221603483, 0.9945587398575784, 0.8142950067169296, 1.11606675683324, 1.0847391079956172, 1.0522238698437603, 1.0938449610620875, 1.181100180457735, 1.0530473782294736, 1.0925927887211742, 1.1009690129812655, 1.208363549860826, 1.0151995795107023, 1.1641340066189911]|-105.7365798950195312|      2.00000000|[117, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[-0.0261008890438093, -0.1366714458869476, -0.1460094287966505, -0.1009982887965977, -0.397993664530408, -0.2114666807377928, 0.0452381029078248, 0.0489079223141769, 0.5482750440083015, 0.3261873574806163, 0.3858636422125263, -0.0299612509279279, 0.1982357697578334, -0.179666742744571, 0.0830982288136936, 0.3687630893319108, 0.0392009734341149, 0.172558476813175, 0.474504348748359, 0.1788111298628654, 0.2947792770266419, 0.3053132130236313, 0.0988156693088836, 0.4246455284176001, 0.5364206142259218, 0.2746787180370647, 0.575646005055664, 0.6268739878291303, 0.4795021609310285, 0.5380745040910069, 0.7635538601830758, 0.4983559766011947, 0.360359821520729, -0.0788100178170653, 0.208599343755459, 0.3435492118034628, 0.3414808481614465, 0.1658903536387244, 0.4431433314932296, 0.8447398243098438, 0.3549942857996123, 0.3716903220646042, 0.4230456615347284, 0.1493549850550782, 0.5611066141327312, 0.4969768985175476, 0.5243096357999626, 0.5725109910889928, 0.273752325406445, 0.4446392809768669, 0.2610247874529514, 0.335268159662988, 0.649778034484304, 0.7844144744312171, 0.5656478400316989, 0.6788038819077071, 0.656453232562347, 0.847271251686506, 0.2913669651852869, 0.9009889449594968, 0.875294303037684, 0.6274751216385225, 0.7109964410613607, 0.4711226421906038, 0.8430034808682575, 0.9672819352530777, 0.4385173374689991, 0.6620231032704452, 0.81482138802887, 0.6203552981057389, 0.8589096583109476, 0.701097777032665, 0.9707269638964706, 0.9906823614268985, 0.802081112427343, 0.9255513092229263, 0.8890927261213766, 0.9946828507523081, 0.8934986477034993, 0.5906470648132718, 0.630629884012842, 0.6548878123145098, 0.7326557017845843, 1.4495420674598196, 0.7174501956998653, 0.7920356616651698, 1.1396229025455267, 1.2847767982187202, 0.718696726664425, 1.4077475592038928, 1.0162794411127778, 0.9535561467680744, 1.3804348093592311, 1.3204273670992754, 1.1656943759881258, 1.3075238141619596, 1.879008530726543, 1.6441003077308218, 1.0386827021937437, 1.1531705875316982]|-254.7761688232421875|      4.00000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[-1.0125323116832687, -0.4494891756350615, -0.7326216556513477, -0.1573995022442116, -0.804673747294531, -0.6139840790344132, -0.3038254056429219, 0.0875133930384989, 0.2230933927003012, 0.1650099846112018, 0.5703519665906697, -0.5419962076606091, 0.8810331287425823, -0.4523649041266933, 0.249948725383342, 0.0305891342050378, -0.0201895393941062, -0.0374422351462106, 1.0670282359947332, 0.3769725328641887, 0.1648594102288325, 0.6589147998443143, -0.2584567613923227, -0.1189874706365713, 0.4773807424358014, 0.6240706978338948, 0.8661659177505772, 0.572119560178948, 1.064262029592757, 0.2552131225705508, 0.7260056646866555, 0.961184691050158, 0.0787120886223312, 0.2592013235824467, -0.1973005511200949, 0.4896206510252216, 0.8708536085450524, 0.2202075205329013, 0.1864030378958209, 0.7612772610011858, -0.0909364474924368, 0.6438852413665586, 0.2730037971436491, -0.1182645810955904, 0.8717405240087881, 0.3264359892918391, 0.5507242635305688, 1.3604597387018742, -0.3756096864949741, 0.8426736849222349, 0.0490910652872764, 0.1726443771256741, 0.6161568356377887, 0.7175162486678681, 0.4581839731613696, 0.6196815595748383, 0.4808396105878742, 0.7177404443496314, 0.7684265513164288, 0.9312707699278421, 0.9706530890272715, 0.5097255186192448, 1.6577791524613223, 0.4925528230855598, 0.7752506220227475, 0.7374893654189261, 0.908856674250154, 0.7936399975662438, 0.5949981683427482, 0.5492437628531986, 1.9407331173498217, 0.9156360107871758, 1.5363334039675962, 1.3624537746351377, 0.9090120541896668, 1.0643383554141095, 0.9916389240348741, 1.0299590928037656, 1.035571146677168, 0.48204223300901, 0.718583502774051, 1.5237954294038862, 0.6172526843562361, 1.3159830555784449, -0.0375545290677227, 1.0213960637943111, 1.7899956085262763, 1.5779390961679396, 1.4266972919665284, 1.918283183177134, 1.4928537009601288, 1.3549797531508827, 1.0025144812112774, 1.9930931056367553, 1.073551270539077, 1.700158718409608, 2.478747559619987, 1.53578468923285, 1.4934857272368178, 2.122000927693642]|-668.9646606445312500|      8.00000000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-1.5390069295850828, -1.2123888727429524, 0.0765300505167021, -0.1744216992217761, -0.9855670971278498, -0.9314226088875, 0.725576624571157, 0.2179893306321309, -0.0041846352829768, 1.9990726342465635, 2.4499003273000275, -0.0667706835494761, 1.5032875601263305, -1.0245006480363883, -0.1972286170721654, -0.0570555684836464, -2.071081728313737, -0.4154000589588995, 2.8876735502837203, 0.7593952187148354, 0.8583266063475079, 1.0605306575128801, 1.0607662350814855, -1.0343407796329482, 0.9936714052518008, 1.3165104941485186, 0.5894043559323152, 1.1411573834367479, 0.8761043076587325, 1.7360099915288747, 2.197864296714033, 0.9483907452257336, -0.7247906197947993, 0.4137515117392788, -0.2730203713248361, 0.5858072899529975, 0.2248033079826094, 0.0357555593525199, 0.5441733246188363, 2.392408758405048, -0.8014489457060339, 1.7538555684631176, 0.5642577216226148, 0.2031471449661727, -0.61414794927018, 0.7013508829874081, 0.7018879116521601, 1.6496329438914121, -0.7999290443656699, 1.8785961110579918, -0.0706985156559502, 1.0317625856708508, 0.8226592919442247, 0.6718491474156948, 0.9247683187912612, 0.4811912200319683, 0.7183823355608588, 1.8285984528122583, 1.5247069842542849, 1.2064243185796935, 1.4786484016746833, 0.8417843569790717, 2.3832520728060564, 0.7039752717348136, -0.1101683457295699, 1.1612333080860595, 2.41409421627972, 1.4330469635658165, 1.118844857724873, 0.9648147712750308, 2.55779983543244, 2.421222401012352, 1.095822188134511, 0.1094330314816505, -0.5483647086406841, 0.8413754699956693, 0.2188010559501543, 0.1504235986911959, 1.846615192157029, 0.6788186961669554, 1.0335341946797372, 0.4648497492317003, 0.3960936840653209, 1.1311882831235502, 0.0182562455853871, 0.7205331777847754, 2.1888566229621333, 0.4835643808109009, 1.104551678258845, 1.1269419315905649, 1.8549673908562883, 0.7719729954693438, 0.7117462526574669, 0.5631829054575879, 2.413596103652398, 1.8297312421706091, 3.068006131274021, 0.8373372242050032, 1.5811476671758191, 0.8330198308868808]|-994.5759277343750000|     16.00000000|[468, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[-1.5390069295850828, -1.2123888727429524, 0.0765300505167021, -0.1744216992217761, -0.9855670971278498, -0.9314226088875, 0.725576624571157, 0.2179893306321309, -0.0041846352829768, 1.9990726342465635, 2.4499003273000275, -0.0667706835494761, 1.5032875601263305, -1.0245006480363883, -0.1972286170721654, -0.0570555684836464, -2.071081728313737, -0.4154000589588995, 2.8876735502837203, 0.7593952187148354, 0.8583266063475079, 1.0605306575128801, 1.0607662350814855, -1.0343407796329482, 0.9936714052518008, 1.3165104941485186, 0.5894043559323152, 1.1411573834367479, 0.8761043076587325, 1.7360099915288747, 2.197864296714033, 0.9483907452257336, -0.7247906197947993, 0.4137515117392788, -0.2730203713248361, 0.5858072899529975, 0.2248033079826094, 0.0357555593525199, 0.5441733246188363, 2.392408758405048, -0.8014489457060339, 1.7538555684631176, 0.5642577216226148, 0.2031471449661727, -0.61414794927018, 0.7013508829874081, 0.7018879116521601, 1.6496329438914121, -0.7999290443656699, 1.8785961110579918, -0.0706985156559502, 1.0317625856708508, 0.8226592919442247, 0.6718491474156948, 0.9247683187912612, 0.4811912200319683, 0.7183823355608588, 1.8285984528122583, 1.5247069842542849, 1.2064243185796935, 1.4786484016746833, 0.8417843569790717, 2.3832520728060564, 0.7039752717348136, -0.1101683457295699, 1.1612333080860595, 2.41409421627972, 1.4330469635658165, 1.118844857724873, 0.9648147712750308, 2.55779983543244, 2.421222401012352, 1.095822188134511, 0.1094330314816505, -0.5483647086406841, 0.8413754699956693, 0.2188010559501543, 0.1504235986911959, 1.846615192157029, 0.6788186961669554, 1.0335341946797372, 0.4648497492317003, 0.3960936840653209, 1.1311882831235502, 0.0182562455853871, 0.7205331777847754, 2.1888566229621333, 0.4835643808109009, 1.104551678258845, 1.1269419315905649, 1.8549673908562883, 0.7719729954693438, 0.7117462526574669, 0.5631829054575879, 2.413596103652398, 1.8297312421706091, 3.068006131274021, 0.8373372242050032, 1.5811476671758191, 0.8330198308868808]|-994.5759277343750000|      8.00000000|[584, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[-1.5390069295850828, -1.2123888727429524, 0.0765300505167021, -0.1744216992217761, -0.9855670971278498, -0.9314226088875, 0.725576624571157, 0.2179893306321309, -0.0041846352829768, 1.9990726342465635, 2.4499003273000275, -0.0667706835494761, 1.5032875601263305, -1.0245006480363883, -0.1972286170721654, -0.0570555684836464, -2.071081728313737, -0.4154000589588995, 2.8876735502837203, 0.7593952187148354, 0.8583266063475079, 1.0605306575128801, 1.0607662350814855, -1.0343407796329482, 0.9936714052518008, 1.3165104941485186, 0.5894043559323152, 1.1411573834367479, 0.8761043076587325, 1.7360099915288747, 2.197864296714033, 0.9483907452257336, -0.7247906197947993, 0.4137515117392788, -0.2730203713248361, 0.5858072899529975, 0.2248033079826094, 0.0357555593525199, 0.5441733246188363, 2.392408758405048, -0.8014489457060339, 1.7538555684631176, 0.5642577216226148, 0.2031471449661727, -0.61414794927018, 0.7013508829874081, 0.7018879116521601, 1.6496329438914121, -0.7999290443656699, 1.8785961110579918, -0.0706985156559502, 1.0317625856708508, 0.8226592919442247, 0.6718491474156948, 0.9247683187912612, 0.4811912200319683, 0.7183823355608588, 1.8285984528122583, 1.5247069842542849, 1.2064243185796935, 1.4786484016746833, 0.8417843569790717, 2.3832520728060564, 0.7039752717348136, -0.1101683457295699, 1.1612333080860595, 2.41409421627972, 1.4330469635658165, 1.118844857724873, 0.9648147712750308, 2.55779983543244, 2.421222401012352, 1.095822188134511, 0.1094330314816505, -0.5483647086406841, 0.8413754699956693, 0.2188010559501543, 0.1504235986911959, 1.846615192157029, 0.6788186961669554, 1.0335341946797372, 0.4648497492317003, 0.3960936840653209, 1.1311882831235502, 0.0182562455853871, 0.7205331777847754, 2.1888566229621333, 0.4835643808109009, 1.104551678258845, 1.1269419315905649, 1.8549673908562883, 0.7719729954693438, 0.7117462526574669, 0.5631829054575879, 2.413596103652398, 1.8297312421706091, 3.068006131274021, 0.8373372242050032, 1.5811476671758191, 0.8330198308868808]|-994.5759277343750000|      4.00000000|[700, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.7853164134625356, -1.7117058815253259, 0.8536593637865323, -0.322984701379931, -1.0057941387847253, -1.5279744208971298, 1.4363409281577375, -0.2746551309657422, -0.0628007947473888, 2.102780198279237, 2.9269795666569203, -0.3880837413214616, 1.6099881895478836, -1.2003049116939264, -0.5763876834255293, 0.1640317938028668, -1.8574451773987644, -1.1846644187721873, 2.961297752186529, 0.5838376703994099, 0.8911672212221685, 1.3678790180143179, 1.0641367709632417, -1.2685606551924271, 1.229104318165289, 1.3113748777876433, 0.8549514652822566, 0.9398732583397357, 0.4971161694220905, 1.6746974966834218, 2.037756930481664, 0.9333737888856027, -1.1538455999867772, 0.942041131584912, -0.9181028264665857, 0.2801084746522987, 0.2138517624886667, -0.6297278573470674, 0.786510196746408, 1.3758801090716861, -0.4574268567912109, 1.628421609487111, 0.7985135685595451, 0.033438578241896, -0.5492206813733896, 0.9846676858634027, 1.489145677187766, 1.6070715837029474, -1.2840965870090992, 1.6675230045635618, -0.9151709710978668, 1.6955420466523319, 0.9984881414742, 1.47441862981286, 1.2918155987392983, 0.2944025254363684, 0.1443778178237343, 1.6145094776408273, 2.2565181723920675, 1.3539101150280872, 1.5267316234397987, 1.0565432888597324, 2.028098527187309, 1.2339003854011021, -0.2906913841725006, 0.7849309940054663, 1.9003098241320873, 1.6411845918594032, 1.2640982163152947, 0.8624374611498055, 2.481766418847257, 2.100711353184251, 1.090933212524825, 0.2088885535807435, -0.8575776318089974, 0.8467418951499391, 0.6664567532154841, 0.5329903653402563, 2.070569524935708, 1.0393377341241732, 1.184888357889266, 0.025844462735537, 0.4463238289606067, 1.4637414279243457, 0.459625230709493, 0.7187410846991946, 1.507544622546235, 1.0908691417738363, 1.1604341897490056, 1.495274314792099, 1.623689166047717, 1.7905989687947867, 0.6923463558268598, 0.6120977186327197, 1.7825736782074157, 1.4312775039933374, 3.431542433156083, 0.7067993167554005, 1.8112202516836728, 0.7361423537430347]|-1187.4312744140625000|      8.00000000|[816, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[-0.7853164134625356, -1.7117058815253259, 0.8536593637865323, -0.322984701379931, -1.0057941387847253, -1.5279744208971298, 1.4363409281577375, -0.2746551309657422, -0.0628007947473888, 2.102780198279237, 2.9269795666569203, -0.3880837413214616, 1.6099881895478836, -1.2003049116939264, -0.5763876834255293, 0.1640317938028668, -1.8574451773987644, -1.1846644187721873, 2.961297752186529, 0.5838376703994099, 0.8911672212221685, 1.3678790180143179, 1.0641367709632417, -1.2685606551924271, 1.229104318165289, 1.3113748777876433, 0.8549514652822566, 0.9398732583397357, 0.4971161694220905, 1.6746974966834218, 2.037756930481664, 0.9333737888856027, -1.1538455999867772, 0.942041131584912, -0.9181028264665857, 0.2801084746522987, 0.2138517624886667, -0.6297278573470674, 0.786510196746408, 1.3758801090716861, -0.4574268567912109, 1.628421609487111, 0.7985135685595451, 0.033438578241896, -0.5492206813733896, 0.9846676858634027, 1.489145677187766, 1.6070715837029474, -1.2840965870090992, 1.6675230045635618, -0.9151709710978668, 1.6955420466523319, 0.9984881414742, 1.47441862981286, 1.2918155987392983, 0.2944025254363684, 0.1443778178237343, 1.6145094776408273, 2.2565181723920675, 1.3539101150280872, 1.5267316234397987, 1.0565432888597324, 2.028098527187309, 1.2339003854011021, -0.2906913841725006, 0.7849309940054663, 1.9003098241320873, 1.6411845918594032, 1.2640982163152947, 0.8624374611498055, 2.481766418847257, 2.100711353184251, 1.090933212524825, 0.2088885535807435, -0.8575776318089974, 0.8467418951499391, 0.6664567532154841, 0.5329903653402563, 2.070569524935708, 1.0393377341241732, 1.184888357889266, 0.025844462735537, 0.4463238289606067, 1.4637414279243457, 0.459625230709493, 0.7187410846991946, 1.507544622546235, 1.0908691417738363, 1.1604341897490056, 1.495274314792099, 1.623689166047717, 1.7905989687947867, 0.6923463558268598, 0.6120977186327197, 1.7825736782074157, 1.4312775039933374, 3.431542433156083, 0.7067993167554005, 1.8112202516836728, 0.7361423537430347]|-1187.4312744140625000|      4.00000000|[933, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-1.339433646497823, -1.7074737500668113, 1.0355424342366895, -0.8061182058658296, -0.8695340897035578, -2.00765541656141, 1.8834830232211937, -0.6672351936914207, -0.4557997576973504, 1.6736522755442775, 1.839048809108841, -0.3998518087973175, 1.144184723970621, -1.495939744191363, -1.209177235581967, -0.0093912663418742, -1.6720133330484557, -1.1476298707386838, 2.610416662193443, 1.7685367650297759, 1.073244469735542, 1.4456056541607811, 1.1288468317698868, -0.7626181289629164, 1.757622860603412, 0.8271602854083357, 0.7438224658609578, 0.9052354627746745, 0.461344805396867, 1.4750367529265247, 2.081862764740088, 0.889532405233225, -1.3759375045944109, 1.239554844213437, -0.9738129108050655, 0.7725652755057049, 0.3885317264791843, -1.3455041273320831, 0.849791161101527, 1.781070904300714, -0.5918342455951767, 1.7515231643229856, 1.3450222923208068, 0.6706427097693827, -1.134205670238737, 2.003628390933334, 1.4249182614627662, 1.7351851259938345, -0.6138936524626103, 1.8193057282660101, -0.9243646902155002, 1.7458393155695675, 0.896616045249859, 1.5301008076684939, 1.155002073895449, 1.235781259804381, -0.266135200409211, 1.841330146374542, 1.6098265155372742, 1.4053987764563882, 2.0897825410169943, 0.4624431405215227, 2.2284672150700637, 1.2952820175825377, -0.1242145740127614, 0.6439642069018603, 1.9943075149351086, 1.873962030053369, 1.0565213624594763, 1.2238890678676364, 1.8184377627249333, 2.2621281139479734, 0.9493938667929832, 0.2603546098871081, -0.9026221678362422, 0.7003013347821413, 1.229352360711634, 1.0342875237801046, 2.793570943523275, 0.9848821476380493, 1.461140626943882, -0.166744810267331, 0.4987357064980982, 1.4199063402014005, 0.7524204386132654, 1.0803145868260962, 1.1575554150808007, 0.6688451980077552, 0.8897409129267155, 1.5740944812938373, 1.761236158485489, 1.9311001583345644, 1.2360949658829432, 0.3593374142220526, 1.2868875973082141, 0.9509994349286084, 3.973775308212059, 0.858145508299661, 2.2302053400604125, 1.1591787109904694]|-1439.1087646484375000|      8.00000000|[1050, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[-1.339433646497823, -1.7074737500668113, 1.0355424342366895, -0.8061182058658296, -0.8695340897035578, -2.00765541656141, 1.8834830232211937, -0.6672351936914207, -0.4557997576973504, 1.6736522755442775, 1.839048809108841, -0.3998518087973175, 1.144184723970621, -1.495939744191363, -1.209177235581967, -0.0093912663418742, -1.6720133330484557, -1.1476298707386838, 2.610416662193443, 1.7685367650297759, 1.073244469735542, 1.4456056541607811, 1.1288468317698868, -0.7626181289629164, 1.757622860603412, 0.8271602854083357, 0.7438224658609578, 0.9052354627746745, 0.461344805396867, 1.4750367529265247, 2.081862764740088, 0.889532405233225, -1.3759375045944109, 1.239554844213437, -0.9738129108050655, 0.7725652755057049, 0.3885317264791843, -1.3455041273320831, 0.849791161101527, 1.781070904300714, -0.5918342455951767, 1.7515231643229856, 1.3450222923208068, 0.6706427097693827, -1.134205670238737, 2.003628390933334, 1.4249182614627662, 1.7351851259938345, -0.6138936524626103, 1.8193057282660101, -0.9243646902155002, 1.7458393155695675, 0.896616045249859, 1.5301008076684939, 1.155002073895449, 1.235781259804381, -0.266135200409211, 1.841330146374542, 1.6098265155372742, 1.4053987764563882, 2.0897825410169943, 0.4624431405215227, 2.2284672150700637, 1.2952820175825377, -0.1242145740127614, 0.6439642069018603, 1.9943075149351086, 1.873962030053369, 1.0565213624594763, 1.2238890678676364, 1.8184377627249333, 2.2621281139479734, 0.9493938667929832, 0.2603546098871081, -0.9026221678362422, 0.7003013347821413, 1.229352360711634, 1.0342875237801046, 2.793570943523275, 0.9848821476380493, 1.461140626943882, -0.166744810267331, 0.4987357064980982, 1.4199063402014005, 0.7524204386132654, 1.0803145868260962, 1.1575554150808007, 0.6688451980077552, 0.8897409129267155, 1.5740944812938373, 1.761236158485489, 1.9311001583345644, 1.2360949658829432, 0.3593374142220526, 1.2868875973082141, 0.9509994349286084, 3.973775308212059, 0.858145508299661, 2.2302053400604125, 1.1591787109904694]|-1439.1087646484375000|      4.00000000|[1166, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
