k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      5.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.00000000|[36, 14, 0, 7]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.0540585321738091, 1.1735067112867197, 4.603914072345935, 5.5945388805366205, 6.291075017694137, 7.6870837942962424]|132.3895568847656250|      5.00000000|[46, 18, 0, 9]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[0.0540585321738091, 1.1735067112867197, 4.603914072345935, 5.5945388805366205, 6.291075017694137, 7.6870837942962424]|132.3895568847656250|      1.00000000|[72, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       5|[-0.4156937482758872, 1.5336519179135661, 4.144271582137084, 5.593577504358828, 5.646663793899284, 7.535129009068244]| 83.2276535034179688|      5.00000000|[83, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-0.4156937482758872, 1.5336519179135661, 4.144271582137084, 5.593577504358828, 5.646663793899284, 7.535129009068244]| 83.2276535034179688|      1.00000000|[108, 42, 0, 21]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
       7|[-1.0690692158349266, 1.4426812732073544, 3.631053185609816, 5.695810149934901, 5.119265489383483, 7.648404038232211]| 44.7880401611328125|      5.00000000|[123, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | iterate success | actual_k=2
       8|[-1.0690692158349266, 1.4426812732073544, 3.631053185609816, 5.695810149934901, 5.119265489383483, 7.648404038232211]| 44.7880401611328125|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | exploitation failed, decreasing delta | actual_k=2
       9|[-1.0690692158349266, 1.4426812732073544, 3.631053185609816, 5.695810149934901, 5.119265489383483, 7.648404038232211]| 44.7880401611328125|      0.20000000|[170, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      10|[-1.0210318920404005, 1.5384565044839005, 3.4790754229005527, 5.626090605085553, 5.098004718574948, 7.637942445184419]| 42.3806991577148438|      1.00000000|[181, 70, 0, 35]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[-1.0210318920404005, 1.5384565044839005, 3.4790754229005527, 5.626090605085553, 5.098004718574948, 7.637942445184419]| 42.3806991577148438|      0.20000000|[206, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.13987054182056, 1.5780493546111345, 3.353071638432017, 5.558252390555343, 5.041933132677672, 7.664148966150685]| 37.5930747985839844|      1.00000000|[217, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-1.13987054182056, 1.5780493546111345, 3.353071638432017, 5.558252390555343, 5.041933132677672, 7.664148966150685]| 37.5930747985839844|      0.20000000|[242, 94, 0, 47]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      14|[-1.2366335781363513, 1.6032554551699623, 3.220873461387062, 5.5486975249066885, 4.93069291188001, 7.671864347079812]| 32.7588310241699219|      1.00000000|[252, 98, 0, 49]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
