k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.0459692998204413, 1.0379229580971892, -7.659609940961767]                    |  9.6591482162475586|     10.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.0459692998204413, 1.0379229580971892, -7.659609940961767]                    |  9.6591482162475586|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.189214423887003, 0.081927966847535, -7.915645897688022]                      |  5.7997870445251465|     10.00000000|[39, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[2.189214423887003, 0.081927966847535, -7.915645897688022]                      |  5.7997870445251465|      1.00000000|[51, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.7279074619450387, -0.8051571556999648, -7.932255299205306]                   |  4.0095572471618652|     10.00000000|[56, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[1.7279074619450387, -0.8051571556999648, -7.932255299205306]                   |  4.0095572471618652|      1.00000000|[67, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.7600742510119441, -0.6291084327266783, -7.75251737066931]                    |  1.6312971115112305|     10.00000000|[72, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.7600742510119441, -0.6291084327266783, -7.75251737066931]                    |  1.6312971115112305|      1.00000000|[83, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.7600742510119441, -0.6291084327266783, -7.75251737066931]                    |  1.6312971115112305|      0.10000000|[95, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.7051329373353744, -0.701603686432955, -7.710973535488198]                    |  1.5401468276977539|      1.00000000|[101, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
