k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|     25.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|      5.00000000|[52, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 19 points | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | exploitation failed, decreasing delta | actual_k=2
       4|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|      1.00000000|[83, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.73884676916028, -1.6159968409518584, 4.890493389738627, -2.187540954245329, -1.5728815489390633, 2.254888757454962, -0.1818863869339483]|17955.5410156250000000|      5.00000000|[95, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[9.73884676916028, -1.6159968409518584, 4.890493389738627, -2.187540954245329, -1.5728815489390633, 2.254888757454962, -0.1818863869339483]|17955.5410156250000000|      1.00000000|[124, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.73884676916028, -1.6159968409518584, 4.890493389738627, -2.187540954245329, -1.5728815489390633, 2.254888757454962, -0.1818863869339483]|17955.5410156250000000|      0.20000000|[151, 58, 0, 29]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[9.73884676916028, -1.6159968409518584, 4.890493389738627, -2.187540954245329, -1.5728815489390633, 2.254888757454962, -0.1818863869339483]|17955.5410156250000000|      0.04000000|[179, 70, 0, 35]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.73884676916028, -1.6159968409518584, 4.890493389738627, -2.187540954245329, -1.5728815489390633, 2.254888757454962, -0.1818863869339483]|17955.5410156250000000|      0.00800000|[206, 82, 0, 41]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.740783241581179, -1.6133873696386014, 4.889437266381589, -2.186951000451037, -1.5766084262175173, 2.252162787868558, -0.1874232423202711]|16381.9892578125000000|      0.04000000|[217, 86, 0, 43]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
