k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.20000000|[41, 6, 0, 3]                                                              |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.04000000|[81, 12, 0, 6]                                                             |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00800000|[119, 18, 0, 9]                                                            |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00160000|[158, 24, 0, 12]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00032000|[196, 30, 0, 15]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[96.00000189088237, 0.008686505386764, 102.99994458921377, 105.9999702603221, 17.999997426032213, 71.99999517851177, 150.99998984624816, 18.00000545688804]|9125.6464843750000000|      0.00160000|[222, 34, 0, 17]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       7|[96.00000189088237, 0.008686505386764, 102.99994458921377, 105.9999702603221, 17.999997426032213, 71.99999517851177, 150.99998984624816, 18.00000545688804]|9125.6464843750000000|      0.00032000|[260, 40, 0, 20]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[96.00000189088237, 0.008686505386764, 102.99994458921377, 105.9999702603221, 17.999997426032213, 71.99999517851177, 150.99998984624816, 18.00000545688804]|9125.6464843750000000|      0.00006400|[298, 46, 0, 23]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[96.00000265293944, 0.0087501419935, 102.99994274768567, 105.99996915691385, 17.99999452680036, 71.99999508117871, 150.99999405253763, 18.000009340819876]|9087.3984375000000000|      0.00032000|[324, 50, 0, 25]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      10|[96.00000265293944, 0.0087501419935, 102.99994274768567, 105.99996915691385, 17.99999452680036, 71.99999508117871, 150.99999405253763, 18.000009340819876]|9087.3984375000000000|      0.00006400|[363, 56, 0, 28]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[96.00000861236015, 0.0088123864132011, 102.99993854386038, 105.99997773987226, 17.999996314617434, 71.99999194114078, 150.99999452804298, 18.000018368331443]|9072.6152343750000000|      0.00032000|[390, 60, 0, 30]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      12|[96.00000861236015, 0.0088123864132011, 102.99993854386038, 105.99997773987226, 17.999996314617434, 71.99999194114078, 150.99999452804298, 18.000018368331443]|9072.6152343750000000|      0.00006400|[429, 66, 0, 33]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[96.00000861236015, 0.0088123864132011, 102.99993854386038, 105.99997773987226, 17.999996314617434, 71.99999194114078, 150.99999452804298, 18.000018368331443]|9072.6152343750000000|      0.00001280|[467, 72, 0, 36]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[96.00000798799577, 0.0088250731293668, 102.9999388161077, 105.99997788496088, 17.999997476841543, 71.99999181713835, 150.999993915313, 18.000019181137244]|9072.3017578125000000|      0.00006400|[494, 76, 0, 38]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      15|[96.00000798799577, 0.0088250731293668, 102.9999388161077, 105.99997788496088, 17.999997476841543, 71.99999181713835, 150.999993915313, 18.000019181137244]|9072.3017578125000000|      0.00001280|[535, 82, 0, 41]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[96.00000798799577, 0.0088250731293668, 102.9999388161077, 105.99997788496088, 17.999997476841543, 71.99999181713835, 150.999993915313, 18.000019181137244]|9072.3017578125000000|      0.00000256|[575, 88, 0, 44]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[96.0000079586247, 0.008822941370558, 102.9999389835197, 105.99997853403865, 17.99999823267979, 71.99999180489158, 150.99999459130143, 18.000019909567914]|9072.2871093750000000|      0.00001280|[601, 92, 0, 46]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      18|[96.00000321784191, 0.0088252756848701, 102.99993922874467, 105.99997955813268, 18.000009166587585, 71.99998940841478, 150.99999414381458, 18.000022961348698]|9072.2646484375000000|      0.00006400|[639, 98, 0, 49]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | iterate success | actual_k=2
      19|[96.00000321784191, 0.0088252756848701, 102.99993922874467, 105.99997955813268, 18.000009166587585, 71.99998940841478, 150.99999414381458, 18.000022961348698]|9072.2646484375000000|      0.00001280|[678, 104, 0, 52]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[96.00000321784191, 0.0088252756848701, 102.99993922874467, 105.99997955813268, 18.000009166587585, 71.99998940841478, 150.99999414381458, 18.000022961348698]|9072.2646484375000000|      0.00000256|[717, 110, 0, 55]                                                          |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
