k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.25000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.12500000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.06250000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3305645669997752, 10.033430472682694, 1.244587376274037]                     |  0.2353149056434631|      0.12500000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.3305645669997752, 10.033430472682694, 1.244587376274037]                     |  0.2353149056434631|      0.06250000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.407682279070325, 10.031520783154138, 1.2970108030319367]                     |  0.1242601275444031|      0.12500000|[39, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.407682279070325, 10.031520783154138, 1.2970108030319367]                     |  0.1242601275444031|      0.12500000|[42, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.4733659628502689, 10.035931667446965, 1.3013864581443895]                    |  0.0864632725715637|      0.25000000|[48, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.4733659628502689, 10.035931667446965, 1.3013864581443895]                    |  0.0864632725715637|      0.12500000|[54, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.4733659628502689, 10.035931667446965, 1.3013864581443895]                    |  0.0864632725715637|      0.06250000|[59, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
