k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.90000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9444965095137936, 2.1017130956404584]                                        |135.5434722900390625|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9444965095137936, 2.1017130956404584]                                        |135.5434722900390625|      0.90000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9444965095137936, 2.1017130956404584]                                        |135.5434722900390625|      0.81000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.6943524234893563, 1.3313054527480763]                                        | 12.5654945373535156|      0.90000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[1.6943524234893563, 1.3313054527480763]                                        | 12.5654945373535156|      0.81000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.90000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.81000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.72900000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.65610000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.59049000|[63, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.53144100|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.47829690|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.43046721|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.38742049|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.38742049|[87, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.34867844|[92, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.31381060|[98, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.31381060|[101, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      18|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.28242954|[107, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.25418658|[113, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.22876792|[119, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.20589113|[124, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.18530202|[130, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.16677182|[135, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.18530202|[141, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.16677182|[147, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.16677182|[150, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      26|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.15009464|[156, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.13508517|[162, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.12157665|[167, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.10941899|[173, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.09847709|[179, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.08862938|[184, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.08862938|[187, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      32|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.07976644|[192, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.07976644|[195, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      32|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.07976644|[198, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      33|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.07178980|[203, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.06461082|[209, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.05814974|[214, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.05233476|[220, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[1.233031261087263, 0.8624575196047858]                                         |  0.0790276527404785|      0.04710129|[225, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
