k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|      5.00000000|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      5.00000000|[69, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | iterate success | actual_k=2
       4|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      1.00000000|[93, 38, 0, 19]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      0.20000000|[118, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.4282182871311709, 0.6111806547165158, 4.608211958437932, 5.85389868666815, 5.63207155331399, 7.8820295350482015]| 92.2464065551757812|      1.00000000|[130, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[-0.4282182871311709, 0.6111806547165158, 4.608211958437932, 5.85389868666815, 5.63207155331399, 7.8820295350482015]| 92.2464065551757812|      0.20000000|[155, 62, 0, 31]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.4469521206011041, 0.6503221341378977, 4.671923050159536, 5.9065490889594265, 5.458772930905748, 7.846626039827533]| 88.9228820800781250|      1.00000000|[165, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.4469521206011041, 0.6503221341378977, 4.671923050159536, 5.9065490889594265, 5.458772930905748, 7.846626039827533]| 88.9228820800781250|      0.20000000|[191, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      10|[-0.5612327042242276, 0.7551617962986406, 4.553845702752166, 5.908487525126982, 5.414754267359128, 7.854684153677115]| 81.4483032226562500|      1.00000000|[202, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[-0.5612327042242276, 0.7551617962986406, 4.553845702752166, 5.908487525126982, 5.414754267359128, 7.854684153677115]| 81.4483032226562500|      0.20000000|[227, 90, 0, 45]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      12|[-0.6405616386213842, 0.7396057224259864, 4.440743452033922, 5.921386468050264, 5.2716822544513695, 7.860752597425876]| 73.4390945434570312|      1.00000000|[238, 94, 0, 47]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-0.6405616386213842, 0.7396057224259864, 4.440743452033922, 5.921386468050264, 5.2716822544513695, 7.860752597425876]| 73.4390945434570312|      0.20000000|[261, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      14|[-0.7213216932250774, 0.6526760691765481, 4.310469248896228, 5.896049098703352, 5.201970057941427, 7.919471489918132]| 67.5086441040039062|      1.00000000|[271, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[-0.7213216932250774, 0.6526760691765481, 4.310469248896228, 5.896049098703352, 5.201970057941427, 7.919471489918132]| 67.5086441040039062|      0.20000000|[297, 118, 0, 59]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
      16|[-0.7836402912814251, 0.5632935872343896, 4.299145179131077, 5.897024186421718, 5.081853718843869, 8.035962021670061]| 63.9659004211425781|      1.00000000|[308, 122, 0, 61]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[-0.7836402912814251, 0.5632935872343896, 4.299145179131077, 5.897024186421718, 5.081853718843869, 8.035962021670061]| 63.9659004211425781|      0.20000000|[331, 130, 0, 65]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 19 points | exploitation failed, decreasing delta | actual_k=2
      18|[-0.7487401142866216, 0.5667847598105981, 4.225886730785946, 5.855422325421394, 4.920659382193849, 8.111385228305075]| 59.6309089660644531|      1.00000000|[342, 134, 0, 67]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[-0.7487401142866216, 0.5667847598105981, 4.225886730785946, 5.855422325421394, 4.920659382193849, 8.111385228305075]| 59.6309089660644531|      0.20000000|[365, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      20|[-0.7125882158464629, 0.593586254226934, 4.099308732772779, 5.874014977527531, 4.783441878047344, 8.16409576234398]| 54.7101631164550781|      1.00000000|[377, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[-0.7125882158464629, 0.593586254226934, 4.099308732772779, 5.874014977527531, 4.783441878047344, 8.16409576234398]| 54.7101631164550781|      0.20000000|[402, 158, 0, 79]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      22|[-0.7864130104074495, 0.6589363403568171, 4.015217629132105, 5.975025214495447, 4.669836565166149, 8.174031412910981]| 49.7687950134277344|      1.00000000|[412, 162, 0, 81]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[-0.7864130104074495, 0.6589363403568171, 4.015217629132105, 5.975025214495447, 4.669836565166149, 8.174031412910981]| 49.7687950134277344|      0.20000000|[436, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      24|[-0.8980442879740589, 0.7278716131022379, 3.894802402877095, 5.944853337071696, 4.58684244667276, 8.196126512696846]| 44.9138374328613281|      1.00000000|[446, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[-0.8980442879740589, 0.7278716131022379, 3.894802402877095, 5.944853337071696, 4.58684244667276, 8.196126512696846]| 44.9138374328613281|      0.20000000|[471, 186, 0, 93]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
