k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404945974|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.12392153236741, 39.089878825573976, 41.03594372036253, 38.90481552336117]   |851.9668579101562500|      1.11111111|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[23.26795071073661, 38.877557305547676, 40.624076462341115, 39.44069497590148]  |786.0303955078125000|      1.23456790|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[23.012806750238152, 37.862264238136724, 40.37462506212274, 38.835704522773305] |744.4177246093750000|      1.37174211|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[22.07427270707002, 37.15813478564946, 41.076986631034174, 38.943964458251024]  |644.7600097656250000|      1.52415790|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[21.699523700346358, 36.081266895328135, 40.517617157835865, 39.78662799356643] |590.0961303710937500|      1.69350878|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[20.63619501419571, 36.02324028002358, 41.82836967220717, 39.91258375559095]    |509.3508300781250000|      1.88167642|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[19.903499683741078, 34.3922851836923, 42.37186575472215, 40.132722794028105]   |424.6522521972656250|      2.09075158|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[19.2866033189329, 34.45031628763218, 43.38566341734706, 41.853050594179926]    |376.6672058105468750|      2.32305731|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[17.86696177653946, 33.95219675087674, 43.44423674018309, 43.622134894437984]   |303.9285888671875000|      2.58117479|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[15.510304789098447, 34.215683029129536, 43.97910751797227, 44.48995940501648]  |224.2510375976562500|      2.86797199|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[14.491328677949577, 33.67320460572815, 43.60476502868872, 41.89139520805331]   |199.5495452880859375|      3.18663555|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[12.621674961024024, 32.34861914883157, 44.54957100393272, 39.88843337266151]   |139.9412841796875000|      3.54070616|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[10.018990323516398, 33.93329372902721, 46.295986798451096, 39.439577998284484] | 91.1836929321289062|      3.93411796|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[6.925325901290417, 31.764264816310465, 47.252048863977414, 39.97603251304635]  | 35.5589103698730469|      4.37124217|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[5.247750865581503, 27.753428528462077, 47.06449776037233, 39.56188639791168]   | 15.1214990615844727|      4.85693575|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[5.247750865581503, 27.753428528462077, 47.06449776037233, 39.56188639791168]   | 15.1214990615844727|      4.37124217|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[1.374538497304064, 26.886809806519906, 47.93978837402479, 41.17086819773221]   |  0.4727058410644531|      4.85693575|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[1.374538497304064, 26.886809806519906, 47.93978837402479, 41.17086819773221]   |  0.4727058410644531|      4.37124217|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.374538497304064, 26.886809806519906, 47.93978837402479, 41.17086819773221]   |  0.4727058410644531|      3.93411796|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[1.374538497304064, 26.886809806519906, 47.93978837402479, 41.17086819773221]   |  0.4727058410644531|      3.54070616|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
