k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.90000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9444965095137936, 2.1017130956404584]                                        |135.5434722900390625|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9444965095137936, 2.1017130956404584]                                        |135.5434722900390625|      0.90000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9444965095137936, 2.1017130956404584]                                        |135.5434722900390625|      0.81000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.6943524234893563, 1.3313054527480763]                                        | 12.5654945373535156|      0.90000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[1.6943524234893563, 1.3313054527480763]                                        | 12.5654945373535156|      0.81000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.90000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.81000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.72900000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.65610000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.59049000|[63, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.53144100|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.47829690|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.43046721|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.38742049|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.34867844|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.31381060|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.28242954|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.25418658|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.22876792|[110, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.20589113|[115, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.18530202|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.16677182|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.15009464|[131, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.13508517|[136, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.12157665|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[1.1825011933832237, 0.7035249829667689]                                        |  0.2153155654668808|      0.10941899|[148, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.12157665|[154, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.10941899|[160, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.09847709|[165, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.08862938|[171, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.07976644|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.07178980|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.06461082|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.05814974|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.05233476|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.04710129|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.04239116|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.04239116|[213, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      39|[1.258336015193461, 0.7824020707906204]                                         |  0.0894457176327705|      0.03815204|[219, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[1.2288318026984024, 0.8065904933927067]                                        |  0.0733699128031731|      0.04239116|[225, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
