k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00100000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.2490052399234574, 0.3900082612647406, 0.4150604494746189, 0.3899179634067012]|  0.0051820538938046|      0.01000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[0.2490052399234574, 0.3900082612647406, 0.4150604494746189, 0.3899179634067012]|  0.0051820538938046|      0.00100000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.248010808120798, 0.3900111917452112, 0.4151298195679693, 0.3898386879862197] |  0.0050560636445880|      0.01000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[0.248010808120798, 0.3900111917452112, 0.4151298195679693, 0.3898386879862197] |  0.0050560636445880|      0.00100000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.247017441286993, 0.390016197476731, 0.4151946380644627, 0.3897438415911352]  |  0.0049355984665453|      0.01000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[0.247017441286993, 0.390016197476731, 0.4151946380644627, 0.3897438415911352]  |  0.0049355984665453|      0.00100000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[0.2460258375159081, 0.390043616706458, 0.4152555493094388, 0.3896331168547538] |  0.0048205954954028|      0.01000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[0.2460258375159081, 0.390043616706458, 0.4152555493094388, 0.3896331168547538] |  0.0048205954954028|      0.00100000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[0.2450337881819375, 0.3900714901568129, 0.4153131485978394, 0.389524749370195] |  0.0047110584564507|      0.01000000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[0.2450337881819375, 0.3900714901568129, 0.4153131485978394, 0.389524749370195] |  0.0047110584564507|      0.00100000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[0.2440459664883948, 0.3901218636087846, 0.4153746746113662, 0.3893910131867504]|  0.0046069067902863|      0.01000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[0.2440459664883948, 0.3901218636087846, 0.4153746746113662, 0.3893910131867504]|  0.0046069067902863|      0.00100000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[0.2430580606729975, 0.3901716167807296, 0.4154313912274945, 0.3892555512096474]|  0.0045081162825227|      0.01000000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[0.2430580606729975, 0.3901716167807296, 0.4154313912274945, 0.3892555512096474]|  0.0045081162825227|      0.00100000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[0.24207207407666, 0.3902340472146791, 0.4154922079684052, 0.3891133042526165]  |  0.0044146520085633|      0.01000000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[0.24207207407666, 0.3902340472146791, 0.4154922079684052, 0.3891133042526165]  |  0.0044146520085633|      0.00100000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      20|[0.2410908454263402, 0.3903138298425874, 0.4155357176399566, 0.38894321022992]  |  0.0043264101259410|      0.01000000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[0.2410908454263402, 0.3903138298425874, 0.4155357176399566, 0.38894321022992]  |  0.0043264101259410|      0.00100000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[0.240115545408243, 0.3904163753703836, 0.4155815356225642, 0.3887530129589132] |  0.0042433161288500|      0.01000000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[0.240115545408243, 0.3904163753703836, 0.4155815356225642, 0.3887530129589132] |  0.0042433161288500|      0.00100000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[0.2391409325989963, 0.3905193442494342, 0.4156319005925251, 0.38856068341932]  |  0.0041653146035969|      0.01000000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[0.2391409325989963, 0.3905193442494342, 0.4156319005925251, 0.38856068341932]  |  0.0041653146035969|      0.00100000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[0.2381740694679958, 0.3906364793240197, 0.4156663902807919, 0.388336483683332] |  0.0040922882035375|      0.01000000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[0.2381740694679958, 0.3906364793240197, 0.4156663902807919, 0.388336483683332] |  0.0040922882035375|      0.00100000|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[0.23721762374272, 0.3907726368125949, 0.4157114299737064, 0.3880822315663918]  |  0.0040241172537208|      0.01000000|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[0.23721762374272, 0.3907726368125949, 0.4157114299737064, 0.3880822315663918]  |  0.0040241172537208|      0.00100000|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[0.2362673029688349, 0.3909258285705739, 0.4157381560968457, 0.3878125865657859]|  0.0039606685750186|      0.01000000|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[0.2362673029688349, 0.3909258285705739, 0.4157381560968457, 0.3878125865657859]|  0.0039606685750186|      0.00100000|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[0.2353281701866222, 0.3911017235277999, 0.4157650015280935, 0.3875186989950773]|  0.0039017898961902|      0.01000000|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[0.2353281701866222, 0.3911017235277999, 0.4157650015280935, 0.3875186989950773]|  0.0039017898961902|      0.00100000|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[0.2344030986675044, 0.3912992594403676, 0.4157837888534333, 0.3871948637218754]|  0.0038472898304462|      0.01000000|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[0.2344030986675044, 0.3912992594403676, 0.4157837888534333, 0.3871948637218754]|  0.0038472898304462|      0.00100000|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[0.2334998110586052, 0.3915214833934141, 0.4157926743944978, 0.3868279726515814]|  0.0037969173863530|      0.01000000|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[0.2334998110586052, 0.3915214833934141, 0.4157926743944978, 0.3868279726515814]|  0.0037969173863530|      0.00100000|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[0.2326116960305873, 0.3917770596403887, 0.4158238775607291, 0.3864472380440025]|  0.0037504774518311|      0.01000000|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[0.2326116960305873, 0.3917770596403887, 0.4158238775607291, 0.3864472380440025]|  0.0037504774518311|      0.00100000|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[0.2317657080617729, 0.3920679086882499, 0.4158217564152354, 0.3860003525008022]|  0.0037075143773109|      0.01000000|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[0.2317657080617729, 0.3920679086882499, 0.4158217564152354, 0.3860003525008022]|  0.0037075143773109|      0.00100000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[0.2309620812247432, 0.3924080747417562, 0.4157980594140083, 0.3855125929135254]|  0.0036676570307463|      0.01000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[0.2309620812247432, 0.3924080747417562, 0.4157980594140083, 0.3855125929135254]|  0.0036676570307463|      0.00100000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
