k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0554723178140968, 0.9167965027397775]                                        |  5.3160929679870605|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.0554723178140968, 0.9167965027397775]                                        |  5.3160929679870605|      0.10000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.1076602227948282, 0.8314945533264017]                                        |  4.7011704444885254|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.1076602227948282, 0.8314945533264017]                                        |  4.7011704444885254|      0.10000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.1587578060780463, 0.7455350455182796]                                        |  4.1479301452636719|      1.00000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.1587578060780463, 0.7455350455182796]                                        |  4.1479301452636719|      0.10000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.2075785089466862, 0.6582622606915538]                                        |  3.6498541831970215|      1.00000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[1.2075785089466862, 0.6582622606915538]                                        |  3.6498541831970215|      0.10000000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.2862550374492951, 0.5965370319533939]                                        |  3.2396469116210938|      1.00000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[1.2862550374492951, 0.5965370319533939]                                        |  3.2396469116210938|      0.10000000|[63, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.3304035331768793, 0.5068101668293327]                                        |  2.8340003490447998|      1.00000000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[1.3304035331768793, 0.5068101668293327]                                        |  2.8340003490447998|      0.10000000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.3751023229117711, 0.4173561663808567]                                        |  2.4674148559570312|      1.00000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.3751023229117711, 0.4173561663808567]                                        |  2.4674148559570312|      0.10000000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.4192388052701816, 0.3276233912926776]                                        |  2.1360704898834229|      1.00000000|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[1.4192388052701816, 0.3276233912926776]                                        |  2.1360704898834229|      0.10000000|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.457599365922081, 0.2352736896880056]                                         |  1.8363845348358154|      1.00000000|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[1.457599365922081, 0.2352736896880056]                                         |  1.8363845348358154|      0.10000000|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.4975093863098567, 0.1435829580263632]                                        |  1.5654842853546143|      1.00000000|[110, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[1.4975093863098567, 0.1435829580263632]                                        |  1.5654842853546143|      0.10000000|[115, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.5296681102764227, 0.0488949626265134]                                        |  1.3219215869903564|      1.00000000|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[1.5296681102764227, 0.0488949626265134]                                        |  1.3219215869903564|      0.10000000|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.574786358376384, -0.0403482090360308]                                        |  1.1020325422286987|      1.00000000|[131, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[1.574786358376384, -0.0403482090360308]                                        |  1.1020325422286987|      0.10000000|[136, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.6159955448447691, -0.1314624392671745]                                       |  0.9043653607368469|      1.00000000|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[1.6159955448447691, -0.1314624392671745]                                       |  0.9043653607368469|      0.10000000|[148, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.6550283929274687, -0.223530005600563]                                        |  0.7278572320938110|      1.00000000|[154, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.6550283929274687, -0.223530005600563]                                        |  0.7278572320938110|      0.10000000|[160, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.6966763846878241, -0.3144444971974991]                                       |  0.5710886120796204|      1.00000000|[165, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[1.6966763846878241, -0.3144444971974991]                                       |  0.5710886120796204|      0.10000000|[171, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.7283656374320513, -0.4092906424038943]                                       |  0.4350831806659698|      1.00000000|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[1.7283656374320513, -0.4092906424038943]                                       |  0.4350831806659698|      0.10000000|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.7812651887982915, -0.4941531044542601]                                       |  0.3154091238975525|      1.00000000|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[1.7812651887982915, -0.4941531044542601]                                       |  0.3154091238975525|      0.10000000|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.8404377088981771, -0.5747670788323334]                                       |  0.2146940976381302|      1.00000000|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[1.8404377088981771, -0.5747670788323334]                                       |  0.2146940976381302|      0.10000000|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.8404377088981771, -0.5747670788323334]                                       |  0.2146940976381302|      0.01000000|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.84513006743384, -0.5835978076455623]                                         |  0.2055443376302719|      0.10000000|[215, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[1.84513006743384, -0.5835978076455623]                                         |  0.2055443376302719|      0.01000000|[221, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
