k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.11111111|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.2978300459902927, -0.0703151391251422, -7.297156583414975]                   |  6.2829418182373047|      1.23456790|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.2244591432335432, -0.2615813461163691, -7.876337078543286]                   |  2.5358505249023438|      1.37174211|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[1.2244591432335432, -0.2615813461163691, -7.876337078543286]                   |  2.5358505249023438|      1.23456790|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.2244591432335432, -0.2615813461163691, -7.876337078543286]                   |  2.5358505249023438|      1.11111111|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.5378974743632211, -1.115898801514365, -8.058936808759022]                    |  1.3054279088973999|      1.23456790|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.5378974743632211, -1.115898801514365, -8.058936808759022]                    |  1.3054279088973999|      1.11111111|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.5378974743632211, -1.115898801514365, -8.058936808759022]                    |  1.3054279088973999|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.5378974743632211, -1.115898801514365, -8.058936808759022]                    |  1.3054279088973999|      0.90000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.5378974743632211, -1.115898801514365, -8.058936808759022]                    |  1.3054279088973999|      0.81000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.90000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.81000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.72900000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.65610000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.59049000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.53144100|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.47829690|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.43046721|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.38742049|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.34867844|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.31381060|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.28242954|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.25418658|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.22876792|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.20589113|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.18530202|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.1385136549701174, -0.6809079537080235, -7.962236516935686]                  |  1.0656967163085938|      0.16677182|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
