k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1714714956899114, 9.538653122269011, 1.088071474233897]                      |  0.8588660359382629|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.1714714956899114, 9.538653122269011, 1.088071474233897]                      |  0.8588660359382629|      0.50000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.2464570463948236, 9.051484828601247, 1.1720013308423802]                     |  0.4775364398956299|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.2464570463948236, 9.051484828601247, 1.1720013308423802]                     |  0.4775364398956299|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.2464570463948236, 9.051484828601247, 1.1720013308423802]                     |  0.4775364398956299|      0.25000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.2464570463948236, 9.051484828601247, 1.1720013308423802]                     |  0.4775364398956299|      0.12500000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.3295408977790467, 9.062188652035797, 1.2647779539919988]                     |  0.2295056581497192|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.3295408977790467, 9.062188652035797, 1.2647779539919988]                     |  0.2295056581497192|      0.12500000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.379959254745403, 8.971700535257426, 1.3347414444903798]                      |  0.1591787934303284|      0.25000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.4946804924026657, 9.192227171383133, 1.3613316755812623]                     |  0.1204261258244514|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.4946804924026657, 9.192227171383133, 1.3613316755812623]                     |  0.1204261258244514|      0.25000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.6347373862617083, 9.381442365857684, 1.2771789770950284]                     |  0.0692676678299904|      0.50000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.6347373862617083, 9.381442365857684, 1.2771789770950284]                     |  0.0692676678299904|      0.25000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.6347373862617083, 9.381442365857684, 1.2771789770950284]                     |  0.0692676678299904|      0.12500000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
