k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.10000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0534220441856312, -0.015618496812168, -0.0259630642253794, 0.0368254671769276, 0.0210436841847105, -0.0132062070380786, 0.0195563874067425, -0.0018950869568707, -0.0062002906787166, -0.0013239409716201, -0.0058524456238029, -0.0051580315365386, 0.0307170364990028, 0.0021351072446114, -0.0172899233920375, -0.0175176431430754, -0.0068789948730659, 0.0085975347558112, -0.0028125164673651, 0.0258546608415362, -0.037581980798113, -0.0019218515355011]| 14.8694381713867188|      1.00000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.0534220441856312, -0.015618496812168, -0.0259630642253794, 0.0368254671769276, 0.0210436841847105, -0.0132062070380786, 0.0195563874067425, -0.0018950869568707, -0.0062002906787166, -0.0013239409716201, -0.0058524456238029, -0.0051580315365386, 0.0307170364990028, 0.0021351072446114, -0.0172899233920375, -0.0175176431430754, -0.0068789948730659, 0.0085975347558112, -0.0028125164673651, 0.0258546608415362, -0.037581980798113, -0.0019218515355011]| 14.8694381713867188|      0.10000000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.0869443718243126, -0.0082825346215843, 0.0006553535108511, 0.088864657541754, 0.0324269129079801, -0.0195329161652624, 0.0470266747141609, -0.024844738102049, -0.0035361337658232, -0.0040442348837623, -0.0221828864738404, 0.0049454969668398, -0.0049347303127049, 0.0127682739908061, -0.0443339995478828, -0.01544623698077, -0.0142233420341436, -0.0045080824007757, -0.0197552124718993, 0.0315568312054212, -0.0139147395670273, -0.0205352592901925]| 14.7241678237915039|      1.00000000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.0869443718243126, -0.0082825346215843, 0.0006553535108511, 0.088864657541754, 0.0324269129079801, -0.0195329161652624, 0.0470266747141609, -0.024844738102049, -0.0035361337658232, -0.0040442348837623, -0.0221828864738404, 0.0049454969668398, -0.0049347303127049, 0.0127682739908061, -0.0443339995478828, -0.01544623698077, -0.0142233420341436, -0.0045080824007757, -0.0197552124718993, 0.0315568312054212, -0.0139147395670273, -0.0205352592901925]| 14.7241678237915039|      0.10000000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.1320270577588806, -0.0213274982370389, 0.0198234832205368, 0.1392185087914917, 0.0307001074358606, -0.0178973128897008, 0.033070092395391, -0.0066640963554685, 0.0002383312462511, 0.0090110211945357, -0.0184253198557512, 0.0149398596930308, -0.0127836947595951, 0.0028565436171142, -0.0595615586446008, -0.0124746195281626, -0.0028241997721306, 0.0063044124783962, -0.0386984795923986, 0.0036401495429389, -0.0614120810586284, -0.0253505287276201]| 14.5750236511230469|      1.00000000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[0.1320270577588806, -0.0213274982370389, 0.0198234832205368, 0.1392185087914917, 0.0307001074358606, -0.0178973128897008, 0.033070092395391, -0.0066640963554685, 0.0002383312462511, 0.0090110211945357, -0.0184253198557512, 0.0149398596930308, -0.0127836947595951, 0.0028565436171142, -0.0595615586446008, -0.0124746195281626, -0.0028241997721306, 0.0063044124783962, -0.0386984795923986, 0.0036401495429389, -0.0614120810586284, -0.0253505287276201]| 14.5750236511230469|      0.10000000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.1308408063465464, -0.0366386165299085, 0.0628599971434016, 0.1921673339100827, 0.049442019796102, -0.014716033868623, 0.0212707128965645, -0.0188741654264789, 0.0028022103330781, 0.000424886377293, -0.0257067787149548, 0.0119174154495961, -0.0134959271039672, -0.0007719047277981, -0.0291617019178422, -0.0302015915122453, -0.0077983069570413, 0.0242146154141068, -0.0154787657174349, 0.0367125446328104, -0.0460840090447178, -0.0545194646824333]| 14.4784498214721680|      1.00000000|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[0.1308408063465464, -0.0366386165299085, 0.0628599971434016, 0.1921673339100827, 0.049442019796102, -0.014716033868623, 0.0212707128965645, -0.0188741654264789, 0.0028022103330781, 0.000424886377293, -0.0257067787149548, 0.0119174154495961, -0.0134959271039672, -0.0007719047277981, -0.0291617019178422, -0.0302015915122453, -0.0077983069570413, 0.0242146154141068, -0.0154787657174349, 0.0367125446328104, -0.0460840090447178, -0.0545194646824333]| 14.4784498214721680|      0.10000000|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.1913685357463993, 0.0071532481246051, 0.0663075272558067, 0.214532604971744, 0.0359674107812078, -0.0347699190934516, 0.0132083667972268, -0.0002712785948763, -0.0004334602180624, -0.003636343511754, -0.0468646164446127, -0.0065973358673728, -0.014295354542143, -0.0020783888803604, -0.0212564297774391, -0.0176342755837491, -0.0014408699135117, 0.038984626338284, 0.0165469012727042, 0.0200900109172382, -0.0326751632864962, -0.0430619705440426]| 14.3602914810180664|      1.00000000|[292, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[0.1913685357463993, 0.0071532481246051, 0.0663075272558067, 0.214532604971744, 0.0359674107812078, -0.0347699190934516, 0.0132083667972268, -0.0002712785948763, -0.0004334602180624, -0.003636343511754, -0.0468646164446127, -0.0065973358673728, -0.014295354542143, -0.0020783888803604, -0.0212564297774391, -0.0176342755837491, -0.0014408699135117, 0.038984626338284, 0.0165469012727042, 0.0200900109172382, -0.0326751632864962, -0.0430619705440426]| 14.3602914810180664|      0.10000000|[321, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
