k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|     10.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[23.39450912906405, 38.030279519600356, 42.0975225750091, 39.353438586352276]   |729.9520263671875000|     10.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[23.39450912906405, 38.030279519600356, 42.0975225750091, 39.353438586352276]   |729.9520263671875000|      1.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[22.574771970987083, 37.547713419531256, 42.36012730112917, 39.51530182662443]  |655.6419067382812500|     10.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[22.574771970987083, 37.547713419531256, 42.36012730112917, 39.51530182662443]  |655.6419067382812500|      1.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[21.75735751263697, 37.06885270538951, 42.64026994268648, 39.6703699410553]     |587.1346435546875000|     10.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[21.75735751263697, 37.06885270538951, 42.64026994268648, 39.6703699410553]     |587.1346435546875000|      1.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[20.92536227813679, 36.61294822682663, 42.91420662255016, 39.82814741606542]    |524.0599365234375000|     10.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[20.92536227813679, 36.61294822682663, 42.91420662255016, 39.82814741606542]    |524.0599365234375000|      1.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[20.087258272314777, 36.155108656293606, 43.1688283641837, 39.98024071561123]   |466.0797119140625000|     10.00000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[20.087258272314777, 36.155108656293606, 43.1688283641837, 39.98024071561123]   |466.0797119140625000|      1.00000000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[19.237068420582087, 35.714661762168234, 43.4115739529161, 40.135991569917145]  |412.8722229003906250|     10.00000000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[19.237068420582087, 35.714661762168234, 43.4115739529161, 40.135991569917145]  |412.8722229003906250|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[18.380690707383547, 35.27983720143867, 43.64624799585504, 40.2859012336946]    |364.1356201171875000|     10.00000000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[18.380690707383547, 35.27983720143867, 43.64624799585504, 40.2859012336946]    |364.1356201171875000|      1.00000000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[17.51336036183699, 34.857125764854544, 43.86983856790264, 40.42396052952977]   |319.5798950195312500|     10.00000000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[17.51336036183699, 34.857125764854544, 43.86983856790264, 40.42396052952977]   |319.5798950195312500|      1.00000000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[16.637730642641298, 34.4456758376046, 44.087405097531246, 40.552981293024075]  |278.9408874511718750|     10.00000000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[16.637730642641298, 34.4456758376046, 44.087405097531246, 40.552981293024075]  |278.9408874511718750|      1.00000000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[16.637730642641298, 34.4456758376046, 44.087405097531246, 40.552981293024075]  |278.9408874511718750|      0.10000000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[16.54921198990824, 34.40590198822284, 44.10822322707637, 40.565191719139655]   |275.0825195312500000|      1.00000000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[16.54921198990824, 34.40590198822284, 44.10822322707637, 40.565191719139655]   |275.0825195312500000|      0.10000000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[16.460751629981242, 34.36606722514667, 44.12908575806902, 40.577549355355075]  |271.2604980468750000|      1.00000000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[16.460751629981242, 34.36606722514667, 44.12908575806902, 40.577549355355075]  |271.2604980468750000|      0.10000000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[16.372152365978103, 34.32632657150892, 44.149714145533274, 40.58960425050895]  |267.4746093750000000|      1.00000000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[16.372152365978103, 34.32632657150892, 44.149714145533274, 40.58960425050895]  |267.4746093750000000|      0.10000000|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[16.28348726111707, 34.2866956131974, 44.170279995093274, 40.60164302765481]    |263.7245788574218750|      1.00000000|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[16.28348726111707, 34.2866956131974, 44.170279995093274, 40.60164302765481]    |263.7245788574218750|      0.10000000|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[16.19466125597997, 34.247249882628516, 44.19056268086269, 40.613584041399456]  |260.0101928710937500|      1.00000000|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[16.19466125597997, 34.247249882628516, 44.19056268086269, 40.613584041399456]  |260.0101928710937500|      0.10000000|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[16.105779023935614, 34.207957453660505, 44.21091612773664, 40.62549164623656]  |256.3312377929687500|      1.00000000|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[16.105779023935614, 34.207957453660505, 44.21091612773664, 40.62549164623656]  |256.3312377929687500|      0.10000000|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[16.016789062626366, 34.16885643085841, 44.23117199529721, 40.63739108451646]   |252.6874084472656250|      1.00000000|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[16.016789062626366, 34.16885643085841, 44.23117199529721, 40.63739108451646]   |252.6874084472656250|      0.10000000|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[15.927736636947454, 34.12981337597583, 44.25128957862061, 40.64924807348347]   |249.0785522460937500|      1.00000000|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[15.927736636947454, 34.12981337597583, 44.25128957862061, 40.64924807348347]   |249.0785522460937500|      0.10000000|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[15.8385769286533, 34.09104642722931, 44.27149013302483, 40.66106364386955]     |245.5043945312500000|      1.00000000|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[15.8385769286533, 34.09104642722931, 44.27149013302483, 40.66106364386955]     |245.5043945312500000|      0.10000000|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[15.74932807241422, 34.05230900783359, 44.29143358150468, 40.67273895377156]    |241.9647216796875000|      1.00000000|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[15.74932807241422, 34.05230900783359, 44.29143358150468, 40.67273895377156]    |241.9647216796875000|      0.10000000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[15.659901411517737, 34.01386817676802, 44.31118932506383, 40.6843529722113]    |238.4592895507812500|      1.00000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[15.659901411517737, 34.01386817676802, 44.31118932506383, 40.6843529722113]    |238.4592895507812500|      0.10000000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[15.570515397790082, 33.97529973729985, 44.33089212385694, 40.69594675272447]   |234.9878845214843750|      1.00000000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
