k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735710342441, 10.088547766945183, 9.017233703635014]                      |33320054.0000000000000000|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.189513136674108, 11.29826640884742, 4.178552741868917]                      |2483422.2500000000000000|     25.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
       3|[10.189513136674108, 11.29826640884742, 4.178552741868917]                      |2483422.2500000000000000|      5.00000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[11.666076800637558, 7.043439625396248, 2.0068693420407113]                     |350141.4062500000000000|     25.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       5|[11.666076800637558, 7.043439625396248, 2.0068693420407113]                     |350141.4062500000000000|      5.00000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[8.89903343412167, 5.43907305463662, -1.8362386338623096]                       |96109.3906250000000000|     25.00000000|[60, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       7|[8.89903343412167, 5.43907305463662, -1.8362386338623096]                       |96109.3906250000000000|      5.00000000|[70, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[5.780189099417318, 2.5130323560720007, 0.754339650271572]                      |3645.7509765625000000|     25.00000000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
       9|[5.780189099417318, 2.5130323560720007, 0.754339650271572]                      |3645.7509765625000000|      5.00000000|[93, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[5.780189099417318, 2.5130323560720007, 0.754339650271572]                      |3645.7509765625000000|      1.00000000|[103, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[5.385181761490359, 1.6335323318508572, 0.4889175140830746]                     |1500.9483642578125000|      5.00000000|[108, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[5.385181761490359, 1.6335323318508572, 0.4889175140830746]                     |1500.9483642578125000|      1.00000000|[119, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[4.713867111636341, 1.0573127371601059, 0.0227548605105236]                     |647.7925415039062500|      5.00000000|[124, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[4.713867111636341, 1.0573127371601059, 0.0227548605105236]                     |647.7925415039062500|      1.00000000|[135, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[3.825071183146216, 0.6252798358874452, 0.1756906958052781]                     |248.2378387451171875|      5.00000000|[141, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[3.825071183146216, 0.6252798358874452, 0.1756906958052781]                     |248.2378387451171875|      1.00000000|[153, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[2.856095576742446, 0.4145214169699588, 0.0465893284622178]                     | 73.6884536743164062|      5.00000000|[159, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[2.856095576742446, 0.4145214169699588, 0.0465893284622178]                     | 73.6884536743164062|      1.00000000|[170, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.9370544585094365, 0.0651440202831783, -0.1358904174861669]                   | 14.0797929763793945|      5.00000000|[181, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      20|[1.9370544585094365, 0.0651440202831783, -0.1358904174861669]                   | 14.0797929763793945|      1.00000000|[191, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.9370544585094365, 0.0651440202831783, -0.1358904174861669]                   | 14.0797929763793945|      0.20000000|[202, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.8100111196729265, 0.1444516259209951, -0.2684434021574607]                   | 10.7620496749877930|      1.00000000|[207, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[1.8100111196729265, 0.1444516259209951, -0.2684434021574607]                   | 10.7620496749877930|      0.20000000|[218, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.6692540757562102, 0.0135136341996405, -0.2132827557525634]                   |  7.8440165519714355|      1.00000000|[224, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[1.6692540757562102, 0.0135136341996405, -0.2132827557525634]                   |  7.8440165519714355|      0.20000000|[234, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.594894363500127, -0.1058252796697671, -0.0710545699746994]                   |  6.6889147758483887|      1.00000000|[239, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.658405767856426, 0.1844876185155651, 0.1256877268923491]                     |  0.2597172260284424|      5.00000000|[244, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.658405767856426, 0.1844876185155651, 0.1256877268923491]                     |  0.2597172260284424|      1.00000000|[255, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.658405767856426, 0.1844876185155651, 0.1256877268923491]                     |  0.2597172260284424|      0.20000000|[266, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.658405767856426, 0.1844876185155651, 0.1256877268923491]                     |  0.2597172260284424|      0.04000000|[276, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.6217718138322332, 0.1692918349722745, 0.1204875754465943]                    |  0.2039989084005356|      0.20000000|[282, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.6217718138322332, 0.1692918349722745, 0.1204875754465943]                    |  0.2039989084005356|      0.04000000|[294, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.6217718138322332, 0.1692918349722745, 0.1204875754465943]                    |  0.2039989084005356|      0.00800000|[306, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.616806953116139, 0.1677171876075052, 0.1265596956485015]                     |  0.1978088170289993|      0.04000000|[312, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.616806953116139, 0.1677171876075052, 0.1265596956485015]                     |  0.1978088170289993|      0.00800000|[323, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.6116251302023742, 0.1619086431701595, 0.1247132063282612]                    |  0.1892520934343338|      0.04000000|[329, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.6116251302023742, 0.1619086431701595, 0.1247132063282612]                    |  0.1892520934343338|      0.00800000|[341, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.6040358832017391, 0.1594530257366161, 0.1241022456229547]                    |  0.1798523664474487|      0.04000000|[347, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.6040358832017391, 0.1594530257366161, 0.1241022456229547]                    |  0.1798523664474487|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.597601966412577, 0.1547507606710738, 0.1233998084346467]                     |  0.1711224764585495|      0.04000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.597601966412577, 0.1547507606710738, 0.1233998084346467]                     |  0.1711224764585495|      0.00800000|[376, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.5909841015939384, 0.150668838810655, 0.1215178469133447]                     |  0.1627144217491150|      0.04000000|[381, 143, 0, 143]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.5909841015939384, 0.150668838810655, 0.1215178469133447]                     |  0.1627144217491150|      0.00800000|[393, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.5875045492362514, 0.1435255347841833, 0.1224483967376462]                    |  0.1567473560571671|      0.04000000|[398, 149, 0, 149]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.5875045492362514, 0.1435255347841833, 0.1224483967376462]                    |  0.1567473560571671|      0.00800000|[410, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.579984327535117, 0.1408311992700319, 0.1220161679753338]                     |  0.1486207395792007|      0.04000000|[418, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      47|[0.579984327535117, 0.1408311992700319, 0.1220161679753338]                     |  0.1486207395792007|      0.00800000|[429, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
