k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.10000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.01000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00100000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00010000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00001000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[94.9000000081746, 0.0090099971963021, 90.09999998666729, 112.99999983221043, 20.00000000194126, 73.79999999397918, 140.00000016504868, 20.000000019674726]|18902.9160156250000000|      0.00010000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[94.9000000081746, 0.0090099971963021, 90.09999998666729, 112.99999983221043, 20.00000000194126, 73.79999999397918, 140.00000016504868, 20.000000019674726]|18902.9160156250000000|      0.00001000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[94.9000000106487, 0.0090199901856815, 90.09999997002909, 112.99999956033217, 20.000000040827405, 73.79999999044678, 140.00000041440435, 20.00000006721056]|18901.2167968750000000|      0.00010000|[233, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[94.9000000106487, 0.0090199901856815, 90.09999997002909, 112.99999956033217, 20.000000040827405, 73.79999999044678, 140.00000041440435, 20.00000006721056]|18901.2167968750000000|      0.00001000|[262, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[94.90000000285528, 0.0090299851490409, 90.10000002019936, 112.99999936652056, 20.00000001604583, 73.79999996673669, 140.00000065761637, 20.000000051772513]|18900.0371093750000000|      0.00010000|[291, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[94.90000000285528, 0.0090299851490409, 90.10000002019936, 112.99999936652056, 20.00000001604583, 73.79999996673669, 140.00000065761637, 20.000000051772513]|18900.0371093750000000|      0.00001000|[320, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[94.90000000336839, 0.0090399638187492, 90.1000000292853, 112.99999885654297, 20.0000000846732, 73.79999998019763, 140.00000105761688, 20.000000084932324]|18899.3750000000000000|      0.00010000|[349, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[94.90000000336839, 0.0090399638187492, 90.1000000292853, 112.99999885654297, 20.0000000846732, 73.79999998019763, 140.00000105761688, 20.000000084932324]|18899.3750000000000000|      0.00001000|[378, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[94.90000017527724, 0.0090498558813438, 90.09999998760067, 112.99999773367642, 20.000000096836658, 73.80000003605548, 140.0000019803476, 20.000000068258043]|18899.2207031250000000|      0.00010000|[407, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[94.90000017527724, 0.0090498558813438, 90.09999998760067, 112.99999773367642, 20.000000096836658, 73.80000003605548, 140.0000019803476, 20.000000068258043]|18899.2207031250000000|      0.00001000|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[94.90000017527724, 0.0090498558813438, 90.09999998760067, 112.99999773367642, 20.000000096836658, 73.80000003605548, 140.0000019803476, 20.000000068258043]|18899.2207031250000000|      0.00000100|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[94.90000021714326, 0.0090489817478044, 90.09999997901934, 112.9999974239313, 20.000000143051533, 73.80000001183195, 140.00000234244374, 20.00000013372498]|18899.2089843750000000|      0.00001000|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[94.90000021714326, 0.0090489817478044, 90.09999997901934, 112.9999974239313, 20.000000143051533, 73.80000001183195, 140.00000234244374, 20.00000013372498]|18899.2089843750000000|      0.00000100|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[94.90000034193837, 0.0090482997909398, 90.09999987926422, 112.99999684643878, 20.00000008369364, 73.80000000532348, 140.00000275419228, 20.000000186731903]|18899.2031250000000000|      0.00001000|[553, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[94.90000034193837, 0.0090482997909398, 90.09999987926422, 112.99999684643878, 20.00000008369364, 73.80000000532348, 140.00000275419228, 20.000000186731903]|18899.2031250000000000|      0.00000100|[583, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[94.90000046250373, 0.0090478739268183, 90.09999992428057, 112.99999618578907, 20.000000109401004, 73.79999991223727, 140.00000334617374, 20.00000026322567]|18899.1972656250000000|      0.00001000|[612, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[94.90000112179018, 0.009047689822089, 90.0999989052819, 112.9999893737401, 20.000001704415077, 73.79999958581577, 140.00001012730456, 20.000002121913695]|18899.1406250000000000|      0.00010000|[641, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[94.90000112179018, 0.009047689822089, 90.0999989052819, 112.9999893737401, 20.000001704415077, 73.79999958581577, 140.00001012730456, 20.000002121913695]|18899.1406250000000000|      0.00001000|[670, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[94.90000061466718, 0.0090494447147938, 90.0999977281146, 112.999983885953, 20.00000197375017, 73.80000096697144, 140.0000179251819, 20.00000366289525]|18899.0957031250000000|      0.00010000|[699, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[94.90000061466718, 0.0090494447147938, 90.0999977281146, 112.999983885953, 20.00000197375017, 73.80000096697144, 140.0000179251819, 20.00000366289525]|18899.0957031250000000|      0.00001000|[728, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[94.90000061466718, 0.0090494447147938, 90.0999977281146, 112.999983885953, 20.00000197375017, 73.80000096697144, 140.0000179251819, 20.00000366289525]|18899.0957031250000000|      0.00000100|[757, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[94.90000054827327, 0.0090486819347194, 90.09999772173403, 112.99998339883604, 20.0000020035279, 73.80000099969443, 140.00001833295426, 20.000003753443394]|18899.0859375000000000|      0.00001000|[786, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      28|[94.90000054827327, 0.0090486819347194, 90.09999772173403, 112.99998339883604, 20.0000020035279, 73.80000099969443, 140.00001833295426, 20.000003753443394]|18899.0859375000000000|      0.00000100|[815, 56, 0, 56]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[94.9000006351334, 0.0090480531200533, 90.09999762528032, 112.99998284247697, 20.000002087766422, 73.80000098356585, 140.00001885174464, 20.000003794783208]|18899.0800781250000000|      0.00001000|[844, 58, 0, 58]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      30|[94.90000310990263, 0.0090448567790635, 90.09999781168777, 112.99997658427895, 20.00000452149974, 73.80000089488347, 140.00002478896525, 20.00000560520325]|18899.0527343750000000|      0.00010000|[873, 60, 0, 60]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      31|[94.90000310990263, 0.0090448567790635, 90.09999781168777, 112.99997658427895, 20.00000452149974, 73.80000089488347, 140.00002478896525, 20.00000560520325]|18899.0527343750000000|      0.00001000|[903, 62, 0, 62]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[94.90000310990263, 0.0090448567790635, 90.09999781168777, 112.99997658427895, 20.00000452149974, 73.80000089488347, 140.00002478896525, 20.00000560520325]|18899.0527343750000000|      0.00000100|[932, 64, 0, 64]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[94.9000030979706, 0.0090457881788623, 90.09999781992275, 112.99997632637356, 20.000004525862774, 73.80000085478305, 140.00002504126493, 20.000005627267186]|18899.0390625000000000|      0.00001000|[961, 66, 0, 66]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      34|[94.9000030979706, 0.0090457881788623, 90.09999781992275, 112.99997632637356, 20.000004525862774, 73.80000085478305, 140.00002504126493, 20.000005627267186]|18899.0390625000000000|      0.00000100|[990, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[94.90000309185126, 0.0090466623195769, 90.0999977755724, 112.9999760355575, 20.000004514362374, 73.80000085641844, 140.00002542402015, 20.00000567887286]|18899.0292968750000000|      0.00001000|[1019, 70, 0, 70]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[94.90000309185126, 0.0090466623195769, 90.0999977755724, 112.9999760355575, 20.000004514362374, 73.80000085641844, 140.00002542402015, 20.00000567887286]|18899.0292968750000000|      0.00000100|[1048, 72, 0, 72]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[94.90000311345172, 0.0090473879047985, 90.09999763749661, 112.99997550604526, 20.000004484118275, 73.80000088470322, 140.0000258337962, 20.000005741961857]|18899.0214843750000000|      0.00001000|[1077, 74, 0, 74]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[94.90000311345172, 0.0090473879047985, 90.09999763749661, 112.99997550604526, 20.000004484118275, 73.80000088470322, 140.0000258337962, 20.000005741961857]|18899.0214843750000000|      0.00000100|[1107, 76, 0, 76]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[94.90000304716582, 0.0090476502409748, 90.09999761188371, 112.99997484827182, 20.000004591417756, 73.80000075875847, 140.0000264917826, 20.000005924013035]|18899.0156250000000000|      0.00001000|[1137, 78, 0, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      40|[94.90000331238346, 0.0090488202255866, 90.0999972591717, 112.99996750473989, 20.000004630898918, 73.80000034761147, 140.00003308108984, 20.000006882844513]|18898.9628906250000000|      0.00010000|[1166, 80, 0, 80]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      41|[94.90000331238346, 0.0090488202255866, 90.0999972591717, 112.99996750473989, 20.000004630898918, 73.80000034761147, 140.00003308108984, 20.000006882844513]|18898.9628906250000000|      0.00001000|[1195, 82, 0, 82]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[94.90000331238346, 0.0090488202255866, 90.0999972591717, 112.99996750473989, 20.000004630898918, 73.80000034761147, 140.00003308108984, 20.000006882844513]|18898.9628906250000000|      0.00000100|[1225, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[94.90000326936156, 0.0090480977305166, 90.09999727647, 112.99996701456452, 20.00000471372143, 73.80000036578635, 140.00003353965607, 20.000007017403018]|18898.9550781250000000|      0.00001000|[1254, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      44|[94.90000383455781, 0.0090453831228066, 90.09999610936322, 112.9999600644894, 20.00000516696392, 73.80000032165651, 140.0000398372266, 20.000008684437844]|18898.9160156250000000|      0.00010000|[1283, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      45|[94.90000383455781, 0.0090453831228066, 90.09999610936322, 112.9999600644894, 20.00000516696392, 73.80000032165651, 140.0000398372266, 20.000008684437844]|18898.9160156250000000|      0.00001000|[1312, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[94.90000383455781, 0.0090453831228066, 90.09999610936322, 112.9999600644894, 20.00000516696392, 73.80000032165651, 140.0000398372266, 20.000008684437844]|18898.9160156250000000|      0.00000100|[1342, 92, 0, 92]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
