k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      2.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1477028954433767, 0.5418509633506012, 4.90013870052878, 5.50506341127147, 5.913670371394321, 7.900701811021881]|120.9483642578125000|      2.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.1477028954433767, 0.5418509633506012, 4.90013870052878, 5.50506341127147, 5.913670371394321, 7.900701811021881]|120.9483642578125000|      1.00000000|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[-0.656570279253143, 0.5912743512311054, 4.289694763880829, 5.732422390907492, 5.509815623496006, 8.289518929489708]| 74.3532257080078125|      2.00000000|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-0.656570279253143, 0.5912743512311054, 4.289694763880829, 5.732422390907492, 5.509815623496006, 8.289518929489708]| 74.3532257080078125|      1.00000000|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.656570279253143, 0.5912743512311054, 4.289694763880829, 5.732422390907492, 5.509815623496006, 8.289518929489708]| 74.3532257080078125|      0.50000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[-0.8392790097712202, 0.7457863708634992, 4.011462385460174, 5.701812221502514, 5.17419268382677, 8.247679246451275]| 57.8504524230957031|      1.00000000|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.8392790097712202, 0.7457863708634992, 4.011462385460174, 5.701812221502514, 5.17419268382677, 8.247679246451275]| 57.8504524230957031|      0.50000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[-1.1035276491849584, 0.613567304439276, 3.655568160838907, 5.566761110413254, 5.045759714907143, 8.211675832569139]| 48.4029006958007812|      1.00000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[-1.1035276491849584, 0.613567304439276, 3.655568160838907, 5.566761110413254, 5.045759714907143, 8.211675832569139]| 48.4029006958007812|      0.50000000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.144573629655329, 0.8207714324346245, 3.3292085079916753, 5.618942363791405, 4.7357714192678495, 8.21912077614711]| 36.8708114624023438|      1.00000000|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-1.144573629655329, 0.8207714324346245, 3.3292085079916753, 5.618942363791405, 4.7357714192678495, 8.21912077614711]| 36.8708114624023438|      0.50000000|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[-1.144573629655329, 0.8207714324346245, 3.3292085079916753, 5.618942363791405, 4.7357714192678495, 8.21912077614711]| 36.8708114624023438|      0.25000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-1.3179075600977588, 0.9211825351071649, 3.2181104368698303, 5.608918497274165, 4.70088129263009, 8.312460900283059]| 33.9839401245117188|      0.50000000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[-1.3179075600977588, 0.9211825351071649, 3.2181104368698303, 5.608918497274165, 4.70088129263009, 8.312460900283059]| 33.9839401245117188|      0.25000000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[-1.3432274608329366, 1.0767134250455, 3.087313568617817, 5.59978240752274, 4.561169173932312, 8.343416996778698]| 29.3439235687255859|      0.50000000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[-1.3432274608329366, 1.0767134250455, 3.087313568617817, 5.59978240752274, 4.561169173932312, 8.343416996778698]| 29.3439235687255859|      0.25000000|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[-1.3402262099442876, 1.1947356469025743, 2.9135883048658116, 5.523677459442812, 4.450358790005358, 8.325799503567927]| 25.3524570465087891|      0.50000000|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[-1.3402262099442876, 1.1947356469025743, 2.9135883048658116, 5.523677459442812, 4.450358790005358, 8.325799503567927]| 25.3524570465087891|      0.25000000|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[-1.389620639558633, 1.2620597587238518, 2.7601873748462618, 5.402860620333913, 4.3411336521430846, 8.251847021483899]| 22.3909683227539062|      0.50000000|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[-1.389620639558633, 1.2620597587238518, 2.7601873748462618, 5.402860620333913, 4.3411336521430846, 8.251847021483899]| 22.3909683227539062|      0.25000000|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[-1.389620639558633, 1.2620597587238518, 2.7601873748462618, 5.402860620333913, 4.3411336521430846, 8.251847021483899]| 22.3909683227539062|      0.12500000|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-1.3950897229686585, 1.3404384319124167, 2.7620938702304, 5.334952598833296, 4.2717648771712335, 8.246875938505202]| 21.0603008270263672|      0.25000000|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[-1.381929730359271, 1.501637048091647, 2.7312990525475684, 5.406907432137402, 4.100562871358749, 8.216778179281906]| 18.3738727569580078|      0.50000000|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[-1.381929730359271, 1.501637048091647, 2.7312990525475684, 5.406907432137402, 4.100562871358749, 8.216778179281906]| 18.3738727569580078|      0.25000000|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[-1.381929730359271, 1.501637048091647, 2.7312990525475684, 5.406907432137402, 4.100562871358749, 8.216778179281906]| 18.3738727569580078|      0.12500000|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[-1.3451273492156677, 1.5665548279718098, 2.642596824733077, 5.443043337319856, 4.081776089126622, 8.239787624045853]| 17.2639598846435547|      0.25000000|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[-1.3374342755842985, 1.6932048912754742, 2.5804047489002495, 5.447146971189349, 3.875712457050666, 8.232462085730207]| 14.7414064407348633|      0.50000000|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[-1.3374342755842985, 1.6932048912754742, 2.5804047489002495, 5.447146971189349, 3.875712457050666, 8.232462085730207]| 14.7414064407348633|      0.25000000|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[-1.3374342755842985, 1.6932048912754742, 2.5804047489002495, 5.447146971189349, 3.875712457050666, 8.232462085730207]| 14.7414064407348633|      0.12500000|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[-1.3294586744902537, 1.7963969775879847, 2.5500822799251277, 5.442301780756713, 3.8128053072496733, 8.228920106269536]| 13.6444883346557617|      0.25000000|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[-1.3294586744902537, 1.7963969775879847, 2.5500822799251277, 5.442301780756713, 3.8128053072496733, 8.228920106269536]| 13.6444883346557617|      0.12500000|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[-1.351980465223213, 1.851123319214352, 2.477840427199028, 5.404481984395427, 3.739458133405338, 8.238603405362056]| 12.5504856109619141|      0.25000000|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[-1.351980465223213, 1.851123319214352, 2.477840427199028, 5.404481984395427, 3.739458133405338, 8.238603405362056]| 12.5504856109619141|      0.12500000|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[-1.351980465223213, 1.851123319214352, 2.477840427199028, 5.404481984395427, 3.739458133405338, 8.238603405362056]| 12.5504856109619141|      0.06250000|[388, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[-1.3397324224761287, 1.8697643353463267, 2.441829599793175, 5.3867076595056345, 3.69992899288013, 8.253883742401184]| 12.0559949874877930|      0.12500000|[400, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
