k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1805584180893287, 10.263336877698794, 1.9476562385701526]                    |  0.8684932589530945|      2.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.1805584180893287, 10.263336877698794, 1.9476562385701526]                    |  0.8684932589530945|      1.00000000|[21, 0, 0, 5]                                                              |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.1805584180893287, 10.263336877698794, 1.9476562385701526]                    |  0.8684932589530945|      0.50000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.1434299809422815, 10.27983162650267, 1.4493095696569203]                     |  0.3579813539981842|      1.00000000|[45, 0, 0, 11]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       5|[0.1434299809422815, 10.27983162650267, 1.4493095696569203]                     |  0.3579813539981842|      0.50000000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.5610700561299926, 10.02392753791903, 1.3488612493953056]                     |  0.0900045633316040|      1.00000000|[69, 0, 0, 17]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       7|[0.5610700561299926, 10.02392753791903, 1.3488612493953056]                     |  0.0900045633316040|      0.50000000|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.5610700561299926, 10.02392753791903, 1.3488612493953056]                     |  0.0900045633316040|      0.25000000|[93, 0, 0, 23]                                                             |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.5610700561299926, 10.02392753791903, 1.3488612493953056]                     |  0.0900045633316040|      0.12500000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.5575714129233232, 10.079899720192948, 1.237147891612058]                     |  0.0547846816480160|      0.25000000|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      11|[0.5575714129233232, 10.079899720192948, 1.237147891612058]                     |  0.0547846816480160|      0.12500000|[125, 0, 0, 31]                                                            |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
