k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      2.00000000|[59, 4, 0, 2]                                                              |  | trying linear partial model with 31 points | iterate success | actual_k=2
       2|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      1.00000000|[118, 8, 0, 4]                                                             |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|      2.00000000|[176, 12, 0, 6]                                                            |  | trying linear partial model with 31 points | iterate success | actual_k=2
       4|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|      1.00000000|[234, 16, 0, 8]                                                            |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       5|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|      0.50000000|[292, 20, 0, 10]                                                           |  | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[1.1808439297604352, 0.0234253128036708, 0.0906534456268869, 1.6861255134589517, -0.0561721807277068, -0.1264030062949323, -0.0075679817561262, -0.0766616788167243, -0.0833002160435616, -0.0882561225335525, -0.3306503060007168, 0.3167467595440805, 0.2173818032117522, -0.2951323120887826, -0.1520518231824594, -0.1135742918676496, 0.1347207450456547, 0.06762106081813, 0.1725418098802363, 0.1085698209709211, -0.2419148791944475, 0.0580162045597316]| 12.2252473831176758|      1.00000000|[350, 24, 0, 12]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
       7|[1.1808439297604352, 0.0234253128036708, 0.0906534456268869, 1.6861255134589517, -0.0561721807277068, -0.1264030062949323, -0.0075679817561262, -0.0766616788167243, -0.0833002160435616, -0.0882561225335525, -0.3306503060007168, 0.3167467595440805, 0.2173818032117522, -0.2951323120887826, -0.1520518231824594, -0.1135742918676496, 0.1347207450456547, 0.06762106081813, 0.1725418098802363, 0.1085698209709211, -0.2419148791944475, 0.0580162045597316]| 12.2252473831176758|      0.50000000|[408, 28, 0, 14]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.1808439297604352, 0.0234253128036708, 0.0906534456268869, 1.6861255134589517, -0.0561721807277068, -0.1264030062949323, -0.0075679817561262, -0.0766616788167243, -0.0833002160435616, -0.0882561225335525, -0.3306503060007168, 0.3167467595440805, 0.2173818032117522, -0.2951323120887826, -0.1520518231824594, -0.1135742918676496, 0.1347207450456547, 0.06762106081813, 0.1725418098802363, 0.1085698209709211, -0.2419148791944475, 0.0580162045597316]| 12.2252473831176758|      0.25000000|[467, 32, 0, 16]                                                           |  | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[1.305500297311918, 0.088441326611947, 0.0696521697368503, 1.8066534309292428, -0.0709760040727132, -0.1418582239194019, 0.0300790129066568, -0.0003226051069592, -0.0702551281122453, -0.1269394796969779, -0.3147225962771582, 0.3664327108135685, 0.1886185299679134, -0.2469549518442408, -0.1239815847005555, -0.1473676360459923, 0.1413147978412167, 0.1184858825026388, 0.1578517168814698, 0.1687621009090327, -0.2004627131679657, 0.1070827984803184]| 12.1724910736083984|      0.50000000|[526, 36, 0, 18]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      10|[1.305500297311918, 0.088441326611947, 0.0696521697368503, 1.8066534309292428, -0.0709760040727132, -0.1418582239194019, 0.0300790129066568, -0.0003226051069592, -0.0702551281122453, -0.1269394796969779, -0.3147225962771582, 0.3664327108135685, 0.1886185299679134, -0.2469549518442408, -0.1239815847005555, -0.1473676360459923, 0.1413147978412167, 0.1184858825026388, 0.1578517168814698, 0.1687621009090327, -0.2004627131679657, 0.1070827984803184]| 12.1724910736083984|      0.25000000|[585, 40, 0, 20]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      11|[1.418865267869614, 0.0415083862255285, 0.1079954229411252, 1.9669879110905861, -0.0400450892374067, -0.1526697445542947, 0.0827667471842871, 0.0169283785683876, -0.0824934937827825, -0.1118226001528264, -0.2952748869637621, 0.3780300396994041, 0.1755180417051909, -0.3332949219524761, -0.1745339500522603, -0.1901605988287861, 0.1244527365460028, 0.1402345680290625, 0.1201158885674869, 0.1644509671794161, -0.2096609707450477, 0.0765442145537869]| 12.1454963684082031|      0.50000000|[643, 44, 0, 22]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
