k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.128463261801054, -0.1348381912877578, 0.0584834882593451, -0.0626619521202342, -0.223614707298418, 0.2568153292002411, 0.3679819468759791]|56651.6953125000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[9.220733696503746, -0.2255808742252268, 0.9474644084240083, 0.4598871183553018, -0.0700076209210795, 0.5601860124621661, 1.7782369897170496]|53778.7879982883023331|      4.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[7.360194519666163, -1.7138279882141412, -2.01496814899164, 1.3894702933835117, -0.0100919386324107, -0.1602144597123459, 1.3772179959884792]|49012.1718750000000000|      8.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[7.360194519666163, -1.7138279882141412, -2.01496814899164, 1.3894702933835117, -0.0100919386324107, -0.1602144597123459, 1.3772179959884792]|49012.1718750000000000|      4.00000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 34 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[6.710285953620332, -2.2692621668463886, -3.4136228597584437, 1.7439420772387326, 1.9089184963184185, -3.226843636786315, 1.0603411676211216]|45076.0000000000000000|      8.00000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[6.710285953620332, -2.2692621668463886, -3.4136228597584437, 1.7439420772387326, 1.9089184963184185, -3.226843636786315, 1.0603411676211216]|45076.0000000000000000|      4.00000000|[99, 32, 2, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 32 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 35 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[6.544843653890059, -0.6746474801306872, -3.3423333072466206, 2.1274630726914383, -1.5803926726727087, -2.3847603501477805, 0.4332322485025965]|28147.4804687500000000|      8.00000000|[120, 39, 2, 41]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | iterate success | actual_k=1
       8|[9.049090087463465, 1.4961133609829933, -3.5946731743051776, -0.7440114411802803, -7.031928750157918, 1.4457856027781788, -0.1281748913701549]|24843.1347656250000000|     16.00000000|[151, 49, 3, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=1
       9|[7.21210408410283, -0.2527840190927477, 0.4950968054226115, -5.067408953568648, -9.376211017494171, -12.995489445423166, -0.4487547932086777]|9272.2490234375000000|     32.00000000|[160, 52, 3, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      10|[7.21210408410283, -0.2527840190927477, 0.4950968054226115, -5.067408953568648, -9.376211017494171, -12.995489445423166, -0.4487547932086777]|9272.2490234375000000|     16.00000000|[195, 63, 6, 69]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
