k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.612827420387903, 0.0420311119701085, 0.1268176782126224, 0.7779496124291833, -0.0088875460915192, -0.0069117617630052, -0.0020623670298537, 0.0062386722775681, -0.0115449327132294, -0.0091162742804969, -0.0017309296823159, 0.0005795303763287, 0.0013891740275866, -0.000636928524152, -0.0062805772551923, -0.0082653849614014, 0.0150486418107547, 0.0131769255893867, -0.0052814907679431, -0.0104887806780351, -0.0130800753160978, -0.0133704337748467]| 13.1522893905639648|      2.00000000|[113, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[1.7188843561135605, 0.1694019079726217, 0.3497187284360896, 2.399462480745316, -0.2153199596059235, 0.0316604748528663, 0.0047082247241255, -0.0539228919024142, -0.0190487302894775, -0.0789859005686455, 0.0057883513537724, -0.0136368520018438, -0.0504807944988476, -0.0900726579402651, 0.0743565384326732, 0.0221488932860672, 0.0155415888133682, 0.0410768492786868, 0.0859069420835316, -0.0146182427103414, 0.0049564415769847, -0.0435164314600755]| 12.2681636810302734|      4.00000000|[225, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[1.7188843561135605, 0.1694019079726217, 0.3497187284360896, 2.399462480745316, -0.2153199596059235, 0.0316604748528663, 0.0047082247241255, -0.0539228919024142, -0.0190487302894775, -0.0789859005686455, 0.0057883513537724, -0.0136368520018438, -0.0504807944988476, -0.0900726579402651, 0.0743565384326732, 0.0221488932860672, 0.0155415888133682, 0.0410768492786868, 0.0859069420835316, -0.0146182427103414, 0.0049564415769847, -0.0435164314600755]| 12.2681636810302734|      2.00000000|[337, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[1.7188843561135605, 0.1694019079726217, 0.3497187284360896, 2.399462480745316, -0.2153199596059235, 0.0316604748528663, 0.0047082247241255, -0.0539228919024142, -0.0190487302894775, -0.0789859005686455, 0.0057883513537724, -0.0136368520018438, -0.0504807944988476, -0.0900726579402651, 0.0743565384326732, 0.0221488932860672, 0.0155415888133682, 0.0410768492786868, 0.0859069420835316, -0.0146182427103414, 0.0049564415769847, -0.0435164314600755]| 12.2681636810302734|      1.00000000|[449, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       5|[1.7188843561135605, 0.1694019079726217, 0.3497187284360896, 2.399462480745316, -0.2153199596059235, 0.0316604748528663, 0.0047082247241255, -0.0539228919024142, -0.0190487302894775, -0.0789859005686455, 0.0057883513537724, -0.0136368520018438, -0.0504807944988476, -0.0900726579402651, 0.0743565384326732, 0.0221488932860672, 0.0155415888133682, 0.0410768492786868, 0.0859069420835316, -0.0146182427103414, 0.0049564415769847, -0.0435164314600755]| 12.2681636810302734|      0.50000000|[561, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[1.4198203976168497, 0.1413664804722673, 0.2801525181259377, 2.007930387927915, -0.2215129935067034, 0.0437242744446016, 0.00694119882275, -0.0515243732087465, -0.0319587691279918, -0.0573868697192575, 0.0039322676205908, -0.0130519623404272, -0.0434593541847723, -0.0984086079191386, 0.0908371293492013, 0.0166463218213816, 0.0273257081724321, 0.0344447594496246, 0.0755863479137948, -0.0192357686177915, -0.0017479979317507, -0.0380381856363268]| 12.1445121765136719|      1.00000000|[673, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.4198203976168497, 0.1413664804722673, 0.2801525181259377, 2.007930387927915, -0.2215129935067034, 0.0437242744446016, 0.00694119882275, -0.0515243732087465, -0.0319587691279918, -0.0573868697192575, 0.0039322676205908, -0.0130519623404272, -0.0434593541847723, -0.0984086079191386, 0.0908371293492013, 0.0166463218213816, 0.0273257081724321, 0.0344447594496246, 0.0755863479137948, -0.0192357686177915, -0.0017479979317507, -0.0380381856363268]| 12.1445121765136719|      0.50000000|[785, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.4198203976168497, 0.1413664804722673, 0.2801525181259377, 2.007930387927915, -0.2215129935067034, 0.0437242744446016, 0.00694119882275, -0.0515243732087465, -0.0319587691279918, -0.0573868697192575, 0.0039322676205908, -0.0130519623404272, -0.0434593541847723, -0.0984086079191386, 0.0908371293492013, 0.0166463218213816, 0.0273257081724321, 0.0344447594496246, 0.0755863479137948, -0.0192357686177915, -0.0017479979317507, -0.0380381856363268]| 12.1445121765136719|      0.25000000|[897, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.4198203976168497, 0.1413664804722673, 0.2801525181259377, 2.007930387927915, -0.2215129935067034, 0.0437242744446016, 0.00694119882275, -0.0515243732087465, -0.0319587691279918, -0.0573868697192575, 0.0039322676205908, -0.0130519623404272, -0.0434593541847723, -0.0984086079191386, 0.0908371293492013, 0.0166463218213816, 0.0273257081724321, 0.0344447594496246, 0.0755863479137948, -0.0192357686177915, -0.0017479979317507, -0.0380381856363268]| 12.1445121765136719|      0.12500000|[1009, 144, 0, 18]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.4198203976168497, 0.1413664804722673, 0.2801525181259377, 2.007930387927915, -0.2215129935067034, 0.0437242744446016, 0.00694119882275, -0.0515243732087465, -0.0319587691279918, -0.0573868697192575, 0.0039322676205908, -0.0130519623404272, -0.0434593541847723, -0.0984086079191386, 0.0908371293492013, 0.0166463218213816, 0.0273257081724321, 0.0344447594496246, 0.0755863479137948, -0.0192357686177915, -0.0017479979317507, -0.0380381856363268]| 12.1445121765136719|      0.06250000|[1121, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.4198203976168497, 0.1413664804722673, 0.2801525181259377, 2.007930387927915, -0.2215129935067034, 0.0437242744446016, 0.00694119882275, -0.0515243732087465, -0.0319587691279918, -0.0573868697192575, 0.0039322676205908, -0.0130519623404272, -0.0434593541847723, -0.0984086079191386, 0.0908371293492013, 0.0166463218213816, 0.0273257081724321, 0.0344447594496246, 0.0755863479137948, -0.0192357686177915, -0.0017479979317507, -0.0380381856363268]| 12.1445121765136719|      0.03125000|[1233, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
