k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[97, 7, 1, 3]                                                              |  | used linear model with 104 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[193, 15, 2, 6]                                                            |  | used linear model with 104 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[290, 22, 3, 9]                                                            |  | used linear model with 104 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[388, 28, 4, 12]                                                           |  | used linear model with 104 points | iterate failure | actual_k=4
       5|[1.0127790895140254, 0.0196440089515496, 1.8909674513494996, 0.0067938742191643, 0.0311929106392119, 2.0076121241331575, 0.4293327159549112, 0.017847796776397, 2.124422311871429, 0.8036568483437596, 0.0180540795061907, 2.1602060918303136, 0.2191762684506677, 0.0144096638310443, 2.205209281251567, 2.69446037551158, 0.0180002953812606, 2.277842041645107, 0.7975285019068905, 0.0176231807803589, 2.386446896260276, 2.2614777509467237, 0.012166842706884, 2.485245358382346, 14.361001797965653, 0.0522312090897561, 2.558433302099353, 12.161675333092775, 0.0363518151046871, 2.706545369911587, 0.2798899219930041, 0.017714247691566, 2.946969338862453, 0.2394097138237676, 0.0121798963901148, 2.9660607822970197, 1.16216728697733, 0.0228818997554272, 3.134535827716258, 0.1789206094155822, 0.0200696293745485, 3.2266974557722126, 0.1154207923386421, 0.021159089040835, 3.2560641271433086, 3.7365930139282235, 0.0308251135981407, 3.3700535868312276, 0.8255483777824666, 0.0215828182683751, 3.669505177844915, 0.1680081788272178, 0.0249127658168176, 3.7164880478288507, 0.3837061154585103, 0.0258772519128637, 3.8314544009650335, 0.9253425657585393, 0.0183022264474167, 3.9649383598612924, 0.2611459794052092, 0.0234178861642778, 4.052678858442319, 2.0727238920332884, 0.0133568856502832, 4.174075152436126, 1.9473872576476685, 0.0200524086807528, 4.444911428711864, 1.4763945474912852, 0.0156661943011161, 4.569238980674834, 0.477597290565477, 0.0189885580232664, 4.603968993186509, 0.4930261061185091, 0.0232264746597242, 4.713469241512877, 0.327144008153575, 0.0160205076245059, 4.810360132827156, 0.8359454350634575, 0.0150783431361799, 4.964058321862257, 0.4561406469027884, 0.0199642231546831, 5.395542251694544, 0.4873171502558185, 0.0273211768333758, 5.421942046006471, 0.9825981494758629, 0.0204656366241021, 2.583044264369738, -0.0225226084403012, 0.0158056314716627, 3.86114867960935, 0.2692903055831283, 0.0242163950802143, 5.198030401964042]|2481262.4085641861893237|      0.12500000|[484, 36, 5, 15]                                                           |  | used linear model with 104 points | iterate success | actual_k=4
       6|[1.0127790895140254, 0.0196440089515496, 1.8909674513494996, 0.0067938742191643, 0.0311929106392119, 2.0076121241331575, 0.4293327159549112, 0.017847796776397, 2.124422311871429, 0.8036568483437596, 0.0180540795061907, 2.1602060918303136, 0.2191762684506677, 0.0144096638310443, 2.205209281251567, 2.69446037551158, 0.0180002953812606, 2.277842041645107, 0.7975285019068905, 0.0176231807803589, 2.386446896260276, 2.2614777509467237, 0.012166842706884, 2.485245358382346, 14.361001797965653, 0.0522312090897561, 2.558433302099353, 12.161675333092775, 0.0363518151046871, 2.706545369911587, 0.2798899219930041, 0.017714247691566, 2.946969338862453, 0.2394097138237676, 0.0121798963901148, 2.9660607822970197, 1.16216728697733, 0.0228818997554272, 3.134535827716258, 0.1789206094155822, 0.0200696293745485, 3.2266974557722126, 0.1154207923386421, 0.021159089040835, 3.2560641271433086, 3.7365930139282235, 0.0308251135981407, 3.3700535868312276, 0.8255483777824666, 0.0215828182683751, 3.669505177844915, 0.1680081788272178, 0.0249127658168176, 3.7164880478288507, 0.3837061154585103, 0.0258772519128637, 3.8314544009650335, 0.9253425657585393, 0.0183022264474167, 3.9649383598612924, 0.2611459794052092, 0.0234178861642778, 4.052678858442319, 2.0727238920332884, 0.0133568856502832, 4.174075152436126, 1.9473872576476685, 0.0200524086807528, 4.444911428711864, 1.4763945474912852, 0.0156661943011161, 4.569238980674834, 0.477597290565477, 0.0189885580232664, 4.603968993186509, 0.4930261061185091, 0.0232264746597242, 4.713469241512877, 0.327144008153575, 0.0160205076245059, 4.810360132827156, 0.8359454350634575, 0.0150783431361799, 4.964058321862257, 0.4561406469027884, 0.0199642231546831, 5.395542251694544, 0.4873171502558185, 0.0273211768333758, 5.421942046006471, 0.9825981494758629, 0.0204656366241021, 2.583044264369738, -0.0225226084403012, 0.0158056314716627, 3.86114867960935, 0.2692903055831283, 0.0242163950802143, 5.198030401964042]|2481262.4085641861893237|      0.06250000|[581, 43, 6, 18]                                                           |  | used linear model with 104 points | iterate failure | actual_k=4
       7|[1.009912046181144, 0.0126573951402793, 1.8906178743199016, 0.0083696197590467, 0.0257217090852426, 1.9965905242257678, 0.4292243745822387, 0.0288720620439988, 2.12070862524508, 0.805349014533405, 0.018173956428407, 2.1606366158953136, 0.2262391311958981, 0.011161196352484, 2.2053089250582136, 2.693099877469609, 0.0261970613739122, 2.2741313043560454, 0.7965529585847339, 0.0297664884665742, 2.3842240014348373, 2.263265376174827, 0.0348494280224432, 2.4723257683063995, 14.352377838932794, 0.0568370374138915, 2.564701620777754, 12.15967904452338, 0.0561179713609746, 2.711274659574142, 0.286742006812823, 0.0193751818139131, 2.937737063926968, 0.2362868203562807, 0.0089581937376539, 2.959136288709974, 1.1674652649682171, 0.0080088369250332, 3.1410964647398325, 0.1775080709679406, 0.0157395627290682, 3.230716248902677, 0.1179348193489754, 0.0162494364816025, 3.2502982421519717, 3.7454568970856044, 0.0299119023420591, 3.3753892015054165, 0.832212758687165, 0.0231972370590807, 3.6696300491469023, 0.1708740428570866, 0.0314695912499346, 3.714864154503074, 0.3887389285366315, 0.0237635251870806, 3.834932668579944, 0.9293001990996269, 0.0164769081449208, 3.9553666372377627, 0.2638365524018608, 0.0132300057039613, 4.045972518671983, 2.077693223552897, 0.0191664697451199, 4.169143762649498, 1.9509330206727844, 0.018856687071677, 4.441209741404147, 1.4714851258506039, 0.0220198172219934, 4.571858014126943, 0.4781322137995853, 0.020387109366877, 4.593535299906692, 0.4966318006617443, 0.0275816299184917, 4.717066806500725, 0.3280470886805237, 0.0220259806800669, 4.807317531911661, 0.8437992385790087, 0.0177605561331168, 4.961888147371879, 0.4540275803298509, 0.0259979106329901, 5.3938843326716865, 0.4829093146677823, 0.0270039964801289, 5.413499386304086, 0.9875173748779178, 0.0219132859273908, 2.584875787303502, -0.0186159396334132, 0.0275780852988207, 3.8697593466589466, 0.2768669378476508, 0.0260769961161745, 5.198000112567642]|2192651.7012667339295149|      0.12500000|[679, 49, 7, 21]                                                           |  | used linear model with 104 points | iterate success | actual_k=4
       8|[1.009912046181144, 0.0126573951402793, 1.8906178743199016, 0.0083696197590467, 0.0257217090852426, 1.9965905242257678, 0.4292243745822387, 0.0288720620439988, 2.12070862524508, 0.805349014533405, 0.018173956428407, 2.1606366158953136, 0.2262391311958981, 0.011161196352484, 2.2053089250582136, 2.693099877469609, 0.0261970613739122, 2.2741313043560454, 0.7965529585847339, 0.0297664884665742, 2.3842240014348373, 2.263265376174827, 0.0348494280224432, 2.4723257683063995, 14.352377838932794, 0.0568370374138915, 2.564701620777754, 12.15967904452338, 0.0561179713609746, 2.711274659574142, 0.286742006812823, 0.0193751818139131, 2.937737063926968, 0.2362868203562807, 0.0089581937376539, 2.959136288709974, 1.1674652649682171, 0.0080088369250332, 3.1410964647398325, 0.1775080709679406, 0.0157395627290682, 3.230716248902677, 0.1179348193489754, 0.0162494364816025, 3.2502982421519717, 3.7454568970856044, 0.0299119023420591, 3.3753892015054165, 0.832212758687165, 0.0231972370590807, 3.6696300491469023, 0.1708740428570866, 0.0314695912499346, 3.714864154503074, 0.3887389285366315, 0.0237635251870806, 3.834932668579944, 0.9293001990996269, 0.0164769081449208, 3.9553666372377627, 0.2638365524018608, 0.0132300057039613, 4.045972518671983, 2.077693223552897, 0.0191664697451199, 4.169143762649498, 1.9509330206727844, 0.018856687071677, 4.441209741404147, 1.4714851258506039, 0.0220198172219934, 4.571858014126943, 0.4781322137995853, 0.020387109366877, 4.593535299906692, 0.4966318006617443, 0.0275816299184917, 4.717066806500725, 0.3280470886805237, 0.0220259806800669, 4.807317531911661, 0.8437992385790087, 0.0177605561331168, 4.961888147371879, 0.4540275803298509, 0.0259979106329901, 5.3938843326716865, 0.4829093146677823, 0.0270039964801289, 5.413499386304086, 0.9875173748779178, 0.0219132859273908, 2.584875787303502, -0.0186159396334132, 0.0275780852988207, 3.8697593466589466, 0.2768669378476508, 0.0260769961161745, 5.198000112567642]|2192651.7012667339295149|      0.06250000|[776, 56, 8, 24]                                                           |  | used linear model with 104 points | iterate failure | actual_k=4
       9|[1.0024187288454984, 0.0166606268460789, 1.8902156365379321, 0.0045777237890459, 0.0274009384539458, 2.0007875877026717, 0.4317797353900913, 0.041916051871458, 2.1211046819238217, 0.8059222930680114, 0.0189264571532741, 2.1712731037491952, 0.2314531243900828, 0.0150550123238398, 2.2059377046016135, 2.6842311387449507, 0.0469636958586449, 2.272358622278584, 0.8000491071318492, 0.0346643910093188, 2.38947228645487, 2.263384117617703, 0.0419839416876873, 2.467992776425792, 14.348332120492088, 0.0753598431687036, 2.5634686894743157, 12.16011924763582, 0.0683729258013117, 2.7180152701859615, 0.2863151658076678, 0.0234570418479375, 2.9344307989400344, 0.2389952029461942, 0.0116842211764655, 2.9522304647174433, 1.174475259911405, 0.0213676182422964, 3.145830606234708, 0.1768749467475881, 0.0223010647287411, 3.22684736523168, 0.1171100772894566, 0.0122821491358574, 3.236575827565908, 3.748144565081913, 0.0288180243234576, 3.37132115666871, 0.8352603779988311, 0.0240090038050179, 3.6687489884392215, 0.1756666082643552, 0.0351206592473989, 3.7117174974464304, 0.3802243968379838, 0.0387037008440058, 3.8260626058826452, 0.9299745218511601, 0.0271687888162868, 3.9572825131047304, 0.2610124616783586, 0.0131560808867206, 4.042789081258052, 2.077850503625605, 0.024464720601292, 4.176152448546347, 1.953681501347504, 0.0263641853559502, 4.442524416114475, 1.4809325218163079, 0.0253047951647129, 4.578432594056613, 0.4733497142444735, 0.0206947323789044, 4.586307252709859, 0.4935459901622343, 0.0265269779656172, 4.72405640121146, 0.3291906789161637, 0.0231310178458139, 4.808844550600784, 0.8433572166058757, 0.0274648382490091, 4.959306768139855, 0.4505556186884853, 0.0243648083017121, 5.393092025497515, 0.4826819428825571, 0.0340404197808485, 5.412795069628258, 0.9938286010450551, 0.0211122463678105, 2.5941085530967936, -0.0288817426087531, 0.0217718345404415, 3.8816000472014585, 0.2689557030602842, 0.0246181619665819, 5.200027603881905]|1891623.3436970605980605|      0.12500000|[874, 62, 9, 27]                                                           |  | used linear model with 104 points | iterate success | actual_k=4
      10|[1.0048040852732152, 0.0019269977832215, 1.899090104216072, 0.0137493820461084, 0.0135764112955873, 2.006689243093938, 0.4406975778439495, 0.0492919288506415, 2.134968795996492, 0.8116501328668417, 0.0216930691212806, 2.167566393279019, 0.2305472504644953, 0.0105528253648426, 2.1924884300359606, 2.681672503194381, 0.0560092105814305, 2.2686066828814484, 0.8177369675862495, 0.0331007699745198, 2.383327397602816, 2.2763498072439448, 0.0539464846098691, 2.463816566449717, 14.36113714768065, 0.1319878597307162, 2.553092197327514, 12.161970171339037, 0.0784116975726583, 2.750205355187723, 0.2845582290956947, 0.0173993909529945, 2.943089751391314, 0.2416437606310497, 0.0192003799036031, 2.9541570162598574, 1.1844470976357415, 0.0270044879287382, 3.144488656618071, 0.183733991878716, 0.0113693503808209, 3.2371845129045917, 0.1241691344261215, 0.0151994584444379, 3.246209520713711, 3.743778620690943, 0.0760583123363329, 3.3622996612966367, 0.8442502987277904, 0.0070799104854394, 3.6775011185561546, 0.1763554012160555, 0.0421875323809069, 3.724309115957765, 0.3727238062080714, 0.0496822693372656, 3.8331235847056706, 0.9178029998885633, 0.049416254570108, 3.9546570806056707, 0.2646929058924979, 0.0193180124743513, 4.04203270678635, 2.0731070248182655, 0.0386884212820682, 4.172291374353322, 1.959248578975372, 0.051529788507703, 4.463647681487721, 1.4919288596607239, 0.0515937805272375, 4.575390594436285, 0.490552984387121, 0.0277228551709508, 4.579976366092557, 0.5000152689130297, 0.0222980859895101, 4.730152332204515, 0.340104553038622, 0.0157629219533612, 4.817187631399906, 0.8500127699594939, 0.0274345876321447, 4.952992481746112, 0.4585512016322528, 0.0015561195256793, 5.394311992204716, 0.4851886842735994, 0.0299760923654657, 5.411514794634479, 0.9986183621985771, 0.0415613765400392, 2.592672470266889, -0.0294499667114068, 0.010448359771323, 3.889461591358977, 0.2709859590538616, 0.032801684912098, 5.208921845982537]|1588430.8621374953072518|      0.25000000|[973, 67, 10, 30]                                                          |  | used linear model with 104 points | iterate success | actual_k=4
      11|[1.0048040852732152, 0.0019269977832215, 1.899090104216072, 0.0137493820461084, 0.0135764112955873, 2.006689243093938, 0.4406975778439495, 0.0492919288506415, 2.134968795996492, 0.8116501328668417, 0.0216930691212806, 2.167566393279019, 0.2305472504644953, 0.0105528253648426, 2.1924884300359606, 2.681672503194381, 0.0560092105814305, 2.2686066828814484, 0.8177369675862495, 0.0331007699745198, 2.383327397602816, 2.2763498072439448, 0.0539464846098691, 2.463816566449717, 14.36113714768065, 0.1319878597307162, 2.553092197327514, 12.161970171339037, 0.0784116975726583, 2.750205355187723, 0.2845582290956947, 0.0173993909529945, 2.943089751391314, 0.2416437606310497, 0.0192003799036031, 2.9541570162598574, 1.1844470976357415, 0.0270044879287382, 3.144488656618071, 0.183733991878716, 0.0113693503808209, 3.2371845129045917, 0.1241691344261215, 0.0151994584444379, 3.246209520713711, 3.743778620690943, 0.0760583123363329, 3.3622996612966367, 0.8442502987277904, 0.0070799104854394, 3.6775011185561546, 0.1763554012160555, 0.0421875323809069, 3.724309115957765, 0.3727238062080714, 0.0496822693372656, 3.8331235847056706, 0.9178029998885633, 0.049416254570108, 3.9546570806056707, 0.2646929058924979, 0.0193180124743513, 4.04203270678635, 2.0731070248182655, 0.0386884212820682, 4.172291374353322, 1.959248578975372, 0.051529788507703, 4.463647681487721, 1.4919288596607239, 0.0515937805272375, 4.575390594436285, 0.490552984387121, 0.0277228551709508, 4.579976366092557, 0.5000152689130297, 0.0222980859895101, 4.730152332204515, 0.340104553038622, 0.0157629219533612, 4.817187631399906, 0.8500127699594939, 0.0274345876321447, 4.952992481746112, 0.4585512016322528, 0.0015561195256793, 5.394311992204716, 0.4851886842735994, 0.0299760923654657, 5.411514794634479, 0.9986183621985771, 0.0415613765400392, 2.592672470266889, -0.0294499667114068, 0.010448359771323, 3.889461591358977, 0.2709859590538616, 0.032801684912098, 5.208921845982537]|1588430.8621374953072518|      0.12500000|[1073, 71, 11, 33]                                                         |  | used linear model with 104 points | iterate failure | actual_k=4
