k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[13, 0, 0, 3]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.6219256219887037, -1.0984525663061033, 20.03262370676775]                    |291.0270996093750000|      1.00000000|[21, 0, 0, 5]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[0.6219256219887037, -1.0984525663061033, 20.03262370676775]                    |291.0270996093750000|      0.50000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.6219256219887037, -1.0984525663061033, 20.03262370676775]                    |291.0270996093750000|      0.25000000|[45, 0, 0, 11]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.6219256219887037, -1.0984525663061033, 20.03262370676775]                    |291.0270996093750000|      0.12500000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.6219256219887037, -1.0984525663061033, 20.03262370676775]                    |291.0270996093750000|      0.06250000|[69, 0, 0, 17]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.6824390999379895, -1.083283190641464, 20.036399819640316]                    |275.5499267578125000|      0.12500000|[77, 0, 0, 19]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[0.6824390999379895, -1.083283190641464, 20.036399819640316]                    |275.5499267578125000|      0.06250000|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.6881188356467234, -1.1426318497756087, 20.05515421275921]                    |250.7074737548828125|      0.12500000|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[0.6881188356467234, -1.1426318497756087, 20.05515421275921]                    |250.7074737548828125|      0.06250000|[109, 0, 0, 27]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.6881188356467234, -1.1426318497756087, 20.05515421275921]                    |250.7074737548828125|      0.03125000|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
