k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[57, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.9772851142339383, 0.9325009994398243, 0.9054466334779261, 0.9805269331046644, 0.9567712097597755, 0.9970701764566134, 0.9753366189018183, 0.9494100458545561, 1.027264519808598, 1.0180599200482607, 1.0700259561304095, 0.842626259746572, 1.0049985468960094, 0.9139465458060917, 0.9966150210209855, 0.9709255115244411, 1.01203849255697, 1.0261153918098607, 0.9744461289949314, 0.97058791468185, 1.0360334919378766, 1.0198345404675988]|  1.4720549583435059|      0.50000000|[85, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.9772851142339383, 0.9325009994398243, 0.9054466334779261, 0.9805269331046644, 0.9567712097597755, 0.9970701764566134, 0.9753366189018183, 0.9494100458545561, 1.027264519808598, 1.0180599200482607, 1.0700259561304095, 0.842626259746572, 1.0049985468960094, 0.9139465458060917, 0.9966150210209855, 0.9709255115244411, 1.01203849255697, 1.0261153918098607, 0.9744461289949314, 0.97058791468185, 1.0360334919378766, 1.0198345404675988]|  1.4720549583435059|      0.25000000|[113, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.8760874749573695, 0.8831079014055979, 0.8519665775432894, 0.9220370496470928, 0.9357263822541314, 0.9309816773010109, 0.925496364584031, 0.9794529076905963, 0.9796112692331989, 1.0438658456124652, 1.1165311934333204, 0.7384955043020155, 0.951674287777313, 0.8705389867215593, 0.9387791145546913, 0.9342108938741625, 0.9839991515271642, 1.0161359515643238, 0.9788755011662046, 0.9339512158858297, 1.0891297371710322, 0.9497579520919265]|  1.4194800853729248|      0.50000000|[141, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.8760874749573695, 0.8831079014055979, 0.8519665775432894, 0.9220370496470928, 0.9357263822541314, 0.9309816773010109, 0.925496364584031, 0.9794529076905963, 0.9796112692331989, 1.0438658456124652, 1.1165311934333204, 0.7384955043020155, 0.951674287777313, 0.8705389867215593, 0.9387791145546913, 0.9342108938741625, 0.9839991515271642, 1.0161359515643238, 0.9788755011662046, 0.9339512158858297, 1.0891297371710322, 0.9497579520919265]|  1.4194800853729248|      0.25000000|[169, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.8673412889695735, 0.8858257064244386, 0.8016257426983586, 0.9175121197277334, 0.927256998286648, 0.9204365818198258, 0.8408173868787233, 0.867726548593438, 0.9764940063774792, 1.0296347193197213, 1.106649133046729, 0.6432882320431921, 0.9479125486860643, 0.8204750055609384, 0.887932185245199, 0.8653902983539944, 0.9396436524942946, 0.8984417628801489, 0.9629666683055198, 0.8739824214477928, 1.1072511484616425, 0.9212697035363552]|  1.3744695186614990|      0.50000000|[197, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[0.8673412889695735, 0.8858257064244386, 0.8016257426983586, 0.9175121197277334, 0.927256998286648, 0.9204365818198258, 0.8408173868787233, 0.867726548593438, 0.9764940063774792, 1.0296347193197213, 1.106649133046729, 0.6432882320431921, 0.9479125486860643, 0.8204750055609384, 0.887932185245199, 0.8653902983539944, 0.9396436524942946, 0.8984417628801489, 0.9629666683055198, 0.8739824214477928, 1.1072511484616425, 0.9212697035363552]|  1.3744695186614990|      0.25000000|[226, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.8379939860211525, 0.8730056489216442, 0.7598431545241012, 0.8888935608047629, 0.9186957169476134, 0.9134507099090933, 0.7615820801154235, 0.8319966116729476, 0.9881795151593838, 1.0059850785527762, 1.204945175794913, 0.5763226327301878, 0.954355519222911, 0.7607152551953964, 0.9327443276102629, 0.865464513679998, 1.0162001499825413, 0.7929153924502452, 0.8770557672795581, 0.9419292836128341, 1.1442132604585673, 0.9414937711639522]|  1.3403421640396118|      0.50000000|[254, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[0.8379939860211525, 0.8730056489216442, 0.7598431545241012, 0.8888935608047629, 0.9186957169476134, 0.9134507099090933, 0.7615820801154235, 0.8319966116729476, 0.9881795151593838, 1.0059850785527762, 1.204945175794913, 0.5763226327301878, 0.954355519222911, 0.7607152551953964, 0.9327443276102629, 0.865464513679998, 1.0162001499825413, 0.7929153924502452, 0.8770557672795581, 0.9419292836128341, 1.1442132604585673, 0.9414937711639522]|  1.3403421640396118|      0.25000000|[282, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.8705073874178828, 0.8618666943920033, 0.7464662591369375, 0.8329980754179123, 0.8437381657265808, 0.8696302418175613, 0.6892442281754482, 0.7846703301137743, 0.9658397838041318, 0.9555416332020922, 1.1692282549908972, 0.4124014890127458, 1.0066874248043636, 0.756206660401587, 0.9366091455554073, 0.8688095351792267, 0.9908078122336431, 0.7377336646167715, 0.8846320980264909, 0.892689333372591, 1.1974718359567358, 0.9368702907155434]|  1.2830779552459717|      0.50000000|[310, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
