k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[10, 1, 1, 2]                                                              |  | used linear model with 11 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.25000000|[21, 1, 2, 4]                                                              |  | used linear model with 11 points | iterate failure | actual_k=1
       3|[-0.0595923494099384, -0.0356012982845602, -0.0804523140854768, 0.000332582587046, 0.2072303716609098, 0.0255783222947333, 4.91652834186e-05, -0.0676621193008929, -0.0550615263475938]|356941.0158336578169838|      0.50000000|[32, 1, 3, 6]                                                              |  | used linear model with 11 points | iterate success | actual_k=1
       4|[0.1401724140938669, 0.0001295658889262, -0.2811467226210342, -0.1215152820222912, 0.532261667037842, 0.1837344696085193, 0.091221305055967, -0.1872601409382713, -0.0754929022818195]|116330.0440611413359875|      1.00000000|[43, 1, 4, 8]                                                              |  | used linear model with 11 points | iterate success | actual_k=1
       5|[0.1401724140938669, 0.0001295658889262, -0.2811467226210342, -0.1215152820222912, 0.532261667037842, 0.1837344696085193, 0.091221305055967, -0.1872601409382713, -0.0754929022818195]|116330.0440611413359875|      0.50000000|[53, 2, 5, 10]                                                             |  | used linear model with 11 points | iterate failure | actual_k=1
       6|[0.1401724140938669, 0.0001295658889262, -0.2811467226210342, -0.1215152820222912, 0.532261667037842, 0.1837344696085193, 0.091221305055967, -0.1872601409382713, -0.0754929022818195]|116330.0440611413359875|      0.25000000|[64, 2, 6, 12]                                                             |  | used linear model with 11 points | iterate failure | actual_k=1
       7|[0.1401724140938669, 0.0001295658889262, -0.2811467226210342, -0.1215152820222912, 0.532261667037842, 0.1837344696085193, 0.091221305055967, -0.1872601409382713, -0.0754929022818195]|116330.0440611413359875|      0.12500000|[74, 3, 7, 14]                                                             |  | used linear model with 11 points | iterate failure | actual_k=1
       8|[0.1401724140938669, 0.0001295658889262, -0.2811467226210342, -0.1215152820222912, 0.532261667037842, 0.1837344696085193, 0.091221305055967, -0.1872601409382713, -0.0754929022818195]|116330.0440611413359875|      0.06250000|[84, 4, 8, 16]                                                             |  | used linear model with 11 points | iterate failure | actual_k=1
       9|[0.1110274782651308, 0.0241847780561957, -0.2777550476214736, -0.0979569581012423, 0.527389503142165, 0.1525676805183185, 0.0797434778353533, -0.2149711701545702, -0.0713791428451773]|90792.2873241608176613|      0.12500000|[94, 5, 9, 18]                                                             |  | used linear model with 11 points | iterate success | actual_k=1
      10|[0.1336097741054827, 0.0355030382611705, -0.2895264542466519, -0.0723179322825673, 0.6124415649896776, 0.0706091450912968, 0.0758819058922254, -0.2283084601430143, -0.0782465619879154]|30753.7276300366283976|      0.25000000|[105, 5, 10, 20]                                                           |  | used linear model with 11 points | iterate success | actual_k=1
      11|[0.1336097741054827, 0.0355030382611705, -0.2895264542466519, -0.0723179322825673, 0.6124415649896776, 0.0706091450912968, 0.0758819058922254, -0.2283084601430143, -0.0782465619879154]|30753.7276300366283976|      0.12500000|[116, 5, 11, 22]                                                           |  | used linear model with 11 points | iterate failure | actual_k=1
