k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.68824720446763, 36.15514358946622, 269.29130665856803]                      |231811.0937500000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[100.06705387102492, 36.44329801381334, 267.871497092469]                       |225215.6718750000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[102.841259427216, 37.046489228741244, 265.0537064880712]                       |212307.7343750000000000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[108.37994351142522, 38.16311370651845, 259.39012737315136]                     |187628.5781250000000000|     16.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[119.87148481856835, 39.93754673144988, 248.3994101160177]                      |142878.8437500000000000|     32.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[141.61433749642987, 43.2723934496813, 225.1587742642448]                       |71593.8203125000000000|     64.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[190.96470126121855, 63.210138804649006, 189.61967035821624]                    |2841.9128417968750000|    128.00000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[190.96470126121855, 63.210138804649006, 189.61967035821624]                    |2841.9128417968750000|     64.00000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[190.96470126121855, 63.210138804649006, 189.61967035821624]                    |2841.9128417968750000|     32.00000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[207.75857805304264, 86.91752792823115, 176.20604283826137]                     |1558.4654541015625000|     64.00000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[207.75857805304264, 86.91752792823115, 176.20604283826137]                     |1558.4654541015625000|     32.00000000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[207.75857805304264, 86.91752792823115, 176.20604283826137]                     |1558.4654541015625000|     16.00000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[197.27158741633275, 81.1760309712852, 186.83892768099992]                      |424.9418029785156250|     32.00000000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[197.27158741633275, 81.1760309712852, 186.83892768099992]                      |424.9418029785156250|     16.00000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[197.27158741633275, 81.1760309712852, 186.83892768099992]                      |424.9418029785156250|      8.00000000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
