k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7094783002674483, 0.1099224845277911, 1.9196657307641738, 0.6020286297224703, -0.0155211314218292, 2.08951737022705, 1.332710669849311, -0.190492431895404, 2.142159329788468, 0.1086744084050104, 0.0609599095378438, 2.180449665015595, 1.3787394484760365, 0.0772345440182102, 2.1845084646674335, 0.074748788815354, 0.0430422104156138, 2.324750676398062, 1.252243204692246, 0.1214395907187588, 2.5323571259755444, 4.44343921497991, -0.0697099687525551, 2.3535339307754053, 0.7053965132442603, -0.0265927005627402, 2.5369245713405517, 4.411358171895391, 0.065762488635403, 2.612078391351336, 0.09936293317939, -0.1909622064826413, 2.7077841426917804, 0.2261225190534646, 0.1685276145144006, 3.037963542793475, 0.6537869786364839, -0.1674717042385704, 3.1775651264342515, 0.2719196794020942, -0.0693184609533907, 3.14316638819115, 0.0721025795675042, 0.0363720133873383, 3.370238693926431, 1.5670648750860907, 0.1014117521303294, 3.366067021920059, 0.1493863938024661, 0.06072990391833, 3.612449074478446, 0.1773312778111311, -0.1943699494531556, 3.7463675351061605, -0.1091344287889207, 0.1292404875944839, 3.7307562010643895, 0.458870689663566, 0.0365757850140875, 4.025757086694547, 0.2764958206083437, -0.0159016811021235, 3.833633402307899, 0.8116972709551765, 0.0705401903249778, 4.344370349977081, 0.9979682502544306, 0.0069828620389815, 4.553882169516952, 0.8099448933547343, 0.0969217536295346, 4.280680145130852, 0.2671297303673386, 0.067570222752053, 4.500085231016811, 0.5518312513556815, -0.085860022357123, 4.738822153231932, 0.0539058472937715, -0.0213242372712871, 4.870547622468347, 0.3363984521845165, -0.0687019814873553, 4.964572581236966, 0.0588560205486113, 0.058982983004877, 5.515136304513764, 0.2319458063591623, 0.293133966330869, 5.529079761500154, 0.0582938054140362, 0.0202579582157861, 2.662536902042177, -0.0951924492123858, 0.043398966556454, 3.9012875880287323, 0.0799798696551373, -0.0134788190979014, 5.231783648760552]|119345.6796875000000000|      2.00000000|[590, 88, 0, 11]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 165 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 218 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 271 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 324 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 377 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 431 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 484 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 537 points | iterate success | actual_k=8
       2|[0.7094783002674483, 0.1099224845277911, 1.9196657307641738, 0.6020286297224703, -0.0155211314218292, 2.08951737022705, 1.332710669849311, -0.190492431895404, 2.142159329788468, 0.1086744084050104, 0.0609599095378438, 2.180449665015595, 1.3787394484760365, 0.0772345440182102, 2.1845084646674335, 0.074748788815354, 0.0430422104156138, 2.324750676398062, 1.252243204692246, 0.1214395907187588, 2.5323571259755444, 4.44343921497991, -0.0697099687525551, 2.3535339307754053, 0.7053965132442603, -0.0265927005627402, 2.5369245713405517, 4.411358171895391, 0.065762488635403, 2.612078391351336, 0.09936293317939, -0.1909622064826413, 2.7077841426917804, 0.2261225190534646, 0.1685276145144006, 3.037963542793475, 0.6537869786364839, -0.1674717042385704, 3.1775651264342515, 0.2719196794020942, -0.0693184609533907, 3.14316638819115, 0.0721025795675042, 0.0363720133873383, 3.370238693926431, 1.5670648750860907, 0.1014117521303294, 3.366067021920059, 0.1493863938024661, 0.06072990391833, 3.612449074478446, 0.1773312778111311, -0.1943699494531556, 3.7463675351061605, -0.1091344287889207, 0.1292404875944839, 3.7307562010643895, 0.458870689663566, 0.0365757850140875, 4.025757086694547, 0.2764958206083437, -0.0159016811021235, 3.833633402307899, 0.8116972709551765, 0.0705401903249778, 4.344370349977081, 0.9979682502544306, 0.0069828620389815, 4.553882169516952, 0.8099448933547343, 0.0969217536295346, 4.280680145130852, 0.2671297303673386, 0.067570222752053, 4.500085231016811, 0.5518312513556815, -0.085860022357123, 4.738822153231932, 0.0539058472937715, -0.0213242372712871, 4.870547622468347, 0.3363984521845165, -0.0687019814873553, 4.964572581236966, 0.0588560205486113, 0.058982983004877, 5.515136304513764, 0.2319458063591623, 0.293133966330869, 5.529079761500154, 0.0582938054140362, 0.0202579582157861, 2.662536902042177, -0.0951924492123858, 0.043398966556454, 3.9012875880287323, 0.0799798696551373, -0.0134788190979014, 5.231783648760552]|119345.6796875000000000|      1.00000000|[1184, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 164 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 218 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 271 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 324 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 378 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 432 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 488 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 541 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[0.7094783002674483, 0.1099224845277911, 1.9196657307641738, 0.6020286297224703, -0.0155211314218292, 2.08951737022705, 1.332710669849311, -0.190492431895404, 2.142159329788468, 0.1086744084050104, 0.0609599095378438, 2.180449665015595, 1.3787394484760365, 0.0772345440182102, 2.1845084646674335, 0.074748788815354, 0.0430422104156138, 2.324750676398062, 1.252243204692246, 0.1214395907187588, 2.5323571259755444, 4.44343921497991, -0.0697099687525551, 2.3535339307754053, 0.7053965132442603, -0.0265927005627402, 2.5369245713405517, 4.411358171895391, 0.065762488635403, 2.612078391351336, 0.09936293317939, -0.1909622064826413, 2.7077841426917804, 0.2261225190534646, 0.1685276145144006, 3.037963542793475, 0.6537869786364839, -0.1674717042385704, 3.1775651264342515, 0.2719196794020942, -0.0693184609533907, 3.14316638819115, 0.0721025795675042, 0.0363720133873383, 3.370238693926431, 1.5670648750860907, 0.1014117521303294, 3.366067021920059, 0.1493863938024661, 0.06072990391833, 3.612449074478446, 0.1773312778111311, -0.1943699494531556, 3.7463675351061605, -0.1091344287889207, 0.1292404875944839, 3.7307562010643895, 0.458870689663566, 0.0365757850140875, 4.025757086694547, 0.2764958206083437, -0.0159016811021235, 3.833633402307899, 0.8116972709551765, 0.0705401903249778, 4.344370349977081, 0.9979682502544306, 0.0069828620389815, 4.553882169516952, 0.8099448933547343, 0.0969217536295346, 4.280680145130852, 0.2671297303673386, 0.067570222752053, 4.500085231016811, 0.5518312513556815, -0.085860022357123, 4.738822153231932, 0.0539058472937715, -0.0213242372712871, 4.870547622468347, 0.3363984521845165, -0.0687019814873553, 4.964572581236966, 0.0588560205486113, 0.058982983004877, 5.515136304513764, 0.2319458063591623, 0.293133966330869, 5.529079761500154, 0.0582938054140362, 0.0202579582157861, 2.662536902042177, -0.0951924492123858, 0.043398966556454, 3.9012875880287323, 0.0799798696551373, -0.0134788190979014, 5.231783648760552]|119345.6796875000000000|      0.50000000|[1827, 272, 0, 34]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 164 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 217 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 270 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 323 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 378 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 432 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 485 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 538 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 591 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[0.7094783002674483, 0.1099224845277911, 1.9196657307641738, 0.6020286297224703, -0.0155211314218292, 2.08951737022705, 1.332710669849311, -0.190492431895404, 2.142159329788468, 0.1086744084050104, 0.0609599095378438, 2.180449665015595, 1.3787394484760365, 0.0772345440182102, 2.1845084646674335, 0.074748788815354, 0.0430422104156138, 2.324750676398062, 1.252243204692246, 0.1214395907187588, 2.5323571259755444, 4.44343921497991, -0.0697099687525551, 2.3535339307754053, 0.7053965132442603, -0.0265927005627402, 2.5369245713405517, 4.411358171895391, 0.065762488635403, 2.612078391351336, 0.09936293317939, -0.1909622064826413, 2.7077841426917804, 0.2261225190534646, 0.1685276145144006, 3.037963542793475, 0.6537869786364839, -0.1674717042385704, 3.1775651264342515, 0.2719196794020942, -0.0693184609533907, 3.14316638819115, 0.0721025795675042, 0.0363720133873383, 3.370238693926431, 1.5670648750860907, 0.1014117521303294, 3.366067021920059, 0.1493863938024661, 0.06072990391833, 3.612449074478446, 0.1773312778111311, -0.1943699494531556, 3.7463675351061605, -0.1091344287889207, 0.1292404875944839, 3.7307562010643895, 0.458870689663566, 0.0365757850140875, 4.025757086694547, 0.2764958206083437, -0.0159016811021235, 3.833633402307899, 0.8116972709551765, 0.0705401903249778, 4.344370349977081, 0.9979682502544306, 0.0069828620389815, 4.553882169516952, 0.8099448933547343, 0.0969217536295346, 4.280680145130852, 0.2671297303673386, 0.067570222752053, 4.500085231016811, 0.5518312513556815, -0.085860022357123, 4.738822153231932, 0.0539058472937715, -0.0213242372712871, 4.870547622468347, 0.3363984521845165, -0.0687019814873553, 4.964572581236966, 0.0588560205486113, 0.058982983004877, 5.515136304513764, 0.2319458063591623, 0.293133966330869, 5.529079761500154, 0.0582938054140362, 0.0202579582157861, 2.662536902042177, -0.0951924492123858, 0.043398966556454, 3.9012875880287323, 0.0799798696551373, -0.0134788190979014, 5.231783648760552]|119345.6796875000000000|      0.25000000|[2470, 368, 0, 46]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 163 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 216 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 270 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 324 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 377 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 430 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 484 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 537 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 591 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[0.7094783002674483, 0.1099224845277911, 1.9196657307641738, 0.6020286297224703, -0.0155211314218292, 2.08951737022705, 1.332710669849311, -0.190492431895404, 2.142159329788468, 0.1086744084050104, 0.0609599095378438, 2.180449665015595, 1.3787394484760365, 0.0772345440182102, 2.1845084646674335, 0.074748788815354, 0.0430422104156138, 2.324750676398062, 1.252243204692246, 0.1214395907187588, 2.5323571259755444, 4.44343921497991, -0.0697099687525551, 2.3535339307754053, 0.7053965132442603, -0.0265927005627402, 2.5369245713405517, 4.411358171895391, 0.065762488635403, 2.612078391351336, 0.09936293317939, -0.1909622064826413, 2.7077841426917804, 0.2261225190534646, 0.1685276145144006, 3.037963542793475, 0.6537869786364839, -0.1674717042385704, 3.1775651264342515, 0.2719196794020942, -0.0693184609533907, 3.14316638819115, 0.0721025795675042, 0.0363720133873383, 3.370238693926431, 1.5670648750860907, 0.1014117521303294, 3.366067021920059, 0.1493863938024661, 0.06072990391833, 3.612449074478446, 0.1773312778111311, -0.1943699494531556, 3.7463675351061605, -0.1091344287889207, 0.1292404875944839, 3.7307562010643895, 0.458870689663566, 0.0365757850140875, 4.025757086694547, 0.2764958206083437, -0.0159016811021235, 3.833633402307899, 0.8116972709551765, 0.0705401903249778, 4.344370349977081, 0.9979682502544306, 0.0069828620389815, 4.553882169516952, 0.8099448933547343, 0.0969217536295346, 4.280680145130852, 0.2671297303673386, 0.067570222752053, 4.500085231016811, 0.5518312513556815, -0.085860022357123, 4.738822153231932, 0.0539058472937715, -0.0213242372712871, 4.870547622468347, 0.3363984521845165, -0.0687019814873553, 4.964572581236966, 0.0588560205486113, 0.058982983004877, 5.515136304513764, 0.2319458063591623, 0.293133966330869, 5.529079761500154, 0.0582938054140362, 0.0202579582157861, 2.662536902042177, -0.0951924492123858, 0.043398966556454, 3.9012875880287323, 0.0799798696551373, -0.0134788190979014, 5.231783648760552]|119345.6796875000000000|      0.12500000|[3114, 464, 0, 58]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 163 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 216 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 270 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 324 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 379 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 432 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 485 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 538 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 592 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[0.6986193306196529, 0.1011871205401235, 1.921664388752127, 0.5986390375498003, -0.0323270855657043, 2.0917491764611063, 1.3250986242334046, -0.1879304359733319, 2.141745901830146, 0.0860866961546369, 0.0407174807548473, 2.1759780223130663, 1.3674001666899702, 0.0949106750349525, 2.1714281776878823, 0.0989073508757535, 0.0287900937836828, 2.3330972886673282, 1.2559629649661062, 0.1233322021215518, 2.5264608428154136, 4.428830200054951, -0.0773490631759988, 2.36172427954822, 0.7107858819780474, -0.0437000552146568, 2.546586960538175, 4.410029093834806, 0.0901873779430192, 2.6113895702717485, 0.0853340946410402, -0.1861209311405963, 2.7178610061187487, 0.2269380012799843, 0.1728147974078773, 3.044199951066686, 0.6550822080577374, -0.1712985743805405, 3.2001367483200784, 0.2679329751081569, -0.0694195599404053, 3.1545462205205124, 0.0728470895455799, 0.0349022385407638, 3.3676034991395336, 1.579592759499418, 0.0879025754757273, 3.3657333407783088, 0.1400328379240324, 0.053709256986754, 3.606221924713208, 0.1904637720942911, -0.1682797715569069, 3.7314177135437974, -0.1045349121967017, 0.1377151161646325, 3.7386774828146216, 0.4394242004603248, 0.0446737190533308, 4.013914311179598, 0.2767603028604349, -0.0275406136422024, 3.813451205274483, 0.8283032957873288, 0.0766943472067222, 4.348896068103324, 0.993280647298046, 0.0326722552562418, 4.564306254591048, 0.8281581152664378, 0.0874872222904665, 4.267119140417141, 0.261800730046223, 0.0764287474195342, 4.505246077032394, 0.567386709829559, -0.0837206486659599, 4.745508900200673, 0.0578486082404683, -0.0433163530325458, 4.853612580651161, 0.3415472037588143, -0.0582381788332439, 4.948164642860931, 0.0531145782166076, 0.0743049821865535, 5.497454962671025, 0.2309667856258601, 0.2871870571018453, 5.53333887972351, 0.0733267540527058, 0.0395776977618727, 2.6524140028067067, -0.1163456353334516, 0.0262286894961257, 3.894689765265242, 0.078687423371627, -0.0014793814092547, 5.190534190822336]|71999.6328125000000000|      0.25000000|[3277, 488, 0, 61]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | iterate success | actual_k=8
       7|[0.6872580636566836, 0.0663532161761695, 1.9337036627019408, 0.6418712911894414, -0.0644157379510944, 2.073507320010512, 1.271345098683326, -0.2180741397965241, 2.1392671284654114, 0.105529255805109, 0.0206869058966111, 2.1854917678192383, 1.3374058503748478, 0.1532814459766872, 2.1399364779086665, 0.0893992702861771, 0.0301393161925828, 2.325076837957105, 1.2250308782140098, 0.1081304881221255, 2.501338041241822, 4.434855444946253, -0.1329361998561011, 2.3718146716469835, 0.7094793699638559, -0.0569389489089728, 2.516403702011289, 4.457319611231426, 0.1352063136285707, 2.566542233371807, 0.0290430838106407, -0.1787475865855689, 2.6965378649519085, 0.2289339759767087, 0.1782665632629262, 3.0515732383396497, 0.6910654676788937, -0.1796456885252217, 3.2023039938272118, 0.3023790644264481, -0.0680657306030609, 3.1852032670245984, 0.0904639796417667, 0.0237794693501295, 3.3904206430847936, 1.5993036273944814, 0.0934700523878129, 3.3719581586997944, 0.1723823053961678, 0.0937532674133062, 3.613215990002323, 0.1563245877394001, -0.1741392844239218, 3.711255276351922, -0.0597203923632925, 0.1731197038677637, 3.7548457987195003, 0.453746085554856, 0.0105619696344181, 4.011391201318908, 0.2120104193261526, -0.0712109555799655, 3.820494900781483, 0.8267739437430258, 0.0927276205325444, 4.318712277811421, 0.9962298554340288, 0.0544309270330424, 4.556068461874405, 0.8206328190761252, 0.0969975122419105, 4.277278118039925, 0.2703915188965922, 0.0921493640335265, 4.493334503816068, 0.5848158782572508, -0.0812462104527321, 4.784344391649803, 0.0562499260831823, -0.0387000444221528, 4.826726597110949, 0.3591644657509452, -0.0964894715831546, 4.9451539404628955, 0.0625213761067336, 0.0972225109318983, 5.484788887862418, 0.2500431888466104, 0.2535554980163191, 5.542087380337225, 0.0611850307387322, 0.053271119342863, 2.6570590793284157, -0.0982275859975949, 0.0180055397612627, 3.885612857907063, 0.0547835114151176, 0.0236041148523659, 5.197715196739246]|35486.9570312500000000|      0.50000000|[3387, 504, 0, 63]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[0.6872580636566836, 0.0663532161761695, 1.9337036627019408, 0.6418712911894414, -0.0644157379510944, 2.073507320010512, 1.271345098683326, -0.2180741397965241, 2.1392671284654114, 0.105529255805109, 0.0206869058966111, 2.1854917678192383, 1.3374058503748478, 0.1532814459766872, 2.1399364779086665, 0.0893992702861771, 0.0301393161925828, 2.325076837957105, 1.2250308782140098, 0.1081304881221255, 2.501338041241822, 4.434855444946253, -0.1329361998561011, 2.3718146716469835, 0.7094793699638559, -0.0569389489089728, 2.516403702011289, 4.457319611231426, 0.1352063136285707, 2.566542233371807, 0.0290430838106407, -0.1787475865855689, 2.6965378649519085, 0.2289339759767087, 0.1782665632629262, 3.0515732383396497, 0.6910654676788937, -0.1796456885252217, 3.2023039938272118, 0.3023790644264481, -0.0680657306030609, 3.1852032670245984, 0.0904639796417667, 0.0237794693501295, 3.3904206430847936, 1.5993036273944814, 0.0934700523878129, 3.3719581586997944, 0.1723823053961678, 0.0937532674133062, 3.613215990002323, 0.1563245877394001, -0.1741392844239218, 3.711255276351922, -0.0597203923632925, 0.1731197038677637, 3.7548457987195003, 0.453746085554856, 0.0105619696344181, 4.011391201318908, 0.2120104193261526, -0.0712109555799655, 3.820494900781483, 0.8267739437430258, 0.0927276205325444, 4.318712277811421, 0.9962298554340288, 0.0544309270330424, 4.556068461874405, 0.8206328190761252, 0.0969975122419105, 4.277278118039925, 0.2703915188965922, 0.0921493640335265, 4.493334503816068, 0.5848158782572508, -0.0812462104527321, 4.784344391649803, 0.0562499260831823, -0.0387000444221528, 4.826726597110949, 0.3591644657509452, -0.0964894715831546, 4.9451539404628955, 0.0625213761067336, 0.0972225109318983, 5.484788887862418, 0.2500431888466104, 0.2535554980163191, 5.542087380337225, 0.0611850307387322, 0.053271119342863, 2.6570590793284157, -0.0982275859975949, 0.0180055397612627, 3.885612857907063, 0.0547835114151176, 0.0236041148523659, 5.197715196739246]|35486.9570312500000000|      0.25000000|[4031, 600, 0, 75]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 164 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 217 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 273 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 327 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 380 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 433 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 486 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 539 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 592 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[0.6947030240972519, 0.05292889040315, 1.9507081373756705, 0.6455351767249171, -0.0713692709936656, 2.1089457693268137, 1.263844853023747, -0.2364498824677417, 2.1557345261430823, 0.1047235765811572, 0.0309539797156163, 2.153764614580983, 1.313565229755025, 0.1876728231051845, 2.1476721705491326, 0.0785403966618687, 0.0828956276691564, 2.310087253185179, 1.1880985050190815, 0.1367564155994108, 2.4677272476689818, 4.4142953476440026, -0.1814534724676266, 2.421973167220049, 0.7676232006104957, -0.0790601866643645, 2.5072814215606436, 4.5138705373161905, 0.1694398812165276, 2.528932906956388, 0.0255289559421954, -0.1935113052996746, 2.669278247271358, 0.2119677536514122, 0.2094257553638435, 3.1098450259681316, 0.7143398180233534, -0.2112244572062114, 3.223405208363241, 0.3410537871469346, -0.0428502519815437, 3.187550500378494, 0.105072000205415, 0.04296129535126, 3.3720883959502865, 1.6216165066040527, 0.1218963693167718, 3.3874083807802053, 0.1521305605029548, 0.0430356870073503, 3.605849030689638, 0.1502328401987028, -0.1341582508443929, 3.7138565588377808, -0.0813963437188409, 0.1822270439625322, 3.7614533666525194, 0.425480942324768, 0.0249940926475428, 3.9933773859441133, 0.1916531750798003, -0.0668605924252954, 3.7970864063942167, 0.8647131743904972, 0.0798222442176863, 4.327547114616209, 1.0119142353889314, 0.1010519531462274, 4.549523016562708, 0.8463432167431387, 0.0661329753432719, 4.271871108899601, 0.2738261991264143, 0.0834674105253089, 4.478594520066698, 0.5673958964142173, -0.0838057453944765, 4.7496040774980814, 0.0869991715491931, -0.0347684324675342, 4.822563495010187, 0.375211656142683, -0.110922691072577, 4.937066260216562, 0.0728271649178936, 0.0872939553042774, 5.487511397214804, 0.3041777911816017, 0.246083030459937, 5.549269238191013, 0.0511828049421212, 0.0553749139005158, 2.6605674615135184, -0.1212309453534046, 0.0248709926238298, 3.8983626048128293, 0.0098614596832018, 0.0405243231807767, 5.214144703537519]|20470.2714843750000000|      0.50000000|[4142, 616, 0, 77]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[0.6947030240972519, 0.05292889040315, 1.9507081373756705, 0.6455351767249171, -0.0713692709936656, 2.1089457693268137, 1.263844853023747, -0.2364498824677417, 2.1557345261430823, 0.1047235765811572, 0.0309539797156163, 2.153764614580983, 1.313565229755025, 0.1876728231051845, 2.1476721705491326, 0.0785403966618687, 0.0828956276691564, 2.310087253185179, 1.1880985050190815, 0.1367564155994108, 2.4677272476689818, 4.4142953476440026, -0.1814534724676266, 2.421973167220049, 0.7676232006104957, -0.0790601866643645, 2.5072814215606436, 4.5138705373161905, 0.1694398812165276, 2.528932906956388, 0.0255289559421954, -0.1935113052996746, 2.669278247271358, 0.2119677536514122, 0.2094257553638435, 3.1098450259681316, 0.7143398180233534, -0.2112244572062114, 3.223405208363241, 0.3410537871469346, -0.0428502519815437, 3.187550500378494, 0.105072000205415, 0.04296129535126, 3.3720883959502865, 1.6216165066040527, 0.1218963693167718, 3.3874083807802053, 0.1521305605029548, 0.0430356870073503, 3.605849030689638, 0.1502328401987028, -0.1341582508443929, 3.7138565588377808, -0.0813963437188409, 0.1822270439625322, 3.7614533666525194, 0.425480942324768, 0.0249940926475428, 3.9933773859441133, 0.1916531750798003, -0.0668605924252954, 3.7970864063942167, 0.8647131743904972, 0.0798222442176863, 4.327547114616209, 1.0119142353889314, 0.1010519531462274, 4.549523016562708, 0.8463432167431387, 0.0661329753432719, 4.271871108899601, 0.2738261991264143, 0.0834674105253089, 4.478594520066698, 0.5673958964142173, -0.0838057453944765, 4.7496040774980814, 0.0869991715491931, -0.0347684324675342, 4.822563495010187, 0.375211656142683, -0.110922691072577, 4.937066260216562, 0.0728271649178936, 0.0872939553042774, 5.487511397214804, 0.3041777911816017, 0.246083030459937, 5.549269238191013, 0.0511828049421212, 0.0553749139005158, 2.6605674615135184, -0.1212309453534046, 0.0248709926238298, 3.8983626048128293, 0.0098614596832018, 0.0405243231807767, 5.214144703537519]|20470.2714843750000000|      0.25000000|[4786, 712, 0, 89]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 163 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 216 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 270 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 324 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 377 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 431 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 484 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 537 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 591 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
