k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5985125063838014, 0.0784236652843699, 0.1324449788311866, 0.7831929619561145, 0.0161633158387547, -0.0084601877786278, 0.0180063405723914, -0.0076186791404968, -0.0099909205180312, -0.0392034996294901, 0.0118228644740332, 0.0150319153844756, -0.0197949805379392, -0.0011714328920816, -0.0150555078594273, -0.0103028812559842, -0.0156160540227386, 0.0027910658808792, 0.0077755203615715, 0.0282715803794154, -0.0119820470210609, 0.0010275872756256]| 13.1550264358520508|      2.00000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[1.8475350407364273, 0.0045385216966772, 0.3360069306700531, 2.311973451103385, 0.0414675062114435, 0.046688291134509, 0.0474162556097466, -0.0381933728537349, 0.0408393687529778, 0.0121276800680001, 0.0027423712779663, 0.0299316619427693, -0.103158334969807, 0.0305619043317796, -0.0240166773348974, -0.0332278608119937, 0.0150900344949991, 0.0252711685412273, 0.1016898444414521, -0.0372201400171822, 0.1006626308959565, 0.0962302408559862]| 12.2683076858520508|      4.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[1.8475350407364273, 0.0045385216966772, 0.3360069306700531, 2.311973451103385, 0.0414675062114435, 0.046688291134509, 0.0474162556097466, -0.0381933728537349, 0.0408393687529778, 0.0121276800680001, 0.0027423712779663, 0.0299316619427693, -0.103158334969807, 0.0305619043317796, -0.0240166773348974, -0.0332278608119937, 0.0150900344949991, 0.0252711685412273, 0.1016898444414521, -0.0372201400171822, 0.1006626308959565, 0.0962302408559862]| 12.2683076858520508|      2.00000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[1.8475350407364273, 0.0045385216966772, 0.3360069306700531, 2.311973451103385, 0.0414675062114435, 0.046688291134509, 0.0474162556097466, -0.0381933728537349, 0.0408393687529778, 0.0121276800680001, 0.0027423712779663, 0.0299316619427693, -0.103158334969807, 0.0305619043317796, -0.0240166773348974, -0.0332278608119937, 0.0150900344949991, 0.0252711685412273, 0.1016898444414521, -0.0372201400171822, 0.1006626308959565, 0.0962302408559862]| 12.2683076858520508|      1.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       5|[1.8475350407364273, 0.0045385216966772, 0.3360069306700531, 2.311973451103385, 0.0414675062114435, 0.046688291134509, 0.0474162556097466, -0.0381933728537349, 0.0408393687529778, 0.0121276800680001, 0.0027423712779663, 0.0299316619427693, -0.103158334969807, 0.0305619043317796, -0.0240166773348974, -0.0332278608119937, 0.0150900344949991, 0.0252711685412273, 0.1016898444414521, -0.0372201400171822, 0.1006626308959565, 0.0962302408559862]| 12.2683076858520508|      0.50000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      1.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      0.50000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      0.25000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      0.12500000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      0.03125000|[1204, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      12|[1.5358516531130613, -0.0183671126434256, 0.2408904657932069, 1.9348131201967809, 0.042772519486634, 0.0576643011142269, 0.0499050274891551, -0.0541133714014873, 0.0458727629248344, 0.0227928899544858, 0.0060153804982225, 0.0379925926143918, -0.1003244486623399, 0.032849309458372, -0.0172619716569889, -0.0414072100034922, 0.0150544114259453, 0.0298571856876392, 0.0884720881780691, -0.0359708074242443, 0.0902905085825605, 0.0983461230625082]| 12.1446866989135742|      0.01562500|[1314, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
