k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1120964285421016, -0.0231860175491617, 0.0743950401466807, 0.0183812812447254, -0.0112301747050818, 0.1345685161688776, 0.1407441724612034, -0.0351629676462967, 0.111909597176458, 0.0685247465693143, 0.2548404820913332, 0.0963435158748811, 0.1055969899795867, 0.1014844552212145, 0.2084523416986573, 0.0905139464524953, 0.0818925991489462, 0.1913961726491123, 0.1793732489308908, 0.2328886780943785, 0.3420714529417874, 0.2297072477516265, 0.1652353791147652, 0.381828871770672, 0.3604362027643472, 0.2831641856847882, 0.4235709890035431, 0.3391933474906454, 0.3891457805556258, 0.3148667262911745, 0.4717438680964092, 0.3448004097514104, 0.384997192316498, 0.4081484435509874, 0.2452901621741959, 0.2586268316549631, 0.3684242547291947, 0.4195867589710454, 0.4170982567781956, 0.4224995097050905, 0.4513452290718009, 0.4090256281381632, 0.4104756631346127, 0.331195709799899, 0.4567266569588274, 0.504787099884452, 0.3882883091773659, 0.5703634990233136, 0.5489336137408427, 0.6276508598440255, 0.4724791162742561, 0.5125714805745265, 0.5409404011934467, 0.4881038003856417, 0.6429132368285866, 0.4220914437045993, 0.6387944752358559, 0.6176908374943092, 0.5497170716392703, 0.6340435851310784, 0.6626778777533118, 0.700744498729771, 0.6060378986502579, 0.5967391326808031, 0.6560929950612692, 0.8088143038619873, 0.7390544901285336, 0.6999904684063343, 0.754963244986215, 0.70373606016484, 0.7431413945833586, 0.8563146294219965, 0.8268868157295496, 0.7869892822622535, 0.7992301393499426, 0.9249391450583281, 0.8188275387918631, 0.8223834037905065, 0.8555118762110959, 0.825636242310629, 0.890257574842078, 0.9401106214160484, 0.9183890224019898, 0.8736585419048013, 0.8887420185964995, 1.0313566586491707, 0.9897693570578975, 0.8880958117105344, 0.843255807025203, 1.1645709286863313, 0.9997788741891838, 0.9790656268554793, 1.1958609240598734, 1.140620887001244, 1.0903932670259993, 1.192464282047797, 1.2841992478121567, 1.1826486155750717, 1.0935579290046988, 1.2571330882247693]|-127.5934458184641613|      2.00000000|[117, 0, 1, 3]                                                             |  | used linear model with 117 points | iterate success | actual_k=0
       2|[-0.1774694608120969, 0.0103292151769268, 0.2166027811594237, 0.0540451767226489, -0.0353068961044513, 0.206856892470311, 0.0858939758480425, 0.0156387846498135, -0.0177662536992123, -0.0559943470589328, 0.4138033762467447, 0.2568643913378349, 0.3633346867645574, 0.06621552376477, 0.3296883332153628, 0.2849426429763004, 0.2038873496914937, 0.2693178693489449, 0.1650692358511014, 0.0200754408187132, 0.5079698619056554, -0.0492424639476979, 0.1088549323677644, 0.3880980788804944, 0.4039554828683798, 0.3321557256743901, 0.3726848001049196, 0.4748384111059256, 0.4510553403803004, 0.3385376179474938, 0.3795421488784062, 0.4729202598484541, 0.319869232439189, 0.4590627593298472, 0.2449369707796971, 0.4143253987540092, 0.4804441925615768, 0.4452630256884245, 0.5068315970188837, 0.414297162523197, 0.3598473405344162, 0.4366669166518915, 0.5198331672519029, 0.4572631146545311, 0.5987264989651675, 0.6527331398097542, 0.4566694412418348, 0.5688920181806671, 0.4441024438022644, 0.8339122961180552, 0.4213605084510161, 0.5564113025918301, 0.5392170155982627, 0.4178284345974198, 0.7837058353883218, 0.4458112696489017, 0.9205531322365315, 0.5410971088817366, 0.6033332441846639, 0.6715135514864061, 0.4759579021352093, 0.6693642820213451, 0.2352715170020063, 0.8281413277312083, 0.5565181762403008, 0.94066070823629, 0.6791244365654631, 0.703189361790374, 0.7445943369694661, 0.6596429117479546, 0.7694683648772558, 1.0833930417437647, 0.8533272661228174, 0.7235091307426845, 1.051880532511428, 1.1771504713080352, 0.9026061369177161, 0.8450999697375364, 0.8196341941307809, 0.9506405607007495, 0.9414136694517653, 0.8950663796366376, 0.9535387686596876, 0.7454965148986102, 1.0791192452810092, 1.3349868938313214, 1.2135574464394896, 1.0426576278139574, 0.9864677365419561, 1.699475970196462, 1.3727278096027693, 1.3867850920155402, 1.5929566548350587, 1.5082270081714415, 1.4760357032920055, 1.6350828994528193, 2.042201459285482, 1.7682224441438805, 1.2752688146360842, 1.7537884412190081]|-372.4547586465073437|      4.00000000|[234, 0, 2, 6]                                                             |  | used linear model with 117 points | iterate success | actual_k=0
       3|[-0.2330815217099568, -0.1626059010257816, 0.0261835526128019, -0.2268219723499202, -0.7687025269353079, -0.1124351223024895, -0.010785223811129, -0.4669771877133365, 0.2722573224344249, -0.376199718030051, 0.8872073214594769, 0.1347419691107847, 0.8655666047577886, -0.0645503439124845, 0.7136185819383811, 0.3320654468868302, -0.0879561401637663, 0.773609934740897, 0.0145138178780441, -0.0899996816627676, 0.6524989384080502, -0.7633212551586729, 0.1866772036507311, 0.7160490557453849, 0.761810420534184, 0.5400533548075677, 0.8258712790044274, 0.4054714414168853, 0.5093381177282656, 0.4441385554537641, 1.0627513747391868, 0.8576837211263197, 0.2552843560928024, 1.1705366801227401, 0.1992656333629211, 0.298064096843933, 0.7444887486059973, 0.3735420003755801, 1.3803236807497585, 0.8350837422993702, 0.8213080975736824, 0.8561525341775571, 0.7747219580806548, 0.2325705125380794, 0.2206516556400967, 0.5590572293072296, 0.7463570102428444, 1.0485407590124654, 0.7307475905799444, 1.5189604719155403, 0.3348345502859827, 0.6390925502627652, 0.7973260592481604, 0.3490714819820294, 0.9921713696600185, 0.8619123670609732, 1.1649135105632311, 0.8146290738768442, 0.9288194498121509, 1.3036078649740181, 0.9492881708265148, 0.8103123196443811, 0.2101516288047473, 1.190289818349754, 1.03799551908502, 0.9889032394486331, 1.0722961178554786, 0.9418316754844747, 0.7068964099925256, 0.7708139581111039, 1.2400976797556855, 1.5162763917052593, 1.1678115191807186, 1.2950568388634327, 1.7573225608644472, 2.0113249502690005, 1.497120303345508, 1.0550065900383738, 0.9647371847296794, 1.5997193937056993, 1.2707173442937227, 0.8281279984005436, 1.2892980942033416, 1.579554248777093, 1.1569313693999932, 1.86636775992474, 1.2128450076142843, 1.4997896944170521, 1.6916935620584015, 2.271404671517914, 2.0471414154500973, 1.7207211850726263, 2.2099550562502244, 1.7388272411171093, 2.0923850868961646, 1.9282266085972855, 1.648589949261325, 2.1937465311058038, 1.53765858970467, 2.277198589622614]|-874.6586275644572197|      8.00000000|[351, 0, 3, 9]                                                             |  | used linear model with 117 points | iterate success | actual_k=0
       4|[-0.5852158537875221, -0.7539901557143514, -1.1710471533745817, -0.3473734330237851, -0.7012791448075456, 0.2647675241614527, 0.113453486014295, -0.5681915131732019, 2.4438599936963845, -1.5348539136707506, 1.9904333506543892, -0.1341514602245525, 1.2661718907984478, -0.0340340481452848, 0.1576961613428965, -2.2706215355011383, -0.6327851611141114, 0.3908393967359526, -0.8665785265499293, 1.2119775510418151, 0.7774972686966145, -0.4097366514409273, 1.2697681594662782, 1.3326006339347265, 1.3619191798394814, 1.277630638070296, 2.3246468429846603, 0.9931401738163148, 0.3546112878596747, -0.2519800493633175, 1.4706241030267793, 0.9015944358496709, 0.9120351220427121, 2.0905537083896326, -0.0536931236925914, 0.0557598866865366, 1.2032822020404597, 0.4229159718297049, 2.1588868413722024, 1.0460116620822124, 1.2419421016676175, 1.816680236616531, 1.2464848762654335, 0.3887212471453115, -0.1201882825665493, 2.324064444849258, 0.0527667227335231, 1.8561020845789502, 0.9351867776158477, 1.7423028831730107, 0.9559427028713884, 0.2454506311804748, 1.2526058831867162, 1.131327732042852, 0.9034461241817505, 1.6096574697054047, 1.2851006590750904, 2.1877988623097684, 1.2263630965940506, 1.6737055923298692, 1.361685078820448, 0.5844002177889326, 1.3413496416939306, 0.5037666589848145, 1.2002222949489876, 1.8204873983258265, 1.8598585511839079, 1.0816504223530596, 1.1622313309716628, 0.5305582852830999, 1.4141437797355196, 0.6358053638431902, 1.862812462791772, 1.8039350856504408, 1.7679582450653806, 0.1922094823529208, 0.7682066492404754, 1.540940730452773, 2.227743149570086, 2.314274275478742, 2.827424613059474, 2.6634238008482223, 1.7908116182258964, 1.968515634138635, 1.4882571651287826, 0.7086773120537131, 1.7805886551891128, 1.5795949357123278, 0.71585219330643, 2.094215183457639, 1.5146991990639211, 1.321343467813182, 2.654747829165177, 1.2130045936105391, 1.0575830111771927, 1.3919326087086281, 1.7982243561126232, 2.0331934809613554, 3.3373706521031945, 3.0312119564126707]|-1123.8964654771591540|     16.00000000|[468, 0, 4, 12]                                                            |  | used linear model with 117 points | iterate success | actual_k=0
       5|[-0.5852158537875221, -0.7539901557143514, -1.1710471533745817, -0.3473734330237851, -0.7012791448075456, 0.2647675241614527, 0.113453486014295, -0.5681915131732019, 2.4438599936963845, -1.5348539136707506, 1.9904333506543892, -0.1341514602245525, 1.2661718907984478, -0.0340340481452848, 0.1576961613428965, -2.2706215355011383, -0.6327851611141114, 0.3908393967359526, -0.8665785265499293, 1.2119775510418151, 0.7774972686966145, -0.4097366514409273, 1.2697681594662782, 1.3326006339347265, 1.3619191798394814, 1.277630638070296, 2.3246468429846603, 0.9931401738163148, 0.3546112878596747, -0.2519800493633175, 1.4706241030267793, 0.9015944358496709, 0.9120351220427121, 2.0905537083896326, -0.0536931236925914, 0.0557598866865366, 1.2032822020404597, 0.4229159718297049, 2.1588868413722024, 1.0460116620822124, 1.2419421016676175, 1.816680236616531, 1.2464848762654335, 0.3887212471453115, -0.1201882825665493, 2.324064444849258, 0.0527667227335231, 1.8561020845789502, 0.9351867776158477, 1.7423028831730107, 0.9559427028713884, 0.2454506311804748, 1.2526058831867162, 1.131327732042852, 0.9034461241817505, 1.6096574697054047, 1.2851006590750904, 2.1877988623097684, 1.2263630965940506, 1.6737055923298692, 1.361685078820448, 0.5844002177889326, 1.3413496416939306, 0.5037666589848145, 1.2002222949489876, 1.8204873983258265, 1.8598585511839079, 1.0816504223530596, 1.1622313309716628, 0.5305582852830999, 1.4141437797355196, 0.6358053638431902, 1.862812462791772, 1.8039350856504408, 1.7679582450653806, 0.1922094823529208, 0.7682066492404754, 1.540940730452773, 2.227743149570086, 2.314274275478742, 2.827424613059474, 2.6634238008482223, 1.7908116182258964, 1.968515634138635, 1.4882571651287826, 0.7086773120537131, 1.7805886551891128, 1.5795949357123278, 0.71585219330643, 2.094215183457639, 1.5146991990639211, 1.321343467813182, 2.654747829165177, 1.2130045936105391, 1.0575830111771927, 1.3919326087086281, 1.7982243561126232, 2.0331934809613554, 3.3373706521031945, 3.0312119564126707]|-1123.8964654771591540|      8.00000000|[585, 0, 5, 15]                                                            |  | used linear model with 117 points | iterate failure | actual_k=0
       6|[-0.5852158537875221, -0.7539901557143514, -1.1710471533745817, -0.3473734330237851, -0.7012791448075456, 0.2647675241614527, 0.113453486014295, -0.5681915131732019, 2.4438599936963845, -1.5348539136707506, 1.9904333506543892, -0.1341514602245525, 1.2661718907984478, -0.0340340481452848, 0.1576961613428965, -2.2706215355011383, -0.6327851611141114, 0.3908393967359526, -0.8665785265499293, 1.2119775510418151, 0.7774972686966145, -0.4097366514409273, 1.2697681594662782, 1.3326006339347265, 1.3619191798394814, 1.277630638070296, 2.3246468429846603, 0.9931401738163148, 0.3546112878596747, -0.2519800493633175, 1.4706241030267793, 0.9015944358496709, 0.9120351220427121, 2.0905537083896326, -0.0536931236925914, 0.0557598866865366, 1.2032822020404597, 0.4229159718297049, 2.1588868413722024, 1.0460116620822124, 1.2419421016676175, 1.816680236616531, 1.2464848762654335, 0.3887212471453115, -0.1201882825665493, 2.324064444849258, 0.0527667227335231, 1.8561020845789502, 0.9351867776158477, 1.7423028831730107, 0.9559427028713884, 0.2454506311804748, 1.2526058831867162, 1.131327732042852, 0.9034461241817505, 1.6096574697054047, 1.2851006590750904, 2.1877988623097684, 1.2263630965940506, 1.6737055923298692, 1.361685078820448, 0.5844002177889326, 1.3413496416939306, 0.5037666589848145, 1.2002222949489876, 1.8204873983258265, 1.8598585511839079, 1.0816504223530596, 1.1622313309716628, 0.5305582852830999, 1.4141437797355196, 0.6358053638431902, 1.862812462791772, 1.8039350856504408, 1.7679582450653806, 0.1922094823529208, 0.7682066492404754, 1.540940730452773, 2.227743149570086, 2.314274275478742, 2.827424613059474, 2.6634238008482223, 1.7908116182258964, 1.968515634138635, 1.4882571651287826, 0.7086773120537131, 1.7805886551891128, 1.5795949357123278, 0.71585219330643, 2.094215183457639, 1.5146991990639211, 1.321343467813182, 2.654747829165177, 1.2130045936105391, 1.0575830111771927, 1.3919326087086281, 1.7982243561126232, 2.0331934809613554, 3.3373706521031945, 3.0312119564126707]|-1123.8964654771591540|      4.00000000|[702, 0, 6, 18]                                                            |  | used linear model with 117 points | iterate failure | actual_k=0
       7|[-1.6135477464721564, -1.3385580866195248, -0.732204611858621, -0.9488291879245019, -1.6402886994961707, 0.93789105389038, 0.3624642716800847, -0.5890884191535549, 2.0950889978876885, -1.7418775410402525, 2.06123876248576, -0.7262712384070071, 1.6751713949155607, -0.5188830153089368, 0.3567721304779777, -2.0623030989658875, -1.2816583019166254, 0.8845174499080526, -1.0160142833432981, 1.1149815367369176, 1.3049933475743796, -1.1386545763456561, 1.1864058457161093, 1.3423816930291643, 2.258044537725707, 1.6533548157814737, 1.8246425337986465, 0.8255381203638583, 0.5072424345894864, -0.4868953414018626, 1.3451934676364423, 1.273242953942669, 1.2820236972452306, 1.685160584458007, -0.1447239478838248, 0.1092476959148843, 0.8868549255957583, 0.7955807360992913, 2.138066759069272, 1.4843429381668383, 1.1538378351640415, 2.620747879309409, 1.3577986549126713, 1.1589523716236154, -0.6690047060083302, 1.8552569757880752, 0.4680097883062556, 2.044454323200518, 1.11785893412788, 1.942082226447412, 1.19506688535699, 0.4120624721446916, 1.0895970621618214, 0.9147756296702932, 1.1815088507874076, 1.5406295954143636, 1.2718224080275604, 1.5710530088217496, 1.0094625059168072, 1.995410544956008, 1.2190433588391831, 1.0952068861915305, 1.1919264546110808, 0.0850054690160252, 1.9803578062226772, 1.6917919989632, 1.6927068081291456, 0.9893244259288854, 0.7605097482526398, 1.0885708518393062, 1.3014603882039304, 0.695747569369035, 1.2159127474994451, 2.0846718816018317, 2.025961357191592, 0.2588660013629147, 1.5046172708343868, 1.5010620532404477, 1.733130379554882, 1.9741267720301634, 2.431250766044681, 2.3335085496635433, 1.3472190762422953, 1.884345347054496, 1.9756926433922588, 0.8272951748565763, 1.9338337746829073, 1.268006315616163, 0.9858068288821888, 1.5587280629397333, 1.5533685101469967, 1.2190529546947098, 2.647445352096909, 1.2485225320761277, 1.1724948232610801, 1.8864505869574775, 1.8051310103877396, 1.7032353488331875, 3.9656798426578725, 3.1722728123562165]|-1426.4643302039630726|      8.00000000|[819, 0, 7, 21]                                                            |  | used linear model with 117 points | iterate success | actual_k=0
       8|[-1.6135477464721564, -1.3385580866195248, -0.732204611858621, -0.9488291879245019, -1.6402886994961707, 0.93789105389038, 0.3624642716800847, -0.5890884191535549, 2.0950889978876885, -1.7418775410402525, 2.06123876248576, -0.7262712384070071, 1.6751713949155607, -0.5188830153089368, 0.3567721304779777, -2.0623030989658875, -1.2816583019166254, 0.8845174499080526, -1.0160142833432981, 1.1149815367369176, 1.3049933475743796, -1.1386545763456561, 1.1864058457161093, 1.3423816930291643, 2.258044537725707, 1.6533548157814737, 1.8246425337986465, 0.8255381203638583, 0.5072424345894864, -0.4868953414018626, 1.3451934676364423, 1.273242953942669, 1.2820236972452306, 1.685160584458007, -0.1447239478838248, 0.1092476959148843, 0.8868549255957583, 0.7955807360992913, 2.138066759069272, 1.4843429381668383, 1.1538378351640415, 2.620747879309409, 1.3577986549126713, 1.1589523716236154, -0.6690047060083302, 1.8552569757880752, 0.4680097883062556, 2.044454323200518, 1.11785893412788, 1.942082226447412, 1.19506688535699, 0.4120624721446916, 1.0895970621618214, 0.9147756296702932, 1.1815088507874076, 1.5406295954143636, 1.2718224080275604, 1.5710530088217496, 1.0094625059168072, 1.995410544956008, 1.2190433588391831, 1.0952068861915305, 1.1919264546110808, 0.0850054690160252, 1.9803578062226772, 1.6917919989632, 1.6927068081291456, 0.9893244259288854, 0.7605097482526398, 1.0885708518393062, 1.3014603882039304, 0.695747569369035, 1.2159127474994451, 2.0846718816018317, 2.025961357191592, 0.2588660013629147, 1.5046172708343868, 1.5010620532404477, 1.733130379554882, 1.9741267720301634, 2.431250766044681, 2.3335085496635433, 1.3472190762422953, 1.884345347054496, 1.9756926433922588, 0.8272951748565763, 1.9338337746829073, 1.268006315616163, 0.9858068288821888, 1.5587280629397333, 1.5533685101469967, 1.2190529546947098, 2.647445352096909, 1.2485225320761277, 1.1724948232610801, 1.8864505869574775, 1.8051310103877396, 1.7032353488331875, 3.9656798426578725, 3.1722728123562165]|-1426.4643302039630726|      4.00000000|[936, 0, 8, 24]                                                            |  | used linear model with 117 points | iterate failure | actual_k=0
       9|[-1.6135477464721564, -1.3385580866195248, -0.732204611858621, -0.9488291879245019, -1.6402886994961707, 0.93789105389038, 0.3624642716800847, -0.5890884191535549, 2.0950889978876885, -1.7418775410402525, 2.06123876248576, -0.7262712384070071, 1.6751713949155607, -0.5188830153089368, 0.3567721304779777, -2.0623030989658875, -1.2816583019166254, 0.8845174499080526, -1.0160142833432981, 1.1149815367369176, 1.3049933475743796, -1.1386545763456561, 1.1864058457161093, 1.3423816930291643, 2.258044537725707, 1.6533548157814737, 1.8246425337986465, 0.8255381203638583, 0.5072424345894864, -0.4868953414018626, 1.3451934676364423, 1.273242953942669, 1.2820236972452306, 1.685160584458007, -0.1447239478838248, 0.1092476959148843, 0.8868549255957583, 0.7955807360992913, 2.138066759069272, 1.4843429381668383, 1.1538378351640415, 2.620747879309409, 1.3577986549126713, 1.1589523716236154, -0.6690047060083302, 1.8552569757880752, 0.4680097883062556, 2.044454323200518, 1.11785893412788, 1.942082226447412, 1.19506688535699, 0.4120624721446916, 1.0895970621618214, 0.9147756296702932, 1.1815088507874076, 1.5406295954143636, 1.2718224080275604, 1.5710530088217496, 1.0094625059168072, 1.995410544956008, 1.2190433588391831, 1.0952068861915305, 1.1919264546110808, 0.0850054690160252, 1.9803578062226772, 1.6917919989632, 1.6927068081291456, 0.9893244259288854, 0.7605097482526398, 1.0885708518393062, 1.3014603882039304, 0.695747569369035, 1.2159127474994451, 2.0846718816018317, 2.025961357191592, 0.2588660013629147, 1.5046172708343868, 1.5010620532404477, 1.733130379554882, 1.9741267720301634, 2.431250766044681, 2.3335085496635433, 1.3472190762422953, 1.884345347054496, 1.9756926433922588, 0.8272951748565763, 1.9338337746829073, 1.268006315616163, 0.9858068288821888, 1.5587280629397333, 1.5533685101469967, 1.2190529546947098, 2.647445352096909, 1.2485225320761277, 1.1724948232610801, 1.8864505869574775, 1.8051310103877396, 1.7032353488331875, 3.9656798426578725, 3.1722728123562165]|-1426.4643302039630726|      2.00000000|[1053, 0, 9, 27]                                                           |  | used linear model with 117 points | iterate failure | actual_k=0
      10|[-1.858356175203319, -1.0405567270479414, -0.841557891865989, -0.8413650489578113, -1.7060950496390674, 0.9555450329921581, 0.6398349759788609, -0.9956895305887717, 2.151697302066443, -1.9249720480779045, 2.2733952385104255, -0.8968823937311526, 1.789500335821916, -1.0404420617726235, 0.4844040388637371, -1.908624178155165, -1.4050582111521983, 0.9551465105901218, -1.1383156469884983, 0.7892203573236214, 1.4870645235015985, -1.1878460183692818, 1.1720889394944485, 1.2290118080758092, 2.2797451653061285, 1.5674679273783363, 2.1865513289184855, 0.9582478834379649, 0.5119180790033753, -0.7344471198892593, 1.256399373299474, 1.033551435601823, 1.0218203972902007, 1.7796098173546873, -0.5253225627661944, 0.2321420189189506, 0.9481467854114722, 1.0021232028527154, 1.887661986102139, 1.5578283492288838, 1.2563072772947912, 2.2869362759122285, 1.2574877063119259, 1.4340966676043443, -1.0522062827861745, 1.9063110289710825, 0.852172987792559, 2.0660368327755383, 1.1505390047750326, 1.7823224797253119, 1.0593050284174657, 0.8266820692838034, 0.8465575438702488, 1.0535811103438621, 1.145551845669465, 1.4379318342262952, 1.2495148631504838, 1.8064712224883803, 0.9595900038086533, 2.38995619825441, 1.403423250405988, 0.7655804610020761, 1.1060217060085549, 0.1344010664045402, 1.974170304707383, 1.7748888854012275, 1.9716459320708168, 1.036603109408066, 1.0113397832850526, 0.9196031428838857, 1.408098536187253, 0.7668968243042207, 1.0919735583325854, 2.107838431613711, 2.4178961814790947, 0.5386487625985088, 1.3798127693568087, 1.3201767801093902, 2.0937386512121834, 2.1091656214693004, 2.1778455501225236, 2.2205743019165167, 1.4513615232954813, 1.9969196676853325, 2.0355361856349914, 0.8693699372310528, 2.1737223024652805, 1.3481570838549661, 0.8722001823074165, 1.753216887798128, 1.458829240456184, 1.4335365269299003, 2.4958100343497933, 1.1960758458868963, 0.9101297269781805, 2.041007928947862, 1.8320574099402664, 1.9675129008593566, 4.136860852796932, 3.26713039173652]|-1698.8344672081348108|      4.00000000|[1170, 0, 10, 30]                                                          |  | used linear model with 117 points | iterate success | actual_k=0
      11|[-1.858356175203319, -1.0405567270479414, -0.841557891865989, -0.8413650489578113, -1.7060950496390674, 0.9555450329921581, 0.6398349759788609, -0.9956895305887717, 2.151697302066443, -1.9249720480779045, 2.2733952385104255, -0.8968823937311526, 1.789500335821916, -1.0404420617726235, 0.4844040388637371, -1.908624178155165, -1.4050582111521983, 0.9551465105901218, -1.1383156469884983, 0.7892203573236214, 1.4870645235015985, -1.1878460183692818, 1.1720889394944485, 1.2290118080758092, 2.2797451653061285, 1.5674679273783363, 2.1865513289184855, 0.9582478834379649, 0.5119180790033753, -0.7344471198892593, 1.256399373299474, 1.033551435601823, 1.0218203972902007, 1.7796098173546873, -0.5253225627661944, 0.2321420189189506, 0.9481467854114722, 1.0021232028527154, 1.887661986102139, 1.5578283492288838, 1.2563072772947912, 2.2869362759122285, 1.2574877063119259, 1.4340966676043443, -1.0522062827861745, 1.9063110289710825, 0.852172987792559, 2.0660368327755383, 1.1505390047750326, 1.7823224797253119, 1.0593050284174657, 0.8266820692838034, 0.8465575438702488, 1.0535811103438621, 1.145551845669465, 1.4379318342262952, 1.2495148631504838, 1.8064712224883803, 0.9595900038086533, 2.38995619825441, 1.403423250405988, 0.7655804610020761, 1.1060217060085549, 0.1344010664045402, 1.974170304707383, 1.7748888854012275, 1.9716459320708168, 1.036603109408066, 1.0113397832850526, 0.9196031428838857, 1.408098536187253, 0.7668968243042207, 1.0919735583325854, 2.107838431613711, 2.4178961814790947, 0.5386487625985088, 1.3798127693568087, 1.3201767801093902, 2.0937386512121834, 2.1091656214693004, 2.1778455501225236, 2.2205743019165167, 1.4513615232954813, 1.9969196676853325, 2.0355361856349914, 0.8693699372310528, 2.1737223024652805, 1.3481570838549661, 0.8722001823074165, 1.753216887798128, 1.458829240456184, 1.4335365269299003, 2.4958100343497933, 1.1960758458868963, 0.9101297269781805, 2.041007928947862, 1.8320574099402664, 1.9675129008593566, 4.136860852796932, 3.26713039173652]|-1698.8344672081348108|      2.00000000|[1287, 0, 11, 33]                                                          |  | used linear model with 117 points | iterate failure | actual_k=0
