k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8912841115133254, 0.9631055393652747, 0.2461880899525722]                   |1194.6844482421875000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.8519678196227851, 1.7881236636136775, 0.7757329881924361]                    |200.1303558349609375|      4.00000000|[17, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       3|[0.8519678196227851, 1.7881236636136775, 0.7757329881924361]                    |200.1303558349609375|      2.00000000|[27, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.5041231443195229, -0.1018989457702342, 0.8258126096698618]                   |113.5813827514648438|      4.00000000|[37, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       5|[1.5041231443195229, -0.1018989457702342, 0.8258126096698618]                   |113.5813827514648438|      2.00000000|[47, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.5041231443195229, -0.1018989457702342, 0.8258126096698618]                   |113.5813827514648438|      1.00000000|[57, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.826097396486365, -0.3024999390121622, -0.09943969238183]                     | 75.0461044311523438|      2.00000000|[63, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[1.826097396486365, -0.3024999390121622, -0.09943969238183]                     | 75.0461044311523438|      1.00000000|[73, 0, 0, 28]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.826097396486365, -0.3024999390121622, -0.09943969238183]                     | 75.0461044311523438|      0.50000000|[83, 0, 0, 32]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
