k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9578419038537813, 0.9378754760916536]                                       |2359.1376953125000000|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.9578419038537813, 0.9378754760916536]                                       |2359.1376953125000000|      0.25000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9578419038537813, 0.9378754760916536]                                       |2359.1376953125000000|      0.12500000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.8442529551741677, 0.8856974084974997]                                       |624.8868408203125000|      0.25000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.5952699271982476, 0.8631707181071604]                                       | 26.5565704203751984|      0.50000000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[-0.5952699271982476, 0.8631707181071604]                                       | 26.5565704203751984|      0.25000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.5952699271982476, 0.8631707181071604]                                       | 26.5565704203751984|      0.12500000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
