k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0005244295163875, 0.0770536894297907, 0.0725553235298914, -0.0829690891041681, 0.04964860708415, 0.1617761436829217, -0.1318709917274326, 0.0674740069983085, -0.0186799047030638, 0.2502666258647759, 0.363218935697726, 0.2428922364483515, -0.0019316256852992, 0.2426937561554794, 0.3370849223914151, 0.2235242236920596, 0.2870737977422999, 0.0299290951569932, 0.2249762417959719, 0.1672309509040054, 0.1223311006818567, 0.3254182095749094, 0.2864449920140666, 0.2933709710754974, 0.2245369164086794, 0.140307245499003, 0.3423691422004845, 0.2575518035117061, 0.3854384171123393, 0.441200413813276, 0.2933972621150637, 0.1250955954445734, 0.4094846186400131, 0.3006736687202167, 0.327049720608425, 0.2159639672044109, 0.3256113002295781, 0.436574747617482, 0.572340297870484, 0.4634575005254923, 0.3978353918699715, 0.4623677655002985, 0.461219861025162, 0.5705706958941545, 0.3662735013917039, 0.4811953175858684, 0.5343916467812764, 0.4763995755042449, 0.4281303927622357, 0.5838540495587136, 0.3688734558889912, 0.3989375221899262, 0.5941789036622771, 0.6185131701195151, 0.6333120476846832, 0.4568646324325522, 0.6107045984452145, 0.5491996477943527, 0.4662407012090273, 0.6625079444149036, 0.5415473856744563, 0.7554350357697387, 0.5395627320798178, 0.6805707325198811, 0.5369766124611421, 0.7034564368878875, 0.6159235981742228, 0.8465126423547512, 0.4779690520103925, 0.8265976360124945, 0.8156504216516676, 0.5914022732221147, 0.8785215499346999, 0.8170815199358887, 0.8457965867692471, 0.8696831503422888, 0.7335151210820613, 0.8221367974109852, 0.8855442228739772, 0.8374282500201121, 0.8717382384303755, 0.7910665776951509, 0.8356672618027593, 0.9550710485160439, 0.8514623287229381, 0.9159441976390137, 0.939779633530363, 0.9248038345235878, 0.8837868462400339, 0.9597517005922765, 0.9099520052291764, 1.1108098756271854, 0.9218490669285103, 1.0150728804738296, 1.0837016563231363, 0.9158056921413206, 1.1038544021413703, 1.0514664644756764, 1.1667426012050606, 1.1439531257060895]|-91.8670806884765625|      2.00000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[-0.1360120722576156, -0.0422883923331119, -0.030554614185257, 0.0402299296405366, -0.1392158185724823, 0.3391179506187738, -0.5532124106718214, -0.2251782446331467, 0.044382312586684, 0.3771778945970155, 0.6386949726914571, 0.3662482991361739, -0.0346242472857018, 0.3707258499023105, 0.1419605538845669, 0.3490536389047841, 0.4330828548773564, -0.2935612389358149, 0.1134368649652556, 0.1442463195675898, 0.2437621055852039, 0.346592131232634, 0.1232087460490769, 0.2932533576015972, 0.7607174160584753, -0.0053563441469245, 0.4201559920054982, -0.1367104925132217, 0.3677143489045631, 0.2872191053234667, 0.2379517823348106, 0.1023266272589913, 0.3473014130884247, 0.3331036895301911, -0.1467947668406595, 0.6755568474688906, 0.2826196247254458, 0.3390168038680325, 0.7455900536311962, 0.5137730821287759, 0.4198330214442016, 0.7763293405985373, 0.1915103476776657, 0.6498912843704869, 0.2936272710123583, 0.5323590081597485, 0.5136441879866444, 0.527892409420722, 0.5858540300166912, 0.4297629507451763, 0.2957304478020018, 0.36308630136038, 0.4932172684902165, 0.2769369345644453, 0.5458611218559554, 0.5552529318661183, 0.7775473771420005, 0.4801023035289855, 0.6413757218485068, 0.9266820485216869, 0.3500296596601955, 0.9523422936383291, 0.4836131575456563, 1.0919263331036244, 0.5324324838963174, 0.2914428741999678, 0.6279927913222815, 0.7623413863765889, 0.5738098002761963, 0.7702124565170881, 0.741666776660312, 0.520293701354312, 0.7948632508682288, 1.2763321756687698, 0.8411551983236559, 1.0830327501063493, 0.9021686840873753, 0.8049287267895588, 1.1836321741501346, 1.1749513094375135, 1.1345036839311882, 0.971334520555209, 0.972807378431662, 1.19666069652423, 1.248558528897012, 0.7374876610316952, 1.1358307668805883, 0.9535044164265235, 0.9616466626906739, 1.0760458593536593, 0.8802581004623172, 1.4066757370865424, 1.1167567328855648, 1.3001644762861553, 1.232632685239719, 0.8839809638377074, 1.0646893574066463, 1.0942952506165626, 1.3263823923428133, 1.482421866679787]|-221.2689208984375000|      4.00000000|[241, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[-0.5959283494742024, 0.0602033299342728, -0.4311937986303828, 0.1861505278137526, 0.2623635786728249, 0.3464023772443328, -0.7347607531533813, -0.2874295853764421, -0.7717261380454838, -0.1634680986261007, 0.8051530024910787, 0.1565794880623219, -0.7615354457248286, 0.2947748523023177, 0.0153860070504155, 0.4279003973183945, 0.2970184695563581, -0.7143685354613223, -0.3627838926644417, -0.4704434001694016, 0.3345437685920814, -0.3688028415725855, 0.1425284931016408, 0.2379192494341823, 0.926436018375326, 0.553306362292367, -0.0079463714000446, -0.8960749270952955, 0.5331439219158943, 0.2059299910010489, -0.1925075813232943, 0.0810815224641126, 0.2715492360601253, 0.7519026483206914, -0.0863287538945696, 0.6989858691209841, 0.8533299727050472, 0.178338549828289, 0.7188138118342592, 0.4906934714505647, -0.3118946581220505, 0.3027262665938315, -0.5047451942806154, 0.8152226396106954, 0.5485214134434904, 0.8914537575913821, 0.6699210978000668, 0.4410370714564989, 1.034501290664398, 0.9052406981059296, 0.4618091013709381, 0.6615830328204897, 0.7858203287920225, -0.1875494439112842, 0.6517907861065386, 0.9093623826126138, 0.8257643206459746, 0.8881436999560912, 0.536401408794216, 1.6999263331743815, 0.6918063572719657, 1.2046438564644437, 0.5384517715993429, 0.9538591968512267, 0.3729053975411432, 0.961397150658649, 0.5040274047716299, 0.9926162968874971, 0.8633207499229496, 1.383123369702679, 1.0037295166396194, 0.2923505005008111, 1.2230813689527014, 1.5276794994771117, 1.0427473867880972, 1.037966980897634, 0.4821378983902725, 1.2153750858112529, 1.2196718091466985, 1.9378097040151978, 0.8438924988545902, 1.2215030214784148, 0.6659814766336749, 0.8214824911234181, 2.098189482876623, 0.9212005173592457, -0.1073961844163229, 1.0477375057665521, 1.0317811893236215, 0.4641760289556722, 0.7100819688880949, 0.7612627723814622, 1.2078376342950632, 0.8088359101784663, 1.1072517621449802, 0.4047205687453876, 0.259801634708405, 1.1694418574845904, 1.728927265144601, 1.4285015464308075]|-535.0721435546875000|      8.00000000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-0.5959283494742024, 0.0602033299342728, -0.4311937986303828, 0.1861505278137526, 0.2623635786728249, 0.3464023772443328, -0.7347607531533813, -0.2874295853764421, -0.7717261380454838, -0.1634680986261007, 0.8051530024910787, 0.1565794880623219, -0.7615354457248286, 0.2947748523023177, 0.0153860070504155, 0.4279003973183945, 0.2970184695563581, -0.7143685354613223, -0.3627838926644417, -0.4704434001694016, 0.3345437685920814, -0.3688028415725855, 0.1425284931016408, 0.2379192494341823, 0.926436018375326, 0.553306362292367, -0.0079463714000446, -0.8960749270952955, 0.5331439219158943, 0.2059299910010489, -0.1925075813232943, 0.0810815224641126, 0.2715492360601253, 0.7519026483206914, -0.0863287538945696, 0.6989858691209841, 0.8533299727050472, 0.178338549828289, 0.7188138118342592, 0.4906934714505647, -0.3118946581220505, 0.3027262665938315, -0.5047451942806154, 0.8152226396106954, 0.5485214134434904, 0.8914537575913821, 0.6699210978000668, 0.4410370714564989, 1.034501290664398, 0.9052406981059296, 0.4618091013709381, 0.6615830328204897, 0.7858203287920225, -0.1875494439112842, 0.6517907861065386, 0.9093623826126138, 0.8257643206459746, 0.8881436999560912, 0.536401408794216, 1.6999263331743815, 0.6918063572719657, 1.2046438564644437, 0.5384517715993429, 0.9538591968512267, 0.3729053975411432, 0.961397150658649, 0.5040274047716299, 0.9926162968874971, 0.8633207499229496, 1.383123369702679, 1.0037295166396194, 0.2923505005008111, 1.2230813689527014, 1.5276794994771117, 1.0427473867880972, 1.037966980897634, 0.4821378983902725, 1.2153750858112529, 1.2196718091466985, 1.9378097040151978, 0.8438924988545902, 1.2215030214784148, 0.6659814766336749, 0.8214824911234181, 2.098189482876623, 0.9212005173592457, -0.1073961844163229, 1.0477375057665521, 1.0317811893236215, 0.4641760289556722, 0.7100819688880949, 0.7612627723814622, 1.2078376342950632, 0.8088359101784663, 1.1072517621449802, 0.4047205687453876, 0.259801634708405, 1.1694418574845904, 1.728927265144601, 1.4285015464308075]|-535.0721435546875000|      4.00000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.9335213322930545, 0.228922103002284, -0.8791473345894242, 0.2134822654288089, 0.0150481525681178, 0.3720960599006716, -1.1606404969462365, 0.1872042414756318, -0.7493975415468052, -0.3625026162758153, 0.6379710337730381, 0.9087802451497613, -1.0426898473769515, 0.7387767421689211, 0.0714580826986557, -0.2389441143592836, -0.1522863914434442, -1.1300376127613443, 0.0318588032275362, -0.0615308636621063, 0.7711572981197277, -0.4151934260450662, -0.0858334912610163, 0.4291802639349553, 1.2433131715086914, 0.7980614083912416, 0.099447302127613, -0.8979623911411541, 0.7729801617829167, 0.4373453642967602, -0.1369316169939919, -0.7404635847710936, 0.147881080997587, 1.1465678772569277, -0.0028254191467951, 1.1049786687647334, 0.5838868547564142, -0.2097177025610518, 0.7141812745079072, 1.2209395825531504, 0.4376740326406033, 0.8635539899164066, -0.7013893191496423, 1.7855087229206286, 0.2813992599876484, 1.3759666955172798, 1.2442181592397543, 0.5719342499023592, 1.2990379896732787, 0.7318363418861511, 0.5570090938775141, 1.249292190415451, 1.6035584821662394, -0.0992357308536216, 0.1083695385858023, 1.3128466394103442, 0.9549143640896791, 1.4247726666208593, 1.0118963633928564, 2.0269339739054635, 0.0164094095091826, 1.3405536859550382, 0.6595741554713368, 0.3194906056617398, 0.6630676295947193, 1.585931419754002, 0.8096875170434239, 1.0600103522550794, 1.3283537297062376, 0.9699280438355466, 2.0208711184754953, 0.4014848804858858, 1.7087274920614082, 2.0355003894717516, 1.2682204807091677, 1.3754540442721797, 0.1503257025493392, 1.7182032751446155, 1.66287103004035, 1.9078913399770443, 1.4488667766697245, 0.6513663249667417, 0.5163389346682533, 0.4258292691936544, 1.9012164359198818, 1.2179875823419242, -0.1897151592573171, 0.4466325513921421, 1.0999316389327205, 0.394427180235855, 0.9057999916026446, 0.9118933702975656, 1.1474331569583487, 0.6845921044857375, 0.8573106404164949, 0.5465752344066328, 0.5543213486093141, 0.6760944871111629, 1.8760244447253271, 1.6498287817003452]|-842.2061767578125000|      8.00000000|[601, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[-1.2422279013932473, 0.8972992356118057, -1.493747103032164, -0.2497031104500297, -0.6473851791758058, -0.3316101670822414, -0.1818927007384653, -1.0189424008237464, -1.8340861831415936, -0.6308501996708737, -0.2573013765032646, 1.1878188091939543, -1.4259239946353957, 1.9689320652662166, 0.6282959668584334, -1.715954712086845, -1.2045952651146061, -2.1392882241621365, 0.7280927496710493, -0.2957419639759924, -0.4852177554868891, -0.911257054610308, 0.3142847504908978, 1.3398404996582134, 1.2785033821507434, 1.8804819858153454, -0.0898975183053492, -1.2853336126137982, 1.2721311920561176, 0.7144674859777606, 0.5835317518859233, -0.6040936855176811, 0.2063647931378254, 1.3917280545090194, -0.6021754773880811, 2.74548371142072, -0.1737609107292416, -1.61119211727407, 1.4784621623658583, 0.7737858674815281, 0.8570108539417074, 2.402668874035471, -1.10828596829359, 1.2867713574930633, 0.9039172851775437, 1.5323640789326114, 1.64097083357807, -0.2399089836801251, 1.8850590809958234, 1.6864487063002274, 0.0056585610735455, 1.3866947893263477, 1.268668485910454, 0.1432219523583267, -0.9396020925388762, 1.443860657400167, 1.6351935866355924, 1.8291375413332127, 1.9709932014889313, 2.459931962875204, -0.3542816658525365, 1.7313075400935802, 0.9222670452135253, -0.4664488921807473, 1.018939310731952, 1.292050096852584, 1.2670843974956334, 1.1814416661395861, 1.1065183635462126, 2.161757886946546, 1.0491800927018238, -0.1172019510281743, 1.7919446492207198, 2.214121800704151, 1.211771471721765, 2.4271403385984183, -0.9326136343074936, 2.934945014215539, 0.3443342029350671, 2.0889990722319984, 0.0532445116335132, -0.0454348318536469, 0.7125495371603242, 1.6934571683456272, 1.056732623885069, 2.027003764514268, 1.3021923493262093, 1.3318233920377123, 1.018259939980419, -0.5193993069663069, 2.6947336664908486, 0.5575621157166107, 2.160840988534309, -1.387971281115343, 0.9564918248614755, 1.041233213947316, 0.3373203423163426, 0.8347125145207661, 0.8755595882234268, 2.8216923521747246]|-1127.0446777343750000|     16.00000000|[721, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[-1.2422279013932473, 0.8972992356118057, -1.493747103032164, -0.2497031104500297, -0.6473851791758058, -0.3316101670822414, -0.1818927007384653, -1.0189424008237464, -1.8340861831415936, -0.6308501996708737, -0.2573013765032646, 1.1878188091939543, -1.4259239946353957, 1.9689320652662166, 0.6282959668584334, -1.715954712086845, -1.2045952651146061, -2.1392882241621365, 0.7280927496710493, -0.2957419639759924, -0.4852177554868891, -0.911257054610308, 0.3142847504908978, 1.3398404996582134, 1.2785033821507434, 1.8804819858153454, -0.0898975183053492, -1.2853336126137982, 1.2721311920561176, 0.7144674859777606, 0.5835317518859233, -0.6040936855176811, 0.2063647931378254, 1.3917280545090194, -0.6021754773880811, 2.74548371142072, -0.1737609107292416, -1.61119211727407, 1.4784621623658583, 0.7737858674815281, 0.8570108539417074, 2.402668874035471, -1.10828596829359, 1.2867713574930633, 0.9039172851775437, 1.5323640789326114, 1.64097083357807, -0.2399089836801251, 1.8850590809958234, 1.6864487063002274, 0.0056585610735455, 1.3866947893263477, 1.268668485910454, 0.1432219523583267, -0.9396020925388762, 1.443860657400167, 1.6351935866355924, 1.8291375413332127, 1.9709932014889313, 2.459931962875204, -0.3542816658525365, 1.7313075400935802, 0.9222670452135253, -0.4664488921807473, 1.018939310731952, 1.292050096852584, 1.2670843974956334, 1.1814416661395861, 1.1065183635462126, 2.161757886946546, 1.0491800927018238, -0.1172019510281743, 1.7919446492207198, 2.214121800704151, 1.211771471721765, 2.4271403385984183, -0.9326136343074936, 2.934945014215539, 0.3443342029350671, 2.0889990722319984, 0.0532445116335132, -0.0454348318536469, 0.7125495371603242, 1.6934571683456272, 1.056732623885069, 2.027003764514268, 1.3021923493262093, 1.3318233920377123, 1.018259939980419, -0.5193993069663069, 2.6947336664908486, 0.5575621157166107, 2.160840988534309, -1.387971281115343, 0.9564918248614755, 1.041233213947316, 0.3373203423163426, 0.8347125145207661, 0.8755595882234268, 2.8216923521747246]|-1127.0446777343750000|      8.00000000|[841, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-1.2422279013932473, 0.8972992356118057, -1.493747103032164, -0.2497031104500297, -0.6473851791758058, -0.3316101670822414, -0.1818927007384653, -1.0189424008237464, -1.8340861831415936, -0.6308501996708737, -0.2573013765032646, 1.1878188091939543, -1.4259239946353957, 1.9689320652662166, 0.6282959668584334, -1.715954712086845, -1.2045952651146061, -2.1392882241621365, 0.7280927496710493, -0.2957419639759924, -0.4852177554868891, -0.911257054610308, 0.3142847504908978, 1.3398404996582134, 1.2785033821507434, 1.8804819858153454, -0.0898975183053492, -1.2853336126137982, 1.2721311920561176, 0.7144674859777606, 0.5835317518859233, -0.6040936855176811, 0.2063647931378254, 1.3917280545090194, -0.6021754773880811, 2.74548371142072, -0.1737609107292416, -1.61119211727407, 1.4784621623658583, 0.7737858674815281, 0.8570108539417074, 2.402668874035471, -1.10828596829359, 1.2867713574930633, 0.9039172851775437, 1.5323640789326114, 1.64097083357807, -0.2399089836801251, 1.8850590809958234, 1.6864487063002274, 0.0056585610735455, 1.3866947893263477, 1.268668485910454, 0.1432219523583267, -0.9396020925388762, 1.443860657400167, 1.6351935866355924, 1.8291375413332127, 1.9709932014889313, 2.459931962875204, -0.3542816658525365, 1.7313075400935802, 0.9222670452135253, -0.4664488921807473, 1.018939310731952, 1.292050096852584, 1.2670843974956334, 1.1814416661395861, 1.1065183635462126, 2.161757886946546, 1.0491800927018238, -0.1172019510281743, 1.7919446492207198, 2.214121800704151, 1.211771471721765, 2.4271403385984183, -0.9326136343074936, 2.934945014215539, 0.3443342029350671, 2.0889990722319984, 0.0532445116335132, -0.0454348318536469, 0.7125495371603242, 1.6934571683456272, 1.056732623885069, 2.027003764514268, 1.3021923493262093, 1.3318233920377123, 1.018259939980419, -0.5193993069663069, 2.6947336664908486, 0.5575621157166107, 2.160840988534309, -1.387971281115343, 0.9564918248614755, 1.041233213947316, 0.3373203423163426, 0.8347125145207661, 0.8755595882234268, 2.8216923521747246]|-1127.0446777343750000|      4.00000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-1.0487218943406194, 1.5667275608439142, -1.1299617823613044, -0.4428950088528866, -1.2322789401551755, -0.4146457264217948, -0.3557887037955414, -1.0571315040784435, -2.344649357305002, -1.6522765898466427, -0.5092215098154699, 0.6244312171225063, -1.3894307266029473, 2.073315728084775, 1.0917426364007936, -1.2554713385619416, -0.8645050639393201, -2.0767741191332476, 0.5212657139926599, -0.6830788676707193, -0.7667374254373414, -1.3873851172821494, 0.7239895294144651, 1.3643343121854765, 1.284171662827375, 1.6600035543395675, -0.0810012658465917, -1.158439256232285, 1.217315043217467, 0.398329193249699, 1.029090768923336, -0.6937491519085763, 0.1926190779113627, 1.4963942276074425, 0.1508679794248802, 2.8116827509038, -0.5990780701876914, -1.9930507496950258, 1.4598769370778508, 1.9488874253677932, 1.0329272910410214, 2.105158996761011, -1.2522151573172997, 1.4344183188023256, 1.3327885089985325, 2.0198818584894718, 1.202181811395674, 0.086673702991971, 2.0385523594473334, 2.2735184869341953, -0.4780876609849765, 1.2619928587593012, 1.0030898157998729, 0.3556406769983261, -1.0420473826140206, 1.6768569520806471, 1.0543970490823584, 1.5803128622662963, 1.715961729790593, 2.545935319464799, -0.0624964427731828, 1.9739433921920817, 0.1803881731259683, -1.147526842611247, 1.388745443977551, 0.8474022672521535, 1.2211931984194955, 1.7740451701837268, 0.9616891837041259, 2.452878927383106, 1.4582585836947706, 0.4586216050564627, 0.8586098406113254, 2.540257733205146, 1.4935133550382322, 2.779857807306654, -1.363138583755274, 2.491758623487295, 0.1443862252196316, 2.3518453978507097, 0.929206506929936, 0.1115586338793534, 0.6518663876090331, 1.6545682426548365, 0.4833610920865294, 2.3821841260141112, 0.7819949583492573, 0.7252801928912607, 1.4619040820948075, -0.8291245312346498, 2.389910515642613, 0.9533589730493444, 2.433340733052926, -1.9752377336123441, 1.3305321060123354, 1.283648115958533, 0.3653233944027563, 0.9342575363816656, 0.6927745280394115, 2.6863976429963587]|-1251.7476806640625000|      8.00000000|[1081, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[-1.0487218943406194, 1.5667275608439142, -1.1299617823613044, -0.4428950088528866, -1.2322789401551755, -0.4146457264217948, -0.3557887037955414, -1.0571315040784435, -2.344649357305002, -1.6522765898466427, -0.5092215098154699, 0.6244312171225063, -1.3894307266029473, 2.073315728084775, 1.0917426364007936, -1.2554713385619416, -0.8645050639393201, -2.0767741191332476, 0.5212657139926599, -0.6830788676707193, -0.7667374254373414, -1.3873851172821494, 0.7239895294144651, 1.3643343121854765, 1.284171662827375, 1.6600035543395675, -0.0810012658465917, -1.158439256232285, 1.217315043217467, 0.398329193249699, 1.029090768923336, -0.6937491519085763, 0.1926190779113627, 1.4963942276074425, 0.1508679794248802, 2.8116827509038, -0.5990780701876914, -1.9930507496950258, 1.4598769370778508, 1.9488874253677932, 1.0329272910410214, 2.105158996761011, -1.2522151573172997, 1.4344183188023256, 1.3327885089985325, 2.0198818584894718, 1.202181811395674, 0.086673702991971, 2.0385523594473334, 2.2735184869341953, -0.4780876609849765, 1.2619928587593012, 1.0030898157998729, 0.3556406769983261, -1.0420473826140206, 1.6768569520806471, 1.0543970490823584, 1.5803128622662963, 1.715961729790593, 2.545935319464799, -0.0624964427731828, 1.9739433921920817, 0.1803881731259683, -1.147526842611247, 1.388745443977551, 0.8474022672521535, 1.2211931984194955, 1.7740451701837268, 0.9616891837041259, 2.452878927383106, 1.4582585836947706, 0.4586216050564627, 0.8586098406113254, 2.540257733205146, 1.4935133550382322, 2.779857807306654, -1.363138583755274, 2.491758623487295, 0.1443862252196316, 2.3518453978507097, 0.929206506929936, 0.1115586338793534, 0.6518663876090331, 1.6545682426548365, 0.4833610920865294, 2.3821841260141112, 0.7819949583492573, 0.7252801928912607, 1.4619040820948075, -0.8291245312346498, 2.389910515642613, 0.9533589730493444, 2.433340733052926, -1.9752377336123441, 1.3305321060123354, 1.283648115958533, 0.3653233944027563, 0.9342575363816656, 0.6927745280394115, 2.6863976429963587]|-1251.7476806640625000|      4.00000000|[1201, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
