k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[103, 13, 1, 3]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[204, 28, 2, 6]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[305, 43, 3, 9]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[407, 57, 4, 12]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[508, 72, 5, 15]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       6|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.01562500|[609, 87, 6, 18]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       7|[1.0206832291861152, 0.0184829390296695, 1.8869538096035632, 0.0122163927042905, 0.0201617726399524, 2.0014626475743302, 0.4310348456358459, 0.0196699415453013, 2.12052167983474, 0.8014568463664098, 0.0164110661397899, 2.164334758352205, 0.2194578090908491, 0.0199825446777934, 2.2194333193191933, 2.689617936727146, 0.0199006595834828, 2.2794374114490603, 0.806044382161643, 0.0203590053644315, 2.3884677104288916, 2.268657180010711, 0.0229241328152686, 2.489996690193793, 14.354343827383204, 0.0258213102969426, 2.561505373686654, 12.161071028907552, 0.0249402741547134, 2.708921731428021, 0.2757089682920338, 0.0197284961316627, 2.938710929879789, 0.2436199939343265, 0.020245534140295, 2.9665530683104357, 1.165014993474298, 0.0217115087434497, 3.129791326669995, 0.1758002450317923, 0.0195006432762474, 3.2266941184037763, 0.1127034509788434, 0.019062755630383, 3.2572170860456633, 3.7472481885393965, 0.0219853692970361, 3.3792349699713053, 0.8361305027897309, 0.0211865848168101, 3.6731258355156426, 0.1588464991537349, 0.0204796761010845, 3.7206157995432445, 0.3860371989759481, 0.0201926935499924, 3.8308619543642193, 0.9221693614397993, 0.020053058701196, 3.958443391876895, 0.2590767841098549, 0.021514216440366, 4.0509118421602, 2.0698312399222334, 0.0191654085529131, 4.174239826736511, 1.9451765509329904, 0.0208603135948941, 4.431398744008107, 1.4840469904154276, 0.0209616765396599, 4.563180615953917, 0.4823562505662624, 0.0191749791060596, 4.602489058809063, 0.4928411779218979, 0.0210178371313233, 4.7058836671626585, 0.3273718872371543, 0.022758498526769, 4.80081159575655, 0.8380486363137521, 0.0208362081595719, 4.968752483913308, 0.4609598332583814, 0.0201184768675926, 5.392723381906871, 0.4917040333397648, 0.0211510065547251, 5.420416477014031, 0.9870557747100234, 0.0208379488393738, 2.5884364943093763, -0.0175035590415631, 0.0195846681617205, 3.8604327486803616, 0.2638249897735006, 0.0175873495897103, 5.198689796831224]|3404466.5420423662289977|      0.03125000|[710, 102, 7, 21]                                                          |  | used linear model with 116 points | iterate success | actual_k=8
       8|[1.0206832291861152, 0.0184829390296695, 1.8869538096035632, 0.0122163927042905, 0.0201617726399524, 2.0014626475743302, 0.4310348456358459, 0.0196699415453013, 2.12052167983474, 0.8014568463664098, 0.0164110661397899, 2.164334758352205, 0.2194578090908491, 0.0199825446777934, 2.2194333193191933, 2.689617936727146, 0.0199006595834828, 2.2794374114490603, 0.806044382161643, 0.0203590053644315, 2.3884677104288916, 2.268657180010711, 0.0229241328152686, 2.489996690193793, 14.354343827383204, 0.0258213102969426, 2.561505373686654, 12.161071028907552, 0.0249402741547134, 2.708921731428021, 0.2757089682920338, 0.0197284961316627, 2.938710929879789, 0.2436199939343265, 0.020245534140295, 2.9665530683104357, 1.165014993474298, 0.0217115087434497, 3.129791326669995, 0.1758002450317923, 0.0195006432762474, 3.2266941184037763, 0.1127034509788434, 0.019062755630383, 3.2572170860456633, 3.7472481885393965, 0.0219853692970361, 3.3792349699713053, 0.8361305027897309, 0.0211865848168101, 3.6731258355156426, 0.1588464991537349, 0.0204796761010845, 3.7206157995432445, 0.3860371989759481, 0.0201926935499924, 3.8308619543642193, 0.9221693614397993, 0.020053058701196, 3.958443391876895, 0.2590767841098549, 0.021514216440366, 4.0509118421602, 2.0698312399222334, 0.0191654085529131, 4.174239826736511, 1.9451765509329904, 0.0208603135948941, 4.431398744008107, 1.4840469904154276, 0.0209616765396599, 4.563180615953917, 0.4823562505662624, 0.0191749791060596, 4.602489058809063, 0.4928411779218979, 0.0210178371313233, 4.7058836671626585, 0.3273718872371543, 0.022758498526769, 4.80081159575655, 0.8380486363137521, 0.0208362081595719, 4.968752483913308, 0.4609598332583814, 0.0201184768675926, 5.392723381906871, 0.4917040333397648, 0.0211510065547251, 5.420416477014031, 0.9870557747100234, 0.0208379488393738, 2.5884364943093763, -0.0175035590415631, 0.0195846681617205, 3.8604327486803616, 0.2638249897735006, 0.0175873495897103, 5.198689796831224]|3404466.5420423662289977|      0.01562500|[810, 118, 8, 24]                                                          |  | used linear model with 116 points | iterate failure | actual_k=8
       9|[1.0217171439097874, 0.018044420457796, 1.8851347009599355, 0.0118153196893328, 0.0191669817567315, 2.0012249102326822, 0.4304556509263858, 0.0198890644072708, 2.1207509210306683, 0.7997069626127858, 0.0149613812353847, 2.1642222559080224, 0.2195225618131592, 0.0211461640419872, 2.218934009164949, 2.68890653253936, 0.0186927402834117, 2.280367984192634, 0.8063413322863109, 0.02144963565681, 2.3880367072217186, 2.269083970172427, 0.0237895592847071, 2.490695888159375, 14.354498366453715, 0.0358214791203851, 2.5612880067502894, 12.162781998322027, 0.0312604790752056, 2.7091620283807716, 0.2764557295457121, 0.0198838130035165, 2.9386864659676175, 0.2435524524372553, 0.0224918299449002, 2.9656429669995807, 1.1644643024778802, 0.0216836410096885, 3.1310566970216005, 0.1758617477462804, 0.0201594753304881, 3.225985742187985, 0.1108876883137467, 0.0192799629711144, 3.258261809335402, 3.7497718207902615, 0.0216294164685827, 3.378931561512494, 0.8364545090610984, 0.0219560588233641, 3.673083050014593, 0.1599253377839294, 0.0229594063821011, 3.7187091299817, 0.3859195180057725, 0.0218343309543886, 3.829794328111524, 0.9220349326403826, 0.0203685977260835, 3.959537792605055, 0.2597888123477522, 0.0217428674172462, 4.051319487215032, 2.0697471289051856, 0.0184175949171481, 4.174100535648895, 1.9453263312673739, 0.0218409562965642, 4.431285515300823, 1.4839299079976787, 0.0215543236319432, 4.563597543895152, 0.4821203546164557, 0.0198534911011503, 4.603487035082358, 0.4944991583488427, 0.0221296236103613, 4.707457387332991, 0.3276622467796473, 0.021328953257948, 4.801100334819362, 0.8385685351217838, 0.0204680437743249, 4.967777095025042, 0.4594654492997738, 0.0204171694723114, 5.392572093383557, 0.4907895341860797, 0.0213299253331214, 5.421478988621863, 0.9867299537185235, 0.0211952201844244, 2.59060431371441, -0.0179605024078213, 0.0217643169832799, 3.861292635257633, 0.2607173365744634, 0.0157080104726376, 5.197037304652295]|2862887.4219976910389960|      0.03125000|[911, 133, 9, 27]                                                          |  | used linear model with 116 points | iterate success | actual_k=8
      10|[1.0242208677150029, 0.0192955262135343, 1.8852625933935512, 0.0080383223641929, 0.0223117990901901, 1.9997821755798337, 0.429194644778002, 0.0205306587239256, 2.1205741411936185, 0.7990441885221674, 0.0182319043149187, 2.1647796339330876, 0.2228207642083582, 0.0230205945946121, 2.2173880935222816, 2.6865520474405313, 0.0208849109986354, 2.2819879949876696, 0.8050967297190428, 0.0233441235493088, 2.3852753928935475, 2.267668035618378, 0.0216169402692724, 2.485771513794521, 14.356974113437015, 0.0556736488763808, 2.558803757424952, 12.162223156484504, 0.0470052725711886, 2.714744993772019, 0.2792590390363845, 0.0181866559568129, 2.939419914706456, 0.2442439962552785, 0.021535533677177, 2.965130690243293, 1.1656925541576668, 0.0226310423536093, 3.1284644757536557, 0.1757863180517297, 0.0217166264896316, 3.2276990404118178, 0.1131682758523047, 0.0190392549482948, 3.258451446053025, 3.7515957411236944, 0.0216241077592973, 3.378167973445023, 0.8347017747342764, 0.0209225744745389, 3.675856776197848, 0.1594417705485643, 0.0236449980887685, 3.7174940921056097, 0.3858240098329623, 0.0221204979024983, 3.829158095109065, 0.9211912108377508, 0.018736337881025, 3.9588750365242804, 0.261792440831393, 0.0192313749665392, 4.04894501591019, 2.0705176303729678, 0.02110207584447, 4.173314810684988, 1.9466384843945683, 0.0206462254996002, 4.430269394411092, 1.4846017874561466, 0.0234107949429569, 4.563760881210766, 0.4794320061813758, 0.0163954577385635, 4.6047234133849555, 0.494313403677942, 0.0233283720763753, 4.706930979180724, 0.3279129197122373, 0.0208244824943912, 4.801513260252606, 0.8394202639575854, 0.023536130352696, 4.96547756850105, 0.459251120778079, 0.0202228019984572, 5.390032647884763, 0.4908962466801768, 0.0202384579373993, 5.420491923257422, 0.9861023338770382, 0.0222696105274413, 2.5937442478145156, -0.017972958343825, 0.0228901099022263, 3.864418608662069, 0.2624531427137631, 0.0178943700343338, 5.194812457981774]|2262198.2032030061818659|      0.06250000|[1015, 145, 10, 30]                                                        |  | used linear model with 116 points | iterate success | actual_k=8
      11|[1.0242208677150029, 0.0192955262135343, 1.8852625933935512, 0.0080383223641929, 0.0223117990901901, 1.9997821755798337, 0.429194644778002, 0.0205306587239256, 2.1205741411936185, 0.7990441885221674, 0.0182319043149187, 2.1647796339330876, 0.2228207642083582, 0.0230205945946121, 2.2173880935222816, 2.6865520474405313, 0.0208849109986354, 2.2819879949876696, 0.8050967297190428, 0.0233441235493088, 2.3852753928935475, 2.267668035618378, 0.0216169402692724, 2.485771513794521, 14.356974113437015, 0.0556736488763808, 2.558803757424952, 12.162223156484504, 0.0470052725711886, 2.714744993772019, 0.2792590390363845, 0.0181866559568129, 2.939419914706456, 0.2442439962552785, 0.021535533677177, 2.965130690243293, 1.1656925541576668, 0.0226310423536093, 3.1284644757536557, 0.1757863180517297, 0.0217166264896316, 3.2276990404118178, 0.1131682758523047, 0.0190392549482948, 3.258451446053025, 3.7515957411236944, 0.0216241077592973, 3.378167973445023, 0.8347017747342764, 0.0209225744745389, 3.675856776197848, 0.1594417705485643, 0.0236449980887685, 3.7174940921056097, 0.3858240098329623, 0.0221204979024983, 3.829158095109065, 0.9211912108377508, 0.018736337881025, 3.9588750365242804, 0.261792440831393, 0.0192313749665392, 4.04894501591019, 2.0705176303729678, 0.02110207584447, 4.173314810684988, 1.9466384843945683, 0.0206462254996002, 4.430269394411092, 1.4846017874561466, 0.0234107949429569, 4.563760881210766, 0.4794320061813758, 0.0163954577385635, 4.6047234133849555, 0.494313403677942, 0.0233283720763753, 4.706930979180724, 0.3279129197122373, 0.0208244824943912, 4.801513260252606, 0.8394202639575854, 0.023536130352696, 4.96547756850105, 0.459251120778079, 0.0202228019984572, 5.390032647884763, 0.4908962466801768, 0.0202384579373993, 5.420491923257422, 0.9861023338770382, 0.0222696105274413, 2.5937442478145156, -0.017972958343825, 0.0228901099022263, 3.864418608662069, 0.2624531427137631, 0.0178943700343338, 5.194812457981774]|2262198.2032030061818659|      0.03125000|[1116, 160, 11, 33]                                                        |  | used linear model with 116 points | iterate failure | actual_k=8
