k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.68530589298686, 36.15272349928724, 269.2879386502534]                       |231811.1093750000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[100.05195753583074, 36.46381154142891, 267.86123352404525]                     |225215.4062500000000000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[102.81076895347702, 37.024459481833304, 265.0196435731929]                     |212308.3437500000000000|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[108.42278028987081, 38.551465494072886, 259.52659511184]                       |187650.3125000000000000|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[119.50500671507848, 40.26717574677117, 248.11429491471867]                     |142882.9687500000000000|     32.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[140.338651716218, 47.06901012524381, 224.7970419664333]                        |71679.6718750000000000|     64.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[192.62572503903374, 60.2166336764539, 190.31223432175943]                      |2804.4084472656250000|    128.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[192.62572503903374, 60.2166336764539, 190.31223432175943]                      |2804.4084472656250000|     64.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[192.62572503903374, 60.2166336764539, 190.31223432175943]                      |2804.4084472656250000|     32.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[192.62572503903374, 60.2166336764539, 190.31223432175943]                      |2804.4084472656250000|     16.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[205.3376904310943, 60.9322353907347, 180.62235041855538]                       |208.5190124511718750|     32.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[205.3376904310943, 60.9322353907347, 180.62235041855538]                       |208.5190124511718750|     16.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[205.3376904310943, 60.9322353907347, 180.62235041855538]                       |208.5190124511718750|      8.00000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[205.3376904310943, 60.9322353907347, 180.62235041855538]                       |208.5190124511718750|      4.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[205.3376904310943, 60.9322353907347, 180.62235041855538]                       |208.5190124511718750|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
