k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.9141408422935848, 1.0137185733688463, 0.955197022187189, 0.947286348823588, 0.9635212852688002, 1.0289975931208812, 1.04933231580713, 0.9768817414301334, 0.8991228766511234, 0.8902005624848776, 1.0479093788979643, 0.8930844686289757, 1.0404825148714607, 0.9834596449747086, 0.9868390719574809, 0.9990629213006259, 1.011962873483553, 1.0413750965185453, 0.9619833660901804, 1.0022475058452422, 1.0319290698618728, 0.9485739752182852]|  1.4786221981048584|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.9141408422935848, 1.0137185733688463, 0.955197022187189, 0.947286348823588, 0.9635212852688002, 1.0289975931208812, 1.04933231580713, 0.9768817414301334, 0.8991228766511234, 0.8902005624848776, 1.0479093788979643, 0.8930844686289757, 1.0404825148714607, 0.9834596449747086, 0.9868390719574809, 0.9990629213006259, 1.011962873483553, 1.0413750965185453, 0.9619833660901804, 1.0022475058452422, 1.0319290698618728, 0.9485739752182852]|  1.4786221981048584|      0.25000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       5|[0.8431308105898979, 0.9283103874902312, 0.9366908824171603, 0.8729501706866194, 0.9629050811391121, 1.0018463102878739, 1.0305222931357518, 0.8897400479857002, 0.8074306254816995, 0.8342192529154207, 1.02553334882875, 0.8088222974388503, 1.080906752097722, 0.9952454026151402, 0.9751789710656202, 1.0468791247956304, 1.0449567984058474, 1.0285504947151076, 0.9307432499894295, 0.9992729324232235, 0.951757396833419, 1.0086298073877058]|  1.4246374368667603|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.8431308105898979, 0.9283103874902312, 0.9366908824171603, 0.8729501706866194, 0.9629050811391121, 1.0018463102878739, 1.0305222931357518, 0.8897400479857002, 0.8074306254816995, 0.8342192529154207, 1.02553334882875, 0.8088222974388503, 1.080906752097722, 0.9952454026151402, 0.9751789710656202, 1.0468791247956304, 1.0449567984058474, 1.0285504947151076, 0.9307432499894295, 0.9992729324232235, 0.951757396833419, 1.0086298073877058]|  1.4246374368667603|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[0.7735560263481684, 0.8383738345520398, 0.9648738902613259, 0.8774013241905543, 0.9196837556788743, 0.9865522868300289, 0.9985869622070062, 0.8381350865271162, 0.7346126714139645, 0.8060572973739316, 1.0743634047151471, 0.6534543063021916, 1.0862052661750285, 1.0316206199429154, 0.9825994522506276, 1.0857619649004895, 1.045344508707008, 0.9909942550611419, 0.864225701702328, 0.9868134164413275, 0.967308480515834, 0.973957693312937]|  1.3650119304656982|      0.50000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.7735560263481684, 0.8383738345520398, 0.9648738902613259, 0.8774013241905543, 0.9196837556788743, 0.9865522868300289, 0.9985869622070062, 0.8381350865271162, 0.7346126714139645, 0.8060572973739316, 1.0743634047151471, 0.6534543063021916, 1.0862052661750285, 1.0316206199429154, 0.9825994522506276, 1.0857619649004895, 1.045344508707008, 0.9909942550611419, 0.864225701702328, 0.9868134164413275, 0.967308480515834, 0.973957693312937]|  1.3650119304656982|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.7452383316430777, 0.8095714980048336, 0.9428708415789466, 0.8435218285650872, 0.8840746066187051, 0.9310457363933704, 0.9333678222807861, 0.8133583284518944, 0.7209146621716673, 0.6933824172131234, 1.1064489142600533, 0.5214944570885297, 1.0684711914909117, 1.0256838371254058, 0.947786278952609, 1.0645623786979521, 0.9886398864887981, 0.9840586691359545, 0.7717197107699384, 0.952063542362729, 1.0052674190411213, 1.0210064857132428]|  1.3068882226943970|      0.50000000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.7452383316430777, 0.8095714980048336, 0.9428708415789466, 0.8435218285650872, 0.8840746066187051, 0.9310457363933704, 0.9333678222807861, 0.8133583284518944, 0.7209146621716673, 0.6933824172131234, 1.1064489142600533, 0.5214944570885297, 1.0684711914909117, 1.0256838371254058, 0.947786278952609, 1.0645623786979521, 0.9886398864887981, 0.9840586691359545, 0.7717197107699384, 0.952063542362729, 1.0052674190411213, 1.0210064857132428]|  1.3068882226943970|      0.25000000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.7734186251564203, 0.7413972048585977, 0.9219960251235952, 0.7935653218930748, 0.8361933620527637, 0.8918455561524001, 0.8696727659487861, 0.7582930449382967, 0.625849086603091, 0.5935984995137229, 1.1465976219458944, 0.4100568820488123, 1.1224639143353736, 1.064155833690373, 0.9193393856259573, 1.0817755428169482, 0.9629232183837114, 0.9468720146199194, 0.7712337121861943, 0.9072361306775413, 1.0178145781017176, 1.0427201048245023]|  1.2505574226379395|      0.50000000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[0.7734186251564203, 0.7413972048585977, 0.9219960251235952, 0.7935653218930748, 0.8361933620527637, 0.8918455561524001, 0.8696727659487861, 0.7582930449382967, 0.625849086603091, 0.5935984995137229, 1.1465976219458944, 0.4100568820488123, 1.1224639143353736, 1.064155833690373, 0.9193393856259573, 1.0817755428169482, 0.9629232183837114, 0.9468720146199194, 0.7712337121861943, 0.9072361306775413, 1.0178145781017176, 1.0427201048245023]|  1.2505574226379395|      0.25000000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
