k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.66681157511667, -0.7195985075931122, -0.4583120247551921, 0.3228056248051366, -0.3371051393642744, 0.1077791201367243, -0.1425321989383719]|71859.7187500000000000|      2.00000000|[13, 0, 0, 3]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       2|[11.65946936940716, -0.2938597575721182, -0.3192093229474247, 0.0246464625868341, 0.7307831869231983, 0.4205985561485255, 1.076847600604066]|55364.6250000000000000|      4.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       3|[11.527141412999011, -0.1580659575982359, 0.2997239184860649, 3.1362099984916574, -0.4058345620802429, 2.5080931655717666, 1.5764571569546815]|43153.7812500000000000|      8.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[11.753155475712349, 0.590344460740158, -1.7209122979422296, 7.928968252103896, 1.2411941655148717, -3.238132258614863, 2.3533013095208073]|35527.1171875000000000|     16.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=0
       5|[11.753155475712349, 0.590344460740158, -1.7209122979422296, 7.928968252103896, 1.2411941655148717, -3.238132258614863, 2.3533013095208073]|35527.1171875000000000|      8.00000000|[93, 0, 0, 23]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[11.753155475712349, 0.590344460740158, -1.7209122979422296, 7.928968252103896, 1.2411941655148717, -3.238132258614863, 2.3533013095208073]|35527.1171875000000000|      4.00000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[11.753155475712349, 0.590344460740158, -1.7209122979422296, 7.928968252103896, 1.2411941655148717, -3.238132258614863, 2.3533013095208073]|35527.1171875000000000|      2.00000000|[165, 0, 0, 41]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[11.045132509105796, -0.2661090930251825, -1.8266831865903712, 7.041417499004732, 1.0703946162724494, -3.150220904354546, 0.9642886830271655]|19156.0644531250000000|      4.00000000|[173, 0, 0, 43]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[11.045132509105796, -0.2661090930251825, -1.8266831865903712, 7.041417499004732, 1.0703946162724494, -3.150220904354546, 0.9642886830271655]|19156.0644531250000000|      2.00000000|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[11.045132509105796, -0.2661090930251825, -1.8266831865903712, 7.041417499004732, 1.0703946162724494, -3.150220904354546, 0.9642886830271655]|19156.0644531250000000|      1.00000000|[245, 0, 0, 61]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
