k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4923002620284078, 0.1384659170621503]                                        |  0.4786595106124878|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.4923002620284078, 0.1384659170621503]                                        |  0.4786595106124878|      1.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.4923002620284078, 0.1384659170621503]                                        |  0.4786595106124878|      0.50000000|[19, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.227836887732919, -0.2858678238261322]                                        |  0.0678830966353416|      1.00000000|[25, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[0.227836887732919, -0.2858678238261322]                                        |  0.0678830966353416|      0.50000000|[31, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.227836887732919, -0.2858678238261322]                                        |  0.0678830966353416|      0.25000000|[37, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.227836887732919, -0.2858678238261322]                                        |  0.0678830966353416|      0.12500000|[43, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.228589519222665, -0.1608700896633057]                                        |  0.0293974820524454|      0.25000000|[49, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       9|[0.228589519222665, -0.1608700896633057]                                        |  0.0293974820524454|      0.12500000|[55, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.228589519222665, -0.1608700896633057]                                        |  0.0293974820524454|      0.06250000|[61, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
