k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.9770972714976829, 0.9325723981054976, 0.9054784851469856, 0.9806574503459633, 0.9568040231391669, 0.9970465055709271, 0.9754806838005421, 0.9493086117376992, 1.0272573319726412, 1.0179820643264506, 1.0700005802566406, 0.8425814445979077, 1.0051421205369115, 0.9140380656363873, 0.9967495585121859, 0.970982361249078, 1.0121165234914482, 1.0262485252287725, 0.9744418403539389, 0.9704971154296023, 1.0360295616799349, 1.020051312262669]|  1.4720548391342163|      0.50000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[0.9770972714976829, 0.9325723981054976, 0.9054784851469856, 0.9806574503459633, 0.9568040231391669, 0.9970465055709271, 0.9754806838005421, 0.9493086117376992, 1.0272573319726412, 1.0179820643264506, 1.0700005802566406, 0.8425814445979077, 1.0051421205369115, 0.9140380656363873, 0.9967495585121859, 0.970982361249078, 1.0121165234914482, 1.0262485252287725, 0.9744418403539389, 0.9704971154296023, 1.0360295616799349, 1.020051312262669]|  1.4720548391342163|      0.25000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.8761690630587359, 0.8827285591020855, 0.852258992643, 0.9215509605320062, 0.9363731425081512, 0.9307848668716868, 0.925105172651043, 0.9796787170793546, 0.9799721448382401, 1.043578736304299, 1.1169643811339272, 0.7385939135008307, 0.9516766890810446, 0.870703031202995, 0.9385367971918643, 0.9343241683345613, 0.9840309103810487, 1.016125897762876, 0.978700633853462, 0.9339107845465383, 1.0883251424989364, 0.9502427748280857]|  1.4194800853729248|      0.50000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[0.8761690630587359, 0.8827285591020855, 0.852258992643, 0.9215509605320062, 0.9363731425081512, 0.9307848668716868, 0.925105172651043, 0.9796787170793546, 0.9799721448382401, 1.043578736304299, 1.1169643811339272, 0.7385939135008307, 0.9516766890810446, 0.870703031202995, 0.9385367971918643, 0.9343241683345613, 0.9840309103810487, 1.016125897762876, 0.978700633853462, 0.9339107845465383, 1.0883251424989364, 0.9502427748280857]|  1.4194800853729248|      0.25000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.8673503451854161, 0.8853294582755471, 0.8014315046992758, 0.9170740545741405, 0.9282759500442748, 0.9201589490001517, 0.8410037457266678, 0.867258092244887, 0.9773090229183121, 1.0290636336720982, 1.106621296037024, 0.6433992265717194, 0.9476698613788497, 0.820830263749433, 0.8877680707832639, 0.8659112274493169, 0.9401147851835491, 0.8984845165732402, 0.9627196204605153, 0.8737927224661581, 1.1059813160618448, 0.9215251393447822]|  1.3744686841964722|      0.50000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[0.8673503451854161, 0.8853294582755471, 0.8014315046992758, 0.9170740545741405, 0.9282759500442748, 0.9201589490001517, 0.8410037457266678, 0.867258092244887, 0.9773090229183121, 1.0290636336720982, 1.106621296037024, 0.6433992265717194, 0.9476698613788497, 0.820830263749433, 0.8877680707832639, 0.8659112274493169, 0.9401147851835491, 0.8984845165732402, 0.9627196204605153, 0.8737927224661581, 1.1059813160618448, 0.9215251393447822]|  1.3744686841964722|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.8379138147954398, 0.8723233407802421, 0.7596214074115674, 0.8889562196216066, 0.9195886917153357, 0.9132453686700301, 0.7619254480644725, 0.8314751656259763, 0.9890613811654725, 1.0050773362783616, 1.2049295074494135, 0.576473427019642, 0.954238275022935, 0.76127920845884, 0.9324403299781759, 0.8659961571679663, 1.016736221634924, 0.7929729619415417, 0.8762381437181983, 0.941458843647237, 1.1429468025148042, 0.9414932726771373]|  1.3403407335281372|      0.50000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.8379138147954398, 0.8723233407802421, 0.7596214074115674, 0.8889562196216066, 0.9195886917153357, 0.9132453686700301, 0.7619254480644725, 0.8314751656259763, 0.9890613811654725, 1.0050773362783616, 1.2049295074494135, 0.576473427019642, 0.954238275022935, 0.76127920845884, 0.9324403299781759, 0.8659961571679663, 1.016736221634924, 0.7929729619415417, 0.8762381437181983, 0.941458843647237, 1.1429468025148042, 0.9414932726771373]|  1.3403407335281372|      0.25000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.8705557365488237, 0.8615275168562099, 0.7462155141974225, 0.832919976105909, 0.8446119353159456, 0.8695478725302729, 0.6898203591816426, 0.7840989527110931, 0.9666538095598164, 0.9548607557651623, 1.1690513731587617, 0.4123134003764644, 1.0064349530835484, 0.7567243155152463, 0.9363522575683968, 0.8692771462417838, 0.9915417209209908, 0.7377194295436178, 0.8835452629357353, 0.8921722832764757, 1.1958968016995712, 0.9371692175664124]|  1.2830749750137329|      0.50000000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
