k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.007741410916637, -0.1631297633168883, 0.0501156874997925, -0.2008279359738581, 0.3937842453399674, 0.0908671384458051, -0.2328955292061883]|49896.4453125000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
       2|[10.007741410916637, -0.1631297633168883, 0.0501156874997925, -0.2008279359738581, 0.3937842453399674, 0.0908671384458051, -0.2328955292061883]|49896.4453125000000000|      1.00000000|[71, 5, 0, 5]                                                              |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.007741410916637, -0.1631297633168883, 0.0501156874997925, -0.2008279359738581, 0.3937842453399674, 0.0908671384458051, -0.2328955292061883]|49896.4453125000000000|      0.50000000|[112, 8, 0, 8]                                                             |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[10.007741410916637, -0.1631297633168883, 0.0501156874997925, -0.2008279359738581, 0.3937842453399674, 0.0908671384458051, -0.2328955292061883]|49896.4453125000000000|      0.25000000|[155, 11, 0, 11]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.50000000|[183, 13, 0, 13]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
       6|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.25000000|[224, 16, 0, 16]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.12500000|[266, 19, 0, 19]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.06250000|[308, 22, 0, 22]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.03125000|[349, 25, 0, 25]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.01562500|[390, 28, 0, 28]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[10.025163115034239, -0.1830441543295496, 0.0146768935528909, -0.3275244485358335, 0.3470933868062824, 0.0877998329267813, -0.0272197109613197]|10025.7626953125000000|      0.00781250|[431, 31, 0, 31]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[10.02305965704109, -0.1814944955648618, 0.018598408237822, -0.3254043181838778, 0.3461612008761164, 0.0827458852349291, -0.0244046460561552]|9577.5859375000000000|      0.01562500|[473, 34, 0, 34]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | iterate success | actual_k=1
      13|[10.02305965704109, -0.1814944955648618, 0.018598408237822, -0.3254043181838778, 0.3461612008761164, 0.0827458852349291, -0.0244046460561552]|9577.5859375000000000|      0.00781250|[515, 37, 0, 37]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
