k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[646, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 178 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 238 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 296 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 355 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 413 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 471 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 529 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 587 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[1287, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 409 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 467 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 525 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 583 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.1099346342155871, -0.0219796937921281, -0.0099879107770489, -0.0640597725824128, -0.0695418847376579, -0.0494864856401089, -0.0426332864644069, -0.025880187196478, -0.0944230971052525, -0.1066607798932862, -0.0734375788687901, -0.1213214185010856, -0.1271145410728486, -0.1017556984059549, -0.1108248579237448, -0.1068933152005065, -0.1317053581694116, -0.1577162498545619, -0.1533569032817066, -0.1532407986231354, -0.1688738615634149, -0.1506709730364415, -0.1803041064423491, -0.1787925300782555, -0.1569449943408889, -0.2214215741365327, -0.1956710257165707, -0.2059656938370661, -0.226145266314983, -0.204783874619644, -0.2142232952216097, -0.2216966420665543, -0.1675613614444165, -0.2136629854969576, -0.2092808362369886, -0.2241678582177913, -0.2208783522300474, -0.209590481570924, -0.2115297351708942, -0.2463389705279948, -0.279943065188939, -0.2532333683304599, -0.2192334249690436, -0.2306712514917982, -0.23097777931316, -0.234750672528917, -0.2079152878472215, -0.2438736339756966, -0.2331437332372282, -0.2548369259077957, -0.2045227436770223, -0.2798609814853869, -0.2891708881610729, -0.241782893813461, -0.2204640170488115, -0.2382846974136624, -0.1994859963059289, -0.26089526512654, -0.231079794602719, -0.2028998957852963, -0.2433937449642384, -0.2340186132130503, -0.2204081016677174, -0.2358575422789559, -0.2376872808354793, -0.2196671254744782, -0.2462819155989511, -0.2067605147767204, -0.2066604366225536, -0.206057239300881, -0.1823825506996627, -0.188234435590431, -0.2057630703638528, -0.2049255090283262, -0.1993002713790248, -0.190521063704831, -0.1737467875903992, -0.1650039441549483, -0.1723138889170624, -0.200363825133991, -0.1331801956120588, -0.1499152682519307, -0.125539415688634, -0.1520777010237881, -0.1721404003700053, -0.1292569465780579, -0.1271649044207514, -0.1299972266196108, -0.1137826561658644, -0.1117856937371142, -0.082342437264207, -0.099533780828943, -0.0773478190733122, -0.0141289517515587, -0.032910999125817, -0.0886318925731022, -0.0471867345568524, -0.0215711109183219, -0.0208110132714656, -0.1139291072846102]| 99.8881607055664062|      0.50000000|[1697, 116, 0, 29]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 352 points | iterate success | actual_k=4
       4|[-0.1099346342155871, -0.0219796937921281, -0.0099879107770489, -0.0640597725824128, -0.0695418847376579, -0.0494864856401089, -0.0426332864644069, -0.025880187196478, -0.0944230971052525, -0.1066607798932862, -0.0734375788687901, -0.1213214185010856, -0.1271145410728486, -0.1017556984059549, -0.1108248579237448, -0.1068933152005065, -0.1317053581694116, -0.1577162498545619, -0.1533569032817066, -0.1532407986231354, -0.1688738615634149, -0.1506709730364415, -0.1803041064423491, -0.1787925300782555, -0.1569449943408889, -0.2214215741365327, -0.1956710257165707, -0.2059656938370661, -0.226145266314983, -0.204783874619644, -0.2142232952216097, -0.2216966420665543, -0.1675613614444165, -0.2136629854969576, -0.2092808362369886, -0.2241678582177913, -0.2208783522300474, -0.209590481570924, -0.2115297351708942, -0.2463389705279948, -0.279943065188939, -0.2532333683304599, -0.2192334249690436, -0.2306712514917982, -0.23097777931316, -0.234750672528917, -0.2079152878472215, -0.2438736339756966, -0.2331437332372282, -0.2548369259077957, -0.2045227436770223, -0.2798609814853869, -0.2891708881610729, -0.241782893813461, -0.2204640170488115, -0.2382846974136624, -0.1994859963059289, -0.26089526512654, -0.231079794602719, -0.2028998957852963, -0.2433937449642384, -0.2340186132130503, -0.2204081016677174, -0.2358575422789559, -0.2376872808354793, -0.2196671254744782, -0.2462819155989511, -0.2067605147767204, -0.2066604366225536, -0.206057239300881, -0.1823825506996627, -0.188234435590431, -0.2057630703638528, -0.2049255090283262, -0.1993002713790248, -0.190521063704831, -0.1737467875903992, -0.1650039441549483, -0.1723138889170624, -0.200363825133991, -0.1331801956120588, -0.1499152682519307, -0.125539415688634, -0.1520777010237881, -0.1721404003700053, -0.1292569465780579, -0.1271649044207514, -0.1299972266196108, -0.1137826561658644, -0.1117856937371142, -0.082342437264207, -0.099533780828943, -0.0773478190733122, -0.0141289517515587, -0.032910999125817, -0.0886318925731022, -0.0471867345568524, -0.0215711109183219, -0.0208110132714656, -0.1139291072846102]| 99.8881607055664062|      0.25000000|[2341, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 178 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 236 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 294 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 352 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 410 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 469 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 528 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 586 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.1877379911713073, -0.0668135581944931, -0.0419888316476656, -0.0312695837702916, -0.0901061798500052, -0.0507023699798029, -0.0042932903773274, -0.0371676712899069, -0.0847526802495456, -0.0815027441679631, -0.1007099111785075, -0.1043268634963756, -0.1272857679536261, -0.1062879159146572, -0.0870323994118788, -0.1100785382841035, -0.1567707576038053, -0.1797043501325898, -0.1456583734139403, -0.1776941981946248, -0.1473512300696261, -0.1656629844164265, -0.174155960556974, -0.1639934142334499, -0.1940996678576574, -0.1861414066429376, -0.2403294129831491, -0.219268518384169, -0.2218132218266322, -0.2126203034248666, -0.222471760032534, -0.1916059351224771, -0.1963835878243225, -0.1768606296601154, -0.2462846109607527, -0.2195741872623383, -0.2381962294928274, -0.2220501843878791, -0.2182449424625396, -0.2937663872524667, -0.2745878434704202, -0.237152207545418, -0.2295986555927306, -0.2277685890459819, -0.21696831608109, -0.2071883856049998, -0.2524787307351022, -0.2174004193554163, -0.2365467138767494, -0.2276598403890452, -0.2269180604483818, -0.2664165195284031, -0.2547409132406266, -0.2480504010136001, -0.2442490882760549, -0.2130471183587105, -0.26710798358743, -0.2255697180807958, -0.2184320399874243, -0.2071072364320642, -0.2114528827450717, -0.2466471482743825, -0.223991679838027, -0.2260184870617958, -0.2215442976133856, -0.2301816359925052, -0.2143455966190519, -0.2231568484533735, -0.2154794499111582, -0.2145471744901717, -0.1904331743943514, -0.1899494935017622, -0.1742037928225907, -0.2020196954377137, -0.1903258660914172, -0.1784980321000244, -0.1651446781113507, -0.1761386004631507, -0.2036637439832845, -0.1610150358175704, -0.1496617224830802, -0.1286064640769347, -0.1055691368668253, -0.1534230895300988, -0.1699901059038675, -0.1570475912426182, -0.135001851288028, -0.1154732435852075, -0.1202923653181061, -0.1108354703130329, -0.1017549530094236, -0.0794082600710494, -0.0621422739952267, -0.0257651920957913, -0.0411681266139169, -0.0326146069077735, -0.0585949679809068, -0.0215821593292916, -0.0880973814578617, -0.1423907174418941]| 99.6900558471679688|      0.50000000|[2808, 192, 0, 48]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 409 points | iterate success | actual_k=4
       6|[-0.1877379911713073, -0.0668135581944931, -0.0419888316476656, -0.0312695837702916, -0.0901061798500052, -0.0507023699798029, -0.0042932903773274, -0.0371676712899069, -0.0847526802495456, -0.0815027441679631, -0.1007099111785075, -0.1043268634963756, -0.1272857679536261, -0.1062879159146572, -0.0870323994118788, -0.1100785382841035, -0.1567707576038053, -0.1797043501325898, -0.1456583734139403, -0.1776941981946248, -0.1473512300696261, -0.1656629844164265, -0.174155960556974, -0.1639934142334499, -0.1940996678576574, -0.1861414066429376, -0.2403294129831491, -0.219268518384169, -0.2218132218266322, -0.2126203034248666, -0.222471760032534, -0.1916059351224771, -0.1963835878243225, -0.1768606296601154, -0.2462846109607527, -0.2195741872623383, -0.2381962294928274, -0.2220501843878791, -0.2182449424625396, -0.2937663872524667, -0.2745878434704202, -0.237152207545418, -0.2295986555927306, -0.2277685890459819, -0.21696831608109, -0.2071883856049998, -0.2524787307351022, -0.2174004193554163, -0.2365467138767494, -0.2276598403890452, -0.2269180604483818, -0.2664165195284031, -0.2547409132406266, -0.2480504010136001, -0.2442490882760549, -0.2130471183587105, -0.26710798358743, -0.2255697180807958, -0.2184320399874243, -0.2071072364320642, -0.2114528827450717, -0.2466471482743825, -0.223991679838027, -0.2260184870617958, -0.2215442976133856, -0.2301816359925052, -0.2143455966190519, -0.2231568484533735, -0.2154794499111582, -0.2145471744901717, -0.1904331743943514, -0.1899494935017622, -0.1742037928225907, -0.2020196954377137, -0.1903258660914172, -0.1784980321000244, -0.1651446781113507, -0.1761386004631507, -0.2036637439832845, -0.1610150358175704, -0.1496617224830802, -0.1286064640769347, -0.1055691368668253, -0.1534230895300988, -0.1699901059038675, -0.1570475912426182, -0.135001851288028, -0.1154732435852075, -0.1202923653181061, -0.1108354703130329, -0.1017549530094236, -0.0794082600710494, -0.0621422739952267, -0.0257651920957913, -0.0411681266139169, -0.0326146069077735, -0.0585949679809068, -0.0215821593292916, -0.0880973814578617, -0.1423907174418941]| 99.6900558471679688|      0.25000000|[3449, 236, 0, 59]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 410 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 468 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 526 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 584 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.2250437668929189, -0.1504179844514175, -0.0169031094526878, -0.0629541289867153, -0.0521522208930828, -0.0724761724161605, -0.0240840319565586, -0.0283991303734802, -0.0670662580993226, -0.0708745619569323, -0.0906297498061408, -0.1172473384304527, -0.1007006918988404, -0.126574913599798, -0.1058880774369374, -0.1111193400133504, -0.1459773328115703, -0.1492902605198248, -0.1772664921745743, -0.13356744803544, -0.1736592367774044, -0.1483384798017398, -0.1621467626629362, -0.170351676119593, -0.1697375585849858, -0.2302462689334021, -0.20177858914138, -0.2275910522104429, -0.2181349222628758, -0.2325084013285629, -0.2171647607006444, -0.1943583592171983, -0.1848692602030048, -0.2165607011994271, -0.2308005633632459, -0.2637961401321816, -0.2326961735428495, -0.2264147538180835, -0.219379770043992, -0.3009209796977782, -0.2838791122448047, -0.2499155097715053, -0.2459190653694711, -0.2153758582210594, -0.2319953481741083, -0.2175563049436251, -0.2287427476564552, -0.225153572884959, -0.210166149741942, -0.2270276171183727, -0.227728115547203, -0.245297281055777, -0.2519797158701873, -0.2677920380984984, -0.2205525219068273, -0.239233129957054, -0.2263061009891407, -0.2247401759308137, -0.1940159646883173, -0.1936785651926627, -0.2411621701807568, -0.222389880392988, -0.2421541849380666, -0.2037288099923048, -0.2376021158443818, -0.2195435767466561, -0.2135034518246917, -0.2367622458452301, -0.19391007737886, -0.1982535799675285, -0.2123162035824616, -0.1537384831798531, -0.1916892066520139, -0.1985302483849327, -0.1884028291727595, -0.1896865085235025, -0.1589842366695312, -0.1820294782110806, -0.1572704787418288, -0.1911924419225355, -0.1346737425085703, -0.1256422086826843, -0.1393136326963266, -0.1375116828968505, -0.1567335813776817, -0.1723835382691093, -0.1108598565774854, -0.1228903582867802, -0.1011899687928167, -0.1192186619529219, -0.0971680330450758, -0.0850234799477207, -0.0620856713589945, -0.0541892370439019, -0.0069895991351486, -0.0740691667766425, -0.0101611484837033, -0.0466655122933499, -0.0959230589534545, -0.2346807187113944]| 99.6053161621093750|      0.50000000|[3974, 272, 0, 68]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 409 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 467 points | iterate success | actual_k=4
       8|[-0.2250437668929189, -0.1504179844514175, -0.0169031094526878, -0.0629541289867153, -0.0521522208930828, -0.0724761724161605, -0.0240840319565586, -0.0283991303734802, -0.0670662580993226, -0.0708745619569323, -0.0906297498061408, -0.1172473384304527, -0.1007006918988404, -0.126574913599798, -0.1058880774369374, -0.1111193400133504, -0.1459773328115703, -0.1492902605198248, -0.1772664921745743, -0.13356744803544, -0.1736592367774044, -0.1483384798017398, -0.1621467626629362, -0.170351676119593, -0.1697375585849858, -0.2302462689334021, -0.20177858914138, -0.2275910522104429, -0.2181349222628758, -0.2325084013285629, -0.2171647607006444, -0.1943583592171983, -0.1848692602030048, -0.2165607011994271, -0.2308005633632459, -0.2637961401321816, -0.2326961735428495, -0.2264147538180835, -0.219379770043992, -0.3009209796977782, -0.2838791122448047, -0.2499155097715053, -0.2459190653694711, -0.2153758582210594, -0.2319953481741083, -0.2175563049436251, -0.2287427476564552, -0.225153572884959, -0.210166149741942, -0.2270276171183727, -0.227728115547203, -0.245297281055777, -0.2519797158701873, -0.2677920380984984, -0.2205525219068273, -0.239233129957054, -0.2263061009891407, -0.2247401759308137, -0.1940159646883173, -0.1936785651926627, -0.2411621701807568, -0.222389880392988, -0.2421541849380666, -0.2037288099923048, -0.2376021158443818, -0.2195435767466561, -0.2135034518246917, -0.2367622458452301, -0.19391007737886, -0.1982535799675285, -0.2123162035824616, -0.1537384831798531, -0.1916892066520139, -0.1985302483849327, -0.1884028291727595, -0.1896865085235025, -0.1589842366695312, -0.1820294782110806, -0.1572704787418288, -0.1911924419225355, -0.1346737425085703, -0.1256422086826843, -0.1393136326963266, -0.1375116828968505, -0.1567335813776817, -0.1723835382691093, -0.1108598565774854, -0.1228903582867802, -0.1011899687928167, -0.1192186619529219, -0.0971680330450758, -0.0850234799477207, -0.0620856713589945, -0.0541892370439019, -0.0069895991351486, -0.0740691667766425, -0.0101611484837033, -0.0466655122933499, -0.0959230589534545, -0.2346807187113944]| 99.6053161621093750|      0.25000000|[4615, 316, 0, 79]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 294 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 352 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 410 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 468 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 526 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 584 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.2515469315244301, -0.13872440013746, -0.0895890674586579, -0.0195154732308829, -0.0521491069854522, -0.020225319733471, -0.0545688706986927, -0.0337620834913315, -0.0663918017128442, -0.0662821163822994, -0.0945857212982819, -0.1284592758346534, -0.108256337573436, -0.1310530559315429, -0.1006188050023269, -0.1125500172981506, -0.1439956727659303, -0.1571606283276952, -0.1840656444540664, -0.1339842496424282, -0.1508885285501173, -0.1659445444884219, -0.1734435878334346, -0.1654625971960297, -0.2121069675803158, -0.1993920541716083, -0.2386956337046928, -0.2074993234309058, -0.2489726429560211, -0.2273198163373644, -0.2150512977101045, -0.1984732166037509, -0.2216585411357071, -0.219377065934109, -0.2599842656857609, -0.2429628592152059, -0.2659196888215098, -0.2158572574648289, -0.2458450896397465, -0.249857714110359, -0.2948293891081711, -0.2442094197122838, -0.2400353737181, -0.2238375122680736, -0.2235930668292143, -0.2125235088501263, -0.2095322066489656, -0.2142391916863621, -0.2248326968057781, -0.2151338238105895, -0.2602068186754633, -0.2613739963575557, -0.2636142354999139, -0.2460104031380577, -0.2140293079062481, -0.2105198025671413, -0.24132830423879, -0.210933338286837, -0.1662116551631866, -0.2243626512698131, -0.2236626688811847, -0.2469384502562296, -0.201098967413976, -0.2562772884467522, -0.2174670887291409, -0.1971226442709408, -0.2091103635679529, -0.2073832485876731, -0.2057372224780717, -0.180770249102783, -0.1828698023473084, -0.1714904352100531, -0.1649667666860186, -0.2020314975695607, -0.2149413320267782, -0.1634207148127203, -0.1726295175619958, -0.1729410378355035, -0.1838142202573959, -0.1623609606649571, -0.1568518807868695, -0.1241121857831416, -0.1326802030681161, -0.1545235127131393, -0.1787992272019597, -0.1449216391882113, -0.1454355395350473, -0.097745218237204, -0.1288328111571001, -0.1183667104408434, -0.1045754528960551, -0.0622801323301514, -0.0481794638055202, -0.0419662615283798, -0.0568975727943998, 0.0001983596082294, -0.0226732020564253, -0.0243352477554097, -0.1564986599031316, -0.2401826165741962]| 99.5079116821289062|      0.50000000|[5082, 348, 0, 87]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 409 points | iterate success | actual_k=4
      10|[-0.2515469315244301, -0.13872440013746, -0.0895890674586579, -0.0195154732308829, -0.0521491069854522, -0.020225319733471, -0.0545688706986927, -0.0337620834913315, -0.0663918017128442, -0.0662821163822994, -0.0945857212982819, -0.1284592758346534, -0.108256337573436, -0.1310530559315429, -0.1006188050023269, -0.1125500172981506, -0.1439956727659303, -0.1571606283276952, -0.1840656444540664, -0.1339842496424282, -0.1508885285501173, -0.1659445444884219, -0.1734435878334346, -0.1654625971960297, -0.2121069675803158, -0.1993920541716083, -0.2386956337046928, -0.2074993234309058, -0.2489726429560211, -0.2273198163373644, -0.2150512977101045, -0.1984732166037509, -0.2216585411357071, -0.219377065934109, -0.2599842656857609, -0.2429628592152059, -0.2659196888215098, -0.2158572574648289, -0.2458450896397465, -0.249857714110359, -0.2948293891081711, -0.2442094197122838, -0.2400353737181, -0.2238375122680736, -0.2235930668292143, -0.2125235088501263, -0.2095322066489656, -0.2142391916863621, -0.2248326968057781, -0.2151338238105895, -0.2602068186754633, -0.2613739963575557, -0.2636142354999139, -0.2460104031380577, -0.2140293079062481, -0.2105198025671413, -0.24132830423879, -0.210933338286837, -0.1662116551631866, -0.2243626512698131, -0.2236626688811847, -0.2469384502562296, -0.201098967413976, -0.2562772884467522, -0.2174670887291409, -0.1971226442709408, -0.2091103635679529, -0.2073832485876731, -0.2057372224780717, -0.180770249102783, -0.1828698023473084, -0.1714904352100531, -0.1649667666860186, -0.2020314975695607, -0.2149413320267782, -0.1634207148127203, -0.1726295175619958, -0.1729410378355035, -0.1838142202573959, -0.1623609606649571, -0.1568518807868695, -0.1241121857831416, -0.1326802030681161, -0.1545235127131393, -0.1787992272019597, -0.1449216391882113, -0.1454355395350473, -0.097745218237204, -0.1288328111571001, -0.1183667104408434, -0.1045754528960551, -0.0622801323301514, -0.0481794638055202, -0.0419662615283798, -0.0568975727943998, 0.0001983596082294, -0.0226732020564253, -0.0243352477554097, -0.1564986599031316, -0.2401826165741962]| 99.5079116821289062|      0.25000000|[5724, 392, 0, 98]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 411 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 469 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 527 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 585 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
