k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0864118254221613, -0.0569930140466876, 1.8254052537077492, -0.0821460436577244, 0.0325384438248462, 2.1053303780740698, 0.3556711056406024, -0.0079356100340495, 2.2322318800294223, 0.81512032305079, -0.0708085850154606, 2.151926516710435, 0.1765238044726341, 0.1543731636157957, 2.3213832670185535, 2.6345696815073456, -0.0078263147739727, 2.2510441677212447, 0.777400648359504, 0.1161606194138841, 2.2814521912479844, 2.42940179349594, 0.0669943885903187, 2.5459727463737187, 14.34243070939337, 0.1090934130176809, 2.47657327178249, 12.044063667548057, 0.0433786641023865, 2.7141853376231797, 0.234333217603451, -0.052673133338375, 2.7425903985189373, 0.3490899524079474, 0.126351292641037, 2.9369513451560207, 1.1482802038340525, -0.0349623968382287, 3.0984308686686917, 0.3531236136085272, 0.0253553983421836, 3.0937233361128285, 0.1610980700589029, -0.0650536439047701, 3.3522125683336315, 3.6661930186241234, 0.1261152579751132, 3.550691385070922, 0.8714561882880189, -0.0725154847442266, 3.7121895944053547, 0.1572063376008821, -0.1460172452979672, 3.5994470532116862, 0.3680701720554673, 0.0813442972088416, 3.910793634047471, 1.106819735931645, -0.0673615800003, 3.8830927427030297, 0.3323149440230471, -0.0026174906698539, 4.02927829494905, 2.050906732083976, -0.0433980270324616, 4.188423291764012, 1.9366687803479892, 0.1615777971361375, 4.338642929873469, 1.7036360156906214, -0.0630650605747125, 4.566011814960459, 0.5567361825312351, 0.1593305346191148, 4.825150204123331, 0.7574179166394801, 0.1533801019361595, 4.797493515857355, 0.2279881450775431, -0.0025007875629813, 4.709362772678526, 0.8137468908186235, 0.2460048605830591, 4.726216242779438, 0.5313465174155096, 0.0504713633144919, 5.29918621602167, 0.5821051577125451, -0.0192040651064757, 5.547188051555374, 0.8415553752473691, 0.2437680159155184, 2.562051885233613, -0.0554528374152542, -0.0662043156948673, 3.8391521778353725, 0.2563713593170498, -0.0293180080850304, 5.202247671893415]|1418338.2500000000000000|      2.00000000|[28, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[1.2328784429574826, 0.0832515373462229, 2.0319194081944865, -0.0144319537905695, 0.2415788752129318, 2.2764180880224876, 0.1467900901604355, -0.2633801897888374, 1.814192220336766, 0.6656993058618486, -0.1360437834908157, 2.299763526670768, 0.347007380255154, 0.4322200914279416, 2.5530725943940307, 2.592626456937927, -0.0434675406220138, 2.594105712775521, 0.8536521842739866, 0.1626821031587591, 2.1787029684837744, 2.225550043730369, -0.3680626472592434, 2.340143527986578, 14.271869684440189, 0.3194439365187967, 2.1093882820333283, 11.893811578654738, -0.1315134783505223, 2.529296527468096, -0.2082767180396545, -0.1931228787236076, 2.8401806428508922, 0.3772040220570773, -0.0583687332123483, 2.834626858903584, 1.0364906364351532, -0.1922318494250631, 3.27796363939167, 0.1238856709685794, -0.1854375126130543, 3.03456748663875, 0.3343993684510165, -0.0636348730022646, 3.374560246204123, 3.5528175786675464, 0.2158145961869382, 3.617321496210717, 0.9830440421340986, 0.0237651904086229, 3.370197247763008, 0.6792493503708462, -0.0589552951579818, 3.6418420189634646, 0.2127773261430104, 0.1991365758554557, 4.146234167401916, 1.3058436316015554, -0.0664186865124023, 4.138510988527598, 0.2728700295405804, 0.370746508653105, 4.285967042668904, 2.0896879617325492, -0.1406497641448172, 4.144535178145814, 1.815471231067748, 0.3137854424848587, 4.360533561098217, 1.8337194599282496, -0.2648338856048806, 4.502498854345922, 0.7194050578733752, 0.3077804005176775, 4.673795877492733, 0.5268311958630281, -0.0035271542389894, 4.526961411024209, 0.3173169752678525, -0.0873264774288896, 4.4104188937625, 0.9144489065191483, 0.6842890703376716, 4.813157922616811, 0.8361071635279351, -0.0415822889012541, 5.300730586537575, 0.6411712269298587, 0.0609020592259089, 5.388748751439071, 0.5843304034989827, 0.6645421236147631, 2.7845066258874653, -0.3287452188876888, -0.1990261915373929, 3.5024713969217265, 0.2887120493056469, -0.0065393124300249, 4.9723747363911395]|411312.5625000000000000|      4.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[1.2328784429574826, 0.0832515373462229, 2.0319194081944865, -0.0144319537905695, 0.2415788752129318, 2.2764180880224876, 0.1467900901604355, -0.2633801897888374, 1.814192220336766, 0.6656993058618486, -0.1360437834908157, 2.299763526670768, 0.347007380255154, 0.4322200914279416, 2.5530725943940307, 2.592626456937927, -0.0434675406220138, 2.594105712775521, 0.8536521842739866, 0.1626821031587591, 2.1787029684837744, 2.225550043730369, -0.3680626472592434, 2.340143527986578, 14.271869684440189, 0.3194439365187967, 2.1093882820333283, 11.893811578654738, -0.1315134783505223, 2.529296527468096, -0.2082767180396545, -0.1931228787236076, 2.8401806428508922, 0.3772040220570773, -0.0583687332123483, 2.834626858903584, 1.0364906364351532, -0.1922318494250631, 3.27796363939167, 0.1238856709685794, -0.1854375126130543, 3.03456748663875, 0.3343993684510165, -0.0636348730022646, 3.374560246204123, 3.5528175786675464, 0.2158145961869382, 3.617321496210717, 0.9830440421340986, 0.0237651904086229, 3.370197247763008, 0.6792493503708462, -0.0589552951579818, 3.6418420189634646, 0.2127773261430104, 0.1991365758554557, 4.146234167401916, 1.3058436316015554, -0.0664186865124023, 4.138510988527598, 0.2728700295405804, 0.370746508653105, 4.285967042668904, 2.0896879617325492, -0.1406497641448172, 4.144535178145814, 1.815471231067748, 0.3137854424848587, 4.360533561098217, 1.8337194599282496, -0.2648338856048806, 4.502498854345922, 0.7194050578733752, 0.3077804005176775, 4.673795877492733, 0.5268311958630281, -0.0035271542389894, 4.526961411024209, 0.3173169752678525, -0.0873264774288896, 4.4104188937625, 0.9144489065191483, 0.6842890703376716, 4.813157922616811, 0.8361071635279351, -0.0415822889012541, 5.300730586537575, 0.6411712269298587, 0.0609020592259089, 5.388748751439071, 0.5843304034989827, 0.6645421236147631, 2.7845066258874653, -0.3287452188876888, -0.1990261915373929, 3.5024713969217265, 0.2887120493056469, -0.0065393124300249, 4.9723747363911395]|411312.5625000000000000|      2.00000000|[158, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[1.2328784429574826, 0.0832515373462229, 2.0319194081944865, -0.0144319537905695, 0.2415788752129318, 2.2764180880224876, 0.1467900901604355, -0.2633801897888374, 1.814192220336766, 0.6656993058618486, -0.1360437834908157, 2.299763526670768, 0.347007380255154, 0.4322200914279416, 2.5530725943940307, 2.592626456937927, -0.0434675406220138, 2.594105712775521, 0.8536521842739866, 0.1626821031587591, 2.1787029684837744, 2.225550043730369, -0.3680626472592434, 2.340143527986578, 14.271869684440189, 0.3194439365187967, 2.1093882820333283, 11.893811578654738, -0.1315134783505223, 2.529296527468096, -0.2082767180396545, -0.1931228787236076, 2.8401806428508922, 0.3772040220570773, -0.0583687332123483, 2.834626858903584, 1.0364906364351532, -0.1922318494250631, 3.27796363939167, 0.1238856709685794, -0.1854375126130543, 3.03456748663875, 0.3343993684510165, -0.0636348730022646, 3.374560246204123, 3.5528175786675464, 0.2158145961869382, 3.617321496210717, 0.9830440421340986, 0.0237651904086229, 3.370197247763008, 0.6792493503708462, -0.0589552951579818, 3.6418420189634646, 0.2127773261430104, 0.1991365758554557, 4.146234167401916, 1.3058436316015554, -0.0664186865124023, 4.138510988527598, 0.2728700295405804, 0.370746508653105, 4.285967042668904, 2.0896879617325492, -0.1406497641448172, 4.144535178145814, 1.815471231067748, 0.3137854424848587, 4.360533561098217, 1.8337194599282496, -0.2648338856048806, 4.502498854345922, 0.7194050578733752, 0.3077804005176775, 4.673795877492733, 0.5268311958630281, -0.0035271542389894, 4.526961411024209, 0.3173169752678525, -0.0873264774288896, 4.4104188937625, 0.9144489065191483, 0.6842890703376716, 4.813157922616811, 0.8361071635279351, -0.0415822889012541, 5.300730586537575, 0.6411712269298587, 0.0609020592259089, 5.388748751439071, 0.5843304034989827, 0.6645421236147631, 2.7845066258874653, -0.3287452188876888, -0.1990261915373929, 3.5024713969217265, 0.2887120493056469, -0.0065393124300249, 4.9723747363911395]|411312.5625000000000000|      1.00000000|[261, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[1.2328784429574826, 0.0832515373462229, 2.0319194081944865, -0.0144319537905695, 0.2415788752129318, 2.2764180880224876, 0.1467900901604355, -0.2633801897888374, 1.814192220336766, 0.6656993058618486, -0.1360437834908157, 2.299763526670768, 0.347007380255154, 0.4322200914279416, 2.5530725943940307, 2.592626456937927, -0.0434675406220138, 2.594105712775521, 0.8536521842739866, 0.1626821031587591, 2.1787029684837744, 2.225550043730369, -0.3680626472592434, 2.340143527986578, 14.271869684440189, 0.3194439365187967, 2.1093882820333283, 11.893811578654738, -0.1315134783505223, 2.529296527468096, -0.2082767180396545, -0.1931228787236076, 2.8401806428508922, 0.3772040220570773, -0.0583687332123483, 2.834626858903584, 1.0364906364351532, -0.1922318494250631, 3.27796363939167, 0.1238856709685794, -0.1854375126130543, 3.03456748663875, 0.3343993684510165, -0.0636348730022646, 3.374560246204123, 3.5528175786675464, 0.2158145961869382, 3.617321496210717, 0.9830440421340986, 0.0237651904086229, 3.370197247763008, 0.6792493503708462, -0.0589552951579818, 3.6418420189634646, 0.2127773261430104, 0.1991365758554557, 4.146234167401916, 1.3058436316015554, -0.0664186865124023, 4.138510988527598, 0.2728700295405804, 0.370746508653105, 4.285967042668904, 2.0896879617325492, -0.1406497641448172, 4.144535178145814, 1.815471231067748, 0.3137854424848587, 4.360533561098217, 1.8337194599282496, -0.2648338856048806, 4.502498854345922, 0.7194050578733752, 0.3077804005176775, 4.673795877492733, 0.5268311958630281, -0.0035271542389894, 4.526961411024209, 0.3173169752678525, -0.0873264774288896, 4.4104188937625, 0.9144489065191483, 0.6842890703376716, 4.813157922616811, 0.8361071635279351, -0.0415822889012541, 5.300730586537575, 0.6411712269298587, 0.0609020592259089, 5.388748751439071, 0.5843304034989827, 0.6645421236147631, 2.7845066258874653, -0.3287452188876888, -0.1990261915373929, 3.5024713969217265, 0.2887120493056469, -0.0065393124300249, 4.9723747363911395]|411312.5625000000000000|      0.50000000|[372, 58, 0, 29]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[1.174865763644642, 0.1274216528468144, 1.9990976275149104, -0.0782835302626504, 0.2443982367230872, 2.2353831309265617, 0.1248360816766673, -0.2796303511715978, 1.738920708621292, 0.6106284442674529, -0.1300744308715945, 2.2909973819905636, 0.3423672855998742, 0.4215932343212035, 2.5596429326211627, 2.52449938891055, -0.0680072221008111, 2.668291046483363, 0.9406983824414812, 0.206906442127493, 2.177517387125699, 2.264183917510157, -0.4412193585084115, 2.302921111840874, 14.21759720307455, 0.4053158586485114, 2.147914642029521, 11.846550014840659, -0.24860633866215, 2.617917211636292, -0.2422548926493268, -0.1364618357564389, 2.797574008551079, 0.3957956224386864, -0.1241212935547268, 2.8136511711327246, 0.9974805230122954, -0.2302877343870378, 3.2093140207946806, 0.2021441439961885, -0.1748134494580263, 3.055131168342216, 0.291335483257108, -0.0636260344120522, 3.3427740612720904, 3.555416413274289, 0.1545920741367493, 3.608810244441473, 0.9744550778366821, -0.0112929041659242, 3.3289289225945593, 0.7162223155921756, -0.0308249592614225, 3.6694669333075725, 0.2661049202773313, 0.2802429726469262, 4.144738558650043, 1.326694808290717, 0.0055602071675268, 4.206933177011194, 0.3178676654282742, 0.3694927298647256, 4.340326976833529, 2.084098601515803, -0.194709314274811, 4.149668641722482, 1.881282914064969, 0.3187236823947276, 4.277987922817169, 1.768368544828575, -0.3026564473696736, 4.571598352849845, 0.769277223375087, 0.3190308987258809, 4.693837180405644, 0.4778573821576358, -0.0174618482954264, 4.512015034307428, 0.3791131528093538, -0.2061636001611692, 4.515385202254466, 0.8262714484996735, 0.7137592609012706, 4.8754812359422095, 0.8003151128345285, 0.0536557240515803, 5.376367422020595, 0.6525814888670937, 0.06834831284707, 5.393620126219421, 0.5796423748797069, 0.638156854632861, 2.817330197793669, -0.3382054325592527, -0.1259013067817465, 3.495649178976626, 0.3019316462612222, 0.0120839375002784, 5.043148647815674]|282779.6562500000000000|      1.00000000|[399, 62, 0, 31]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[1.1423983156222064, 0.1224011835654513, 1.9843500875246656, -0.1138108600120113, 0.1023649801767717, 2.252732093373599, 0.2341658296366597, -0.3254038573663161, 1.6893931572802445, 0.6626546799679824, -0.1505434520408941, 2.3604659885092643, 0.2363469652358544, 0.3985606732920022, 2.53595973803225, 2.506585437107949, 0.1451685167226504, 2.660563900936098, 0.9258876458687326, 0.0753441739339951, 2.092126435780927, 2.410050577402172, -0.3479608360086967, 2.3509409596482547, 14.08624008492148, 0.3910902505395822, 2.2868398299656407, 11.893395974679695, -0.1912674910206431, 2.698143927547674, -0.0675093069713633, -0.0390903239904704, 2.7311734681532265, 0.5819038025535803, 0.0297363060236328, 2.8265062388047926, 1.0027393075008189, -0.1789732801271378, 3.1555619936477806, 0.1620729853890985, -0.2217149327452546, 3.1778450743147038, 0.3625414859831259, 0.0312937137529661, 3.3898412425139735, 3.481624798656317, 0.2677928386636994, 3.6471341638990937, 0.8530060725302944, 0.0536051301634918, 3.266607059809066, 0.5690839875591542, -0.1603706978161079, 3.513844450095111, 0.3450661262250914, 0.4110898767580056, 4.03038864203024, 1.332253824775788, 0.0061111353715659, 4.188643041966604, 0.3540019951791901, 0.3972734486289215, 4.382777214647927, 2.1844949788786643, -0.1743590260566664, 3.9671678118433777, 1.7605183087528207, 0.3348370376926185, 4.267742394159281, 1.723996866878762, -0.1825137600223805, 4.394053992941929, 0.4423605008869126, 0.2099064951326944, 4.711398379977923, 0.5019421971521402, -0.1029844866264242, 4.473558522957132, 0.4233940519647599, -0.3693905882378675, 4.5527229155485385, 0.7623091143209354, 0.9106697113812842, 4.771184508166938, 0.8026099862380776, 0.0910206900628715, 5.575788014583143, 0.504833837369479, 0.1612534569755124, 5.4311858828726605, 0.471254315181418, 0.592512597592925, 2.727210401369359, -0.1643502136315944, 0.031572500887241, 3.4814062986541168, 0.3246143605387394, -0.1458383452777667, 5.1103593064450665]|143213.4062500000000000|      2.00000000|[425, 66, 0, 33]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[1.1423983156222064, 0.1224011835654513, 1.9843500875246656, -0.1138108600120113, 0.1023649801767717, 2.252732093373599, 0.2341658296366597, -0.3254038573663161, 1.6893931572802445, 0.6626546799679824, -0.1505434520408941, 2.3604659885092643, 0.2363469652358544, 0.3985606732920022, 2.53595973803225, 2.506585437107949, 0.1451685167226504, 2.660563900936098, 0.9258876458687326, 0.0753441739339951, 2.092126435780927, 2.410050577402172, -0.3479608360086967, 2.3509409596482547, 14.08624008492148, 0.3910902505395822, 2.2868398299656407, 11.893395974679695, -0.1912674910206431, 2.698143927547674, -0.0675093069713633, -0.0390903239904704, 2.7311734681532265, 0.5819038025535803, 0.0297363060236328, 2.8265062388047926, 1.0027393075008189, -0.1789732801271378, 3.1555619936477806, 0.1620729853890985, -0.2217149327452546, 3.1778450743147038, 0.3625414859831259, 0.0312937137529661, 3.3898412425139735, 3.481624798656317, 0.2677928386636994, 3.6471341638990937, 0.8530060725302944, 0.0536051301634918, 3.266607059809066, 0.5690839875591542, -0.1603706978161079, 3.513844450095111, 0.3450661262250914, 0.4110898767580056, 4.03038864203024, 1.332253824775788, 0.0061111353715659, 4.188643041966604, 0.3540019951791901, 0.3972734486289215, 4.382777214647927, 2.1844949788786643, -0.1743590260566664, 3.9671678118433777, 1.7605183087528207, 0.3348370376926185, 4.267742394159281, 1.723996866878762, -0.1825137600223805, 4.394053992941929, 0.4423605008869126, 0.2099064951326944, 4.711398379977923, 0.5019421971521402, -0.1029844866264242, 4.473558522957132, 0.4233940519647599, -0.3693905882378675, 4.5527229155485385, 0.7623091143209354, 0.9106697113812842, 4.771184508166938, 0.8026099862380776, 0.0910206900628715, 5.575788014583143, 0.504833837369479, 0.1612534569755124, 5.4311858828726605, 0.471254315181418, 0.592512597592925, 2.727210401369359, -0.1643502136315944, 0.031572500887241, 3.4814062986541168, 0.3246143605387394, -0.1458383452777667, 5.1103593064450665]|143213.4062500000000000|      1.00000000|[539, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[1.0771008745715855, 0.1390873499690389, 1.8597334724592351, 0.041753251846281, -0.0228307667794297, 2.460194363897996, 0.1987156829308406, -0.4259855001788014, 1.7499716760526125, 0.6449517255989519, -0.2809013167365708, 2.2745107735682195, 0.2059400494598946, 0.4096363087067088, 2.5767357919962848, 2.4632097478133494, 0.0665120122813739, 2.7494517037278317, 0.9408972544628588, -0.0388645665373936, 2.1797304386533556, 2.4709550533169975, -0.3125099579592364, 2.3830558298416946, 14.106528916879846, 0.3598083279655326, 2.2582776197254404, 11.93234111163994, -0.6941016116508982, 2.5482224241504565, 0.2088682678053459, -0.0839395439115592, 2.777206088271878, 0.7182155717654839, 0.0086361782149731, 2.7519436424930923, 0.9371118313530398, -0.172936214651541, 3.1206816715427386, 0.0522971086728312, -0.2487638524212864, 3.215848955787187, 0.3786504582938295, 0.0334844250353774, 3.3429030736952003, 3.6660970161973476, 0.3683115741582568, 3.6306450456549904, 0.9963607296400496, 0.102959722270465, 3.198515475728217, 0.5584663000393035, -0.1816144170070723, 3.5119715571602503, 0.2629666106149877, 0.2450815747709594, 4.093142373111724, 1.4702936025289994, 0.0890953407523829, 4.170780892039619, 0.426712666521776, 0.497016244354114, 4.414211086983165, 2.0922639986313323, -0.1340354104071976, 3.9720544815092858, 1.595572450470394, 0.3563957138930999, 4.268765905276895, 1.7641407885976805, -0.1403367074321116, 4.240974106639573, 0.3421200067204028, 0.1202625963427275, 4.719922729298835, 0.4726706078840602, -0.2423209087008608, 4.603620177846474, 0.393458713647084, -0.3322052682130491, 4.399159508560641, 0.7905993205364893, 0.8962030300255955, 4.749387669453034, 0.9305425020603528, -0.0241773639078214, 5.6737769314293365, 0.5264534030359449, 0.1692790481055804, 5.431049979435194, 0.3172753698000934, 0.6295116450668652, 2.6656607045925376, -0.1090251421420924, -0.0680902532956183, 3.4342939346194155, 0.2687212001181949, -0.0207383018185274, 5.06592947811044]|51298.6171875000000000|      2.00000000|[617, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | iterate success | actual_k=2
      10|[1.0771008745715855, 0.1390873499690389, 1.8597334724592351, 0.041753251846281, -0.0228307667794297, 2.460194363897996, 0.1987156829308406, -0.4259855001788014, 1.7499716760526125, 0.6449517255989519, -0.2809013167365708, 2.2745107735682195, 0.2059400494598946, 0.4096363087067088, 2.5767357919962848, 2.4632097478133494, 0.0665120122813739, 2.7494517037278317, 0.9408972544628588, -0.0388645665373936, 2.1797304386533556, 2.4709550533169975, -0.3125099579592364, 2.3830558298416946, 14.106528916879846, 0.3598083279655326, 2.2582776197254404, 11.93234111163994, -0.6941016116508982, 2.5482224241504565, 0.2088682678053459, -0.0839395439115592, 2.777206088271878, 0.7182155717654839, 0.0086361782149731, 2.7519436424930923, 0.9371118313530398, -0.172936214651541, 3.1206816715427386, 0.0522971086728312, -0.2487638524212864, 3.215848955787187, 0.3786504582938295, 0.0334844250353774, 3.3429030736952003, 3.6660970161973476, 0.3683115741582568, 3.6306450456549904, 0.9963607296400496, 0.102959722270465, 3.198515475728217, 0.5584663000393035, -0.1816144170070723, 3.5119715571602503, 0.2629666106149877, 0.2450815747709594, 4.093142373111724, 1.4702936025289994, 0.0890953407523829, 4.170780892039619, 0.426712666521776, 0.497016244354114, 4.414211086983165, 2.0922639986313323, -0.1340354104071976, 3.9720544815092858, 1.595572450470394, 0.3563957138930999, 4.268765905276895, 1.7641407885976805, -0.1403367074321116, 4.240974106639573, 0.3421200067204028, 0.1202625963427275, 4.719922729298835, 0.4726706078840602, -0.2423209087008608, 4.603620177846474, 0.393458713647084, -0.3322052682130491, 4.399159508560641, 0.7905993205364893, 0.8962030300255955, 4.749387669453034, 0.9305425020603528, -0.0241773639078214, 5.6737769314293365, 0.5264534030359449, 0.1692790481055804, 5.431049979435194, 0.3172753698000934, 0.6295116450668652, 2.6656607045925376, -0.1090251421420924, -0.0680902532956183, 3.4342939346194155, 0.2687212001181949, -0.0207383018185274, 5.06592947811044]|51298.6171875000000000|      1.00000000|[731, 114, 0, 57]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
